CompanyID,AnalystCuratedVertical,Segment,Subsegment,ACVReportLastUpdated,RowID,LastUpdated
509237-20,Clean Energy,Intermittent Renewable Energy,Solar - Photovoltaic,Q3 2024,42a765e916e91e0f812f79146d4f5c8582777c13d898c3dde46b36ba4fbc78e2,12/09/2024
472373-92,AgTech,Agrifinance & eCommerce,Agribusiness Marketplaces,Q4 2024,a06f2b29bf108da8aa147d39e3780b6dbda556e80a39cd39cb201a265a811b48,12/09/2024
472373-92,Artificial Intelligence and Machine Learning,Horizontal Platforms,AI Automation Platforms,Q4 2024,d0a342dd0cb8fb12d06f206cb81ac93de37828087faedfe51317057b58288614,12/09/2024
493389-55,Artificial Intelligence and Machine Learning,Horizontal Platforms,AI Core,Q4 2024,30d00672961115ebd7bc257724c5cf8893f2a5266af318ebb4e6c9818e42ae78,12/09/2024
90828-46,Enterprise Fintech,Financial services infrastructure,Platforms & APIs,Q2 2024,ada9d86712bc36d1588710da063960289aac5627eab9b60b5f51a13cfad31572,12/09/2024
90828-46,Enterprise SaaS,Enterprise Resource Planning (ERP),Financial Management Systems,,352ab80121424d546d61960c385cbf9cb11c14e3c99ee694430663f7ceb51874,12/09/2024
90828-46,Fintech,Financial Services Infrastructure,Platforms & APIs,Q3 2024,6038bdea68f156eac415efe00efc5ca525af801338112552ea7a7d368d3fb556,12/09/2024
110735-38,Mobility,Micromobility,Vehicle Suppliers,Q4 2024,72249ed09389a86f73034ec5c69b07f1479647acec2e35efe9201c2482865ccb,12/14/2024
498550-33,Foodtech,eCommerce,Restaurant Marketplaces,Q4 2024,54e442cd14f30fc9244692322eb35566eda5ec8716b873ad4482946306451d5d,12/11/2024
279569-26,Foodtech,Restaurant & Retail Tech,Sales & Operations Tech,Q4 2024,ef071b94fba9a52f449eef824015eacdac03210eb774d6b56187cb85de4713af,12/11/2024
170087-50,Artificial Intelligence and Machine Learning,Vertical Applications,IT,Q4 2024,81fff544caa927da58534823ddcc704d5fd3e909115cc6854420043a94b26774,12/09/2024
170087-50,Enterprise SaaS,Customer Relationship Management (CRM),Cross-CRM,,26f7bbf890fed5feb5cc14de0f6b19b2c54cd3581198840c592ea5f4d3d1f21d,12/09/2024
433299-61,Retail FinTech,Credit & Banking,Digital banking,Q2 2024,0a1590c172636eee0697c60182c45e742a3a46ca1d02f3eb8977bb4b176c9b73,12/09/2024
483436-72,Foodtech,eCommerce,Restaurant Marketplaces,Q4 2024,0a90c42c7565c5b77e30562069336480a390f50fe66ba3b760c0815fe4900e46,12/11/2024
101149-75,Data Analytics,Vertical Applications,IT,Q3 2024,41b66f8568a253214f941662aa4132cf6a81a6cfe15b9fbccaabea63880420bd,12/09/2024
101149-75,Internet of Things,IoT Software,Middleware,Q3 2023,2868814c7868d889200036f51b54e033f9265b89df7bc0ed6c55048183778251,12/09/2024
229433-95,Artificial Intelligence and Machine Learning,Vertical Applications,Consumer,Q4 2024,2926ae40e17936021db7cabc1ca9ff5c75f1f2d74d821098531331465e02ea29,12/09/2024
493390-54,Fintech,Financial Services Infrastructure,Platforms & APIs,Q3 2024,c77b174860c57eee159a33e67caec02494e086bac8d771f8b1e9a7ec01501afd,12/09/2024
550896-40,Carbon and Emissions Tech,Carbon Tech,Carbon Fintech and Consumer,Q3 2024,4be6708cdea0e7c295b23522f6b070f8853289735e7c4760ad5be8c3182b5c75,12/09/2024
454673-26,Foodtech,Restaurant & Retail Tech,Sales & Operations Tech,Q4 2024,e223590cb8e6ae83be2443d64d299623dcef36c073d2cf68ba310a4de2d68458,12/11/2024
454673-17,AgTech,Agrifinance & eCommerce,Agribusiness Marketplaces,Q4 2024,f63ac537c8adc84270afdda75510701cd33727a53a09f4fcff401df69469e853,12/09/2024
503334-28,Gaming,Access,Distribution platforms,Q3 2024,306fa5e1d203203d9d97a6ab94cd4e37496c0be226494fc842ed4c3f68d2e872,12/09/2024
267411-79,Mobility,Ride Hailing,Ridehailing Platforms,Q4 2024,28d76439436735dbfd5bb34f235ea090cfe8263d1ded9b35cab6e80c9b80a809,12/14/2024
495962-02,Enterprise Fintech,CFO Stack,Expense management & AP/AR automation,Q2 2024,138f19bcaad3559840acde66fd7bcc7a8db22ddfce246cf24aac3fb74af4ab41,12/09/2024
495962-02,Enterprise SaaS,Enterprise Resource Planning (ERP),Financial Management Systems,,3e56b1abd9637f3c30f1d5565c59c5f855c1a32eea18810957a024e3910054e1,12/09/2024
495962-02,Fintech,CFO Stack,Expense management & AP/AR automation,Q3 2024,87022251249db99d3d3664b698e1949662b59caa2f1c0adabc28be0c3de6ee82,12/09/2024
221701-15,Food & Beverage CPG,CPG Food - Shelf Stable,Vitamins & supplements,Q4 2024,db69ac38d452bc1e8e21d4257e3256b4d9975453f4cebe8ad67b6337b2018ab3,12/09/2024
492644-35,Food & Beverage CPG,CPG Food - Fresh,Dairy products & alternatives,Q4 2024,015e2d037aac34cb0b529036fc80f59faf02479d20ceb2008aa61b50aa60a583,12/09/2024
492644-35,Foodtech,Alt-proteins,Plant-based Proteins,Q4 2024,a7b5fd265e8e34b80d39a8d3c215a1152d09b16bba4d5487472f5af94d26cfb5,12/11/2024
454672-63,Artificial Intelligence and Machine Learning,Vertical Applications,Consumer,Q4 2024,758c70ec212ec1ede4bc22bec968b2a76d99fa67800b56f358385759f722cbe8,12/09/2024
522504-19,Foodtech,Restaurant & Retail Tech,Sales & Operations Tech,Q4 2024,e6a6dc2901cdd04d004783c6f56595537fba18e6327d30113c08b61b4983baf4,12/11/2024
493010-56,Crypto,DeFi,Asset tokenization,Q4 2023,e9af92acd2bc4545d9bed7fd24b0e1effe81def69f23a4c294ca0ffc581d6cba,12/09/2024
224282-26,Enterprise SaaS,Enterprise Resource Planning (ERP),Manufacturing and Operations,,3d3640494b4387b053597518f7e1636953705ffeb3ca0bde1c43ecd2fb1bb2c4,12/09/2024
501489-64,Enterprise Fintech,Financial services infrastructure,Platforms & APIs,Q2 2024,e33baf46cd3330f6f0a7429906081b264d0c1b3c0a74eeb7a2dcbf908f970a68,12/09/2024
501489-64,Fintech,Financial Services Infrastructure,Platforms & APIs,Q3 2024,2d535e141e8c3a52d46498534825cb5955c1a40ae028919beadcb92f9bd31d48,12/09/2024
516973-51,Enterprise Fintech,CFO Stack,Expense management & AP/AR automation,Q2 2024,0ad11b7062edfd2afae3c630bbcaf1e38d491e0fc4ac9af7fd09072df7612670,12/09/2024
516973-51,Fintech,CFO Stack,Expense management & AP/AR automation,Q3 2024,5b5675b32ca455f52c4f9983c3c404ab2bf7aecaffa537ab3f8637ee20c7e546,12/09/2024
453567-52,Digital Health,Digital Care and Treatments,Diabetes and Chronic Conditions,,2de06912edcd00923156c7feccbc147c5c7d47536b9f401ca314538a19606818,12/09/2024
453567-52,Enterprise SaaS,Enterprise Resource Planning (ERP),Manufacturing and Operations,,600646a31ec075ad0b008f8155dd3d1aa5a462301441f5a93b47c0ba46a6fad2,12/09/2024
177092-47,Foodtech,eCommerce,Restaurant Marketplaces,Q4 2024,4365948d9692337a999e8a2afb592de91b436694d178595ed617df76fa4905f4,12/11/2024
122903-11,Supply Chain Tech,Freight tech,Trucking logistics,Q3 2024,ea5649c413347129802dc190d8d693dc3eb2cdfd9390966e941611ef7b4cf718,12/09/2024
186676-75,Enterprise Fintech,Wealthtech,Investment tools & platforms,Q2 2024,cec87327196185fd3fea8407050160ef8394eceab29f1d8e07f6176f41f01117,12/09/2024
186676-75,Fintech,Wealthtech,Investment tools & platforms,Q3 2024,d08f1f58fbedd0be49e123a0bc0a36224974479453432e31205e4bbd7a0e72d0,12/09/2024
532824-31,Enterprise Fintech,Payments,Payment platforms & POS,Q2 2024,d7b8b6508cf92529180f1d6d46a0d6359dee940f771682598452dd328202775d,12/09/2024
532824-31,Fintech,Payments,Payment platforms & POS,Q3 2024,94031b6bb57f6c039f339af6e7ea937e91ccfbfd94b825f643a31e0fa4b1ac7c,12/09/2024
453569-77,Enterprise Fintech,Alternative Lending,Marketplace lending,Q2 2024,2118dc9083c10dc22479c047bc54aa689672bae2e0b3ce09ea7f7066342f74de,12/09/2024
453569-77,Fintech,Alternative Lending,Marketplace lending,Q3 2024,7192f297f56c307406ac426984b3e203eca487254b7435ce3168b24bdaa04354,12/09/2024
433293-94,Digital Health,Telehealth,Teletherapy and Behavioral Health,,400dd933402a809fcaf9c76d39dcce59ccee9ece1aeaa4af93a4ea5a3ad1e5e9,12/09/2024
463891-51,Foodtech,Food Production,Food Waste & Traceability,Q4 2024,6ca36cd1a64407eed9fc1b45f4bfc6b8f27cef2342c53d32bc09bc7805776874,12/11/2024
277364-17,Enterprise SaaS,Customer Relationship Management (CRM),Customer Service and Support,,804a28ba5b47ad7815653fa7424610ef45cc993d45a535d09d3e728534bdd9b5,12/09/2024
232389-46,Artificial Intelligence and Machine Learning,Vertical Applications,IT,Q4 2024,9bf68ace1a84acd08a7ba8a4f076ccd9d0803f9df2a1ec0891512ed8b3f9443f,12/09/2024
343348-57,Foodtech,eCommerce,Restaurant Marketplaces,Q4 2024,d9089dddc8bd7cdf154e8f0353ceec08f8d09a28349c681697cc6bfd94f8bd0b,12/11/2024
432559-18,Clean Energy,Grid Infrastructure,Analytics and Grid Management,Q3 2024,d5d7036b9dcb74e48f9ea18c5d9f799e92c77625cde2a14ae941dedfe7e5e96f,12/09/2024
494488-72,Retail FinTech,Consumer Payments,Debit & P2P,Q2 2024,06c84100422b42a9fc4123e76ef5ca0cb583c2a81e6416373626e19796bb5969,12/09/2024
234240-13,AgTech,Ag Biotech,Plant Biotech,Q4 2024,0a097485dea4c752575c858a8d67bd765d66c9c4532c9dba3a12c29331fdf4ed,12/09/2024
470910-25,Crypto,Infrastructure and developer tools,Institutional services,Q4 2023,60ec7d80568b20f8051e2ae0fd76ff4598e6ed952445cf8e7a93602b8bb3a1df,12/09/2024
234241-03,AgTech,Precision Ag,Drones & Imagery Analytics,Q4 2024,7fa204c3a591496ab39703a40afa214bc98fea04bea6f4b1077b06b3065b8f4b,12/09/2024
234240-76,AgTech,Animal Ag,Livestock & Land Animal Technology,Q4 2024,253987ef72df1242d20bc64ae72f3453350232332f3b5142978386db3baedfe2,12/09/2024
234240-67,AgTech,Precision Ag,Robotics & Smart Field Equipment,Q4 2024,e58c3e331740a2fc4b40d7a0c37e627e7c793edd7cc54f07adc660d5f4685a86,12/09/2024
95628-43,Enterprise SaaS,Enterprise Resource Planning (ERP),Human Capital Management,,fcda754cb59773874e1a2078bc82c509773df90385af049c3a3a7fc6d696ebe6,12/09/2024
492661-90,Gaming,Content,"Publishers, developers, studios",Q3 2024,0eb8531ad881199c7f4f0123016b144e8a7a3dc00c584b8ef57744d7fd8f534b,12/09/2024
279584-92,Enterprise Fintech,Payments,Payment platforms & POS,Q2 2024,319b21075183d212b103157b58cae02920dd4e9520c6bdb86d3c5f9cf93500e2,12/09/2024
279584-92,Fintech,Payments,Payment platforms & POS,Q3 2024,6fe1043a19ed05ea90c7afc1b6a67d6e3a31c7072ecb283a5c6709157630b1d4,12/09/2024
234241-30,AgTech,Precision Ag,Farm Management Software,Q4 2024,f303773074deaac5c515309b8673a308a0e381cbef27aefcb969fe7bc7a62825,12/09/2024
264839-59,E-Commerce,Purchase Medium,Payment,Q3 2024,75d2e55f98557c1c7f4d74245784739100dd2ed5cbf47698acc524cd27878767,12/09/2024
264839-59,Enterprise Fintech,Payments,Payment platforms & POS,Q2 2024,304b5cd60a54703d9b660a3b8f485d1bc584602da1a454b817301d36c565e36c,12/09/2024
264839-59,Enterprise SaaS,Enterprise Resource Planning (ERP),Financial Management Systems,,ed5a908f38e3cdefa9a7086131c28215af3193b2195ebd7084aa64f68900fb54,12/09/2024
264839-59,Fintech,Payments,Payment platforms & POS,Q3 2024,d249da15a5656642a188b98eb536d563b3485de856da7ac49fb91dd0019d0e1e,12/09/2024
174518-29,Enterprise Fintech,Payments,Payment platforms & POS,Q2 2024,048b93e0127288cbfaa03cf3679a8adb7c814a837d1fb76419b775a92971e446,12/09/2024
174518-29,Fintech,Payments,Payment platforms & POS,Q3 2024,c7d721b91b5a3a4f9aa410283c5756adca358c4d13e6cb640bbe5ac45ed46659,12/09/2024
234241-12,AgTech,Animal Ag,Livestock & Land Animal Technology,Q4 2024,4ec2a01a444b15fb9d0a0b67bb9f2f289162146c1dc6286e47ff8d7be401a91c,12/09/2024
481602-07,Crypto,DeFi,"Trading, derivatives, and liquidity",Q4 2023,e46847eaae5c5812324e7bdf7fea7de912c873eeb1dbf73ea85ebd43a4dcb55b,12/09/2024
234242-02,AgTech,Ag Biotech,Plant Data & Analysis,Q4 2024,f7d123fde3b8e6c1ff24a4b9a9cb59b8feadd378e1c3619b9015111f183bc5e6,12/09/2024
520680-52,AgTech,Animal Ag,Livestock & Land Animal Technology,Q4 2024,4312b0c7e06054c67a6bfa6463465a428ab9f0448758593a5a15a056490a066e,12/09/2024
55449-73,E-Commerce,Purchase Venue,Storefronts & headless APIs,Q3 2024,009ee0ce92d5c99b26cc803c4a82d5427f4dbd1ca23c75f99d17307fe9bb79e9,12/09/2024
442527-94,Foodtech,Alt-proteins,Fermented Proteins,Q4 2024,029779fb78834ccef6d5a37868ef6b8f9c9739ae27bddd912fe917f28a6e4c4a,12/11/2024
432942-67,Fintech,Commercial Finance,Digital banking,Q3 2024,a546a5eac6d69384b78221475327fe04a74c41fc0cf44aab94ecf9916479120a,12/09/2024
98581-06,Data Analytics,Vertical Applications,Industrial,Q3 2024,6465c19c89ee811e45eb595e53c1482503d7ee94ac8fcef27f4d9195e5ecc6c8,12/09/2024
98581-06,Internet of Things,IoT Software,Middleware,Q3 2023,e561408dce8c7436bbe749261431c08f52d197c65e93a6bcc996d774e5371676,12/09/2024
521049-07,AgTech,Ag Biotech,Plant Biotech,Q4 2024,a2943b914dfb95e2bc26feea1df361a7e93fa5ac60e9213792cb4629dad55f62,12/09/2024
521048-80,Gaming,Access,Distribution platforms,Q3 2024,0822c1b4379943060abbbcad35f6519511badf9d823b5e56eb4136c0b5018091,12/09/2024
122175-46,AgTech,Agrifinance & eCommerce,Finance & Insurance,Q4 2024,3f498226fad9fa0c60a3f6d1e92c99566aa31ed1b3b03a2938ce39b301f992d7,12/09/2024
93419-56,Crypto,Infrastructure and developer tools,Institutional services,Q4 2023,e308dce920515a0bda20f7a9867f2a297640bdfc24a83b64cc3a1ec6d4f9c75d,12/09/2024
94525-48,Foodtech,Restaurant & Retail Tech,Sales & Operations Tech,Q4 2024,b466bb8a0b1342a947aeb358b89b9a4e4f363a478272ff248e5ef4c0659e411d,12/11/2024
340774-57,Artificial Intelligence and Machine Learning,Vertical Applications,IT,Q4 2024,70552353b66fd5d8b8efac1e580840264e8eef577bb0f9b381bdf4970885766d,12/09/2024
442897-84,Enterprise Fintech,Financial services infrastructure,Platforms & APIs,Q2 2024,946571e94bfabac27fb6cb0affbc1e5e38ce21ae3af5adb14f6010d45e82f4ba,12/09/2024
442897-84,Fintech,Financial Services Infrastructure,Platforms & APIs,Q3 2024,8bde54340020df3f7f17e3bde17fb7502ad57999417571b1bd295867f5a69a4b,12/09/2024
589981-69,Pharmatech,CMO,CMO-BIO,,329fd3fc3830a20d263f91af5cff36de3490f946c571570d7847d18b29f5375a,12/09/2024
496717-66,Enterprise SaaS,Other Application Software (OAS),Other Security,,c4ee9234d43dbf6ccef28d9903cd122428d47fddce54455f34cee070fc9aedfb,12/09/2024
496717-66,Information  Security,Application Security,Web3 Security,Q4 2024,bc2c6602995636a6917ce2d4e2e197c767ff5ea87924ec850c5acc13f3691dbc,12/09/2024
463173-13,Crypto,Web3,Decentralized communities,Q4 2023,fac53046a688ce97673475f772f81a11fe341e3fa8cb540249aad7ef1003a4a5,12/09/2024
223547-77,Artificial Intelligence and Machine Learning,Vertical Applications,Financial Services,Q4 2024,a72af2f015d4e4ba51cb9fba47f6d227aa99afaf5cff9b83406709d55f0fa736,12/09/2024
223547-77,Retail FinTech,Wealthtech,Digital advisory,Q2 2024,cf77a09a15eff9faba6836f529263f9d31a9b084834d8fa09ac584b92af9c4d4,12/09/2024
442897-21,Mobility,Micromobility,Subscription Services,Q4 2024,a525a169293d0f6bfdc0946ce1110067dc4d32f0bd2e70e85f9f0d4bef33effe,12/14/2024
515519-11,Enterprise SaaS,Customer Relationship Management (CRM),Sales,,807ae18763421a81db1377a443896bab900f389ccd48e6e1f0f7b7416080a865,12/09/2024
442897-39,Artificial Intelligence and Machine Learning,Vertical Applications,Transportation,Q4 2024,f0d5219b7e77967ab698401840085fcc9f975752932ecd565e96f49e72ca04ae,12/09/2024
442897-39,Data Analytics,Vertical Applications,Mobility,Q3 2024,a0c5882d3ec6b8280c5c70bce19dc5e3b6a1a0b1d2dfd7dc4cacd313eacd8fa7,12/09/2024
223548-49,Fintech,Wealthtech,Advisortech,Q3 2024,627c0a678f712076bfbf7cd4fbd8fd101211a38ad3ffadda10b5b191dda1583d,12/09/2024
491557-51,Retail FinTech,Consumer Payments,Wallets & super apps,Q2 2024,134795fb9b652d32ebfaea348eec18c8a8e8a9a130d55bb1493513e13f9f7bb1,12/09/2024
438105-43,Fintech,Regtech,Regulatory affairs and compliance,Q3 2024,49ac9993ec4f6e1bb8c9137fd821660296640648549dc1adf1659a5bf7c7b855,12/09/2024
342996-85,Enterprise Fintech,CFO Stack,Payroll & earned wage access,Q2 2024,8720d8c3e6a5db2cf1f4db74ccc0370f58d77ce58ac9e68d403f3fe682393788,12/09/2024
342996-85,Fintech,CFO Stack,Payroll & Earned wage access,Q3 2024,ac10d911dab9cfc1fef3d93e29870c5da221becd6abda47dd0acefa225cc77d2,12/09/2024
521778-52,Carbon and Emissions Tech,Carbon Tech (cont'd),Voluntary Carbon Market Infrastructure,Q3 2024,e9040898af913b1f6fb08fdbad7a8a7bfef0aa9c921baf3166bb88982d2a1d8f,12/09/2024
509613-31,Crypto,Web3,NFT platforms and collectibles,Q4 2023,32a4584d95a98c24346725acc15b70853163e193e8788d356abf94d0525028bc,12/09/2024
501503-32,Information  Security,Security Operations,Security Risk Assessment & Management,Q4 2024,3038b4d6b6797ebe3a614e8f9d310fff10d3553a5dd9342e6688f9dc19d53180,12/09/2024
494496-73,Fintech,Payments,Payment platforms & POS,Q3 2024,b3ffd46815f7bb392e0520ff8fb8bb12bfeccecf8df6e6050f37de69fcea96dc,12/09/2024
494496-73,Foodtech,eCommerce,Restaurant Marketplaces,Q4 2024,141844733affb65977940da315083f06723b188da6c547b8420e0c812c85ef76,12/11/2024
87895-18,Enterprise Fintech,Alternative Lending,Underwriting and credit scoring,Q2 2024,6b0dddfe3512eded79497884091838e3834e18ccb8bbabe73fad9208eb5bb735,12/09/2024
87895-18,Fintech,Alternative Lending,Underwriting and credit scoring,Q3 2024,6ce61b8144c77ad5c6743d204da3d89afbb70fb810b529459b2f30ef53aaf3bf,12/09/2024
501132-70,Crypto,Infrastructure and developer tools,Crypto corp management and finance,Q4 2023,6986e8ecc6d32f3623d974088114e0f92a195eed6dc6be9ea942206e3ada88dd,12/09/2024
501132-70,Retail FinTech,Consumer Payments,Debit & P2P,Q2 2024,26f83bf3052bba7e67bb63c9c69687117c5819a035c3cd4145f1c8a386e4265c,12/09/2024
173786-68,Foodtech,eCommerce,Meal Kits,Q4 2024,94df42cc426bed96a1997da79e2868a67ba9e7daef599432ecd9adac5c0e298b,12/11/2024
596246-59,Foodtech,Alt-proteins,Fermented Proteins,Q4 2024,3f129ffd190a52ff1b4d041192b380088abf084572a4df19b88faa865f98ffb0,12/11/2024
153510-67,Fintech,Payments,Payment platforms & POS,Q3 2024,a43ce32b0683705cc07ed02edf8e44748237cdec2dacbfebb4c67b6f6350ec56,12/09/2024
520674-94,Fintech,Payments,Cross border and FX,Q3 2024,608c7571bdba37306ee7deba13d94fad1b39ba5079d8c6a8a5679e336cd80bbd,12/09/2024
234243-19,AgTech,Precision Ag,Field IoT,Q4 2024,a972497351eab97d4d65db4e1ffc24b367c2804f9882cce426b679fb43bdc69e,12/09/2024
343362-61,AgTech,Agrifinance & eCommerce,Agribusiness Marketplaces,Q4 2024,42662829b647d21bc8226d69ac3f966269c44b3d9bf88d0285a4abced0684713,12/09/2024
234242-56,AgTech,Precision Ag,Robotics & Smart Field Equipment,Q4 2024,07ec4a1e0208e4bcc2c8c1c9c1acce12a333bb6ca3227b4f29d8c06d0676b6ef,12/09/2024
518831-29,Artificial Intelligence and Machine Learning,Vertical Applications,Consumer,Q4 2024,6398e96e09761cfd4460eb348e32a7d1d0e891bf4a81e35591ae020f44deaf08,12/09/2024
518831-29,Data Analytics,Vertical Applications,Consumer,Q3 2024,47d35ba7f86d464d6c70b29170ad20f16132fad05d74490fe0c37d6e6a1ce131,12/09/2024
518831-29,Enterprise SaaS,Customer Relationship Management (CRM),Cross-CRM,,b00231bb22329a844c4e44dad0123c4790ae7f9d5db74951f7c47b863cf15f8b,12/09/2024
432569-08,Artificial Intelligence and Machine Learning,Vertical Applications,IT,Q4 2024,74a3302430f5a0a7f0e38d40446ba623ed304bff69647aa78e75db9f870c4969,12/09/2024
234243-46,AgTech,Animal Ag,Livestock & Land Animal Technology,Q4 2024,5333585fe8d6b54d047891c4ad9b00fc533fc3a4845ced8f5902648ab260b888,12/09/2024
185217-76,Mobility,Auto Commerce,Digital Marketplaces,Q4 2024,e3c43fc576a1d0d886c6183981d9e895fa8011f0ab699f303b571914737f146c,12/14/2024
234243-55,Foodtech,eCommerce,Online Grocers,Q4 2024,cba9d4ebdcbd389522a7b9dbe882146764ef836220d63ae9c71978f34843fcd0,12/11/2024
234243-28,AgTech,Precision Ag,Drones & Imagery Analytics,Q4 2024,fbcfbb03c30bbb03ee8f73bc58956285b81692094dd4fc6609da0403896df901,12/09/2024
234243-37,AgTech,Precision Ag,Farm Management Software,Q4 2024,a8c70cb51aca38981ff3409be78bba9d71950195d5e6d21d10deb11f6e1e8038,12/09/2024
185217-67,AgTech,Agrifinance & eCommerce,Finance & Insurance,Q4 2024,de931325ef0b8b4e84f72b99067ac39756275aca2ce62c9c11ad0fcc29043012,12/09/2024
185217-67,Data Analytics,Vertical Applications,Fintech,Q3 2024,2eb15190c18a3d65dd23aa6990405f77e2753679b365b9fc4fc7f3dcb881dab8,12/09/2024
496711-99,Carbon and Emissions Tech,Built Environment,Green Construction,Q3 2024,6fad44b1b977ad96036469de5e4ce636155a720b96ec7cc3897e2578ab1462a9,12/09/2024
498555-01,Enterprise Fintech,Payments,Payment platforms & POS,Q2 2024,e79c212525da24445bf724ed50faf867852d7a588d5df00febc22a76f46d8082,12/09/2024
498555-01,Fintech,Payments,Payment platforms & POS,Q3 2024,20428a2166a341f712110ba3ab38c617ec26093a75b00e746804560446ba1e35,12/09/2024
185217-22,Artificial Intelligence and Machine Learning,Vertical Applications,IT,Q4 2024,555f68de59af2cb39a8bf3fbe3ecaeef3a119f39df8189fec86f5448b51c63fe,12/09/2024
185217-22,Enterprise SaaS,Enterprise Resource Planning (ERP),Human Capital Management,,dcada2d70c46f0992476098b1d168c67019cadecce7d9e5e1e23b6ae2a05ad91,12/09/2024
268527-79,Enterprise Fintech,Financial services infrastructure,Platforms & APIs,Q2 2024,f666e5dd285eeb1ea9287cb44a8d6502dfa419de8db3cc6c8d146303f33e0ff9,12/09/2024
268527-79,Fintech,Financial Services Infrastructure,Platforms & APIs,Q3 2024,ecb4a2584aae1dc350bca2323c9baac109fab65d93e1417f8c6c39c9bc13621c,12/09/2024
589239-55,Artificial Intelligence and Machine Learning,Vertical Applications,IT,Q4 2024,8db961901549682cef06e473a300f346c2a600e6608656862e6f2dd67130e2c8,12/09/2024
234245-08,AgTech,Agrifinance & eCommerce,Finance & Insurance,Q4 2024,d1a3cfe5282026d889d69eddc0567d51805dcaa1f3921d45bff0242fab78095e,12/09/2024
234245-08,Fintech,Capital Markets,Alternative capital,Q3 2024,131bbc953f97ca49be44623cf8875319694bf90a1af72000f20da811d8fc4006,12/09/2024
234245-17,AgTech,Animal Ag,Livestock & Land Animal Technology,Q4 2024,9b092e44fdbfed4a15d2034109c6f020b46baee9bbb8f26b60705995f173baf5,12/09/2024
234245-17,Artificial Intelligence and Machine Learning,AI & ML Semiconductors,Intelligent Sensors & Devices,Q4 2024,75d0cad0b511be92a9522d0f14f5a8d63e048b04d529d0448b885f3554a1b8b1,12/09/2024
484193-44,Enterprise Fintech,Capital Markets,Infrastructure,Q2 2024,23bdcacd82a662307e74be42677a5929c814cf7e96d269e041b8d09e6180896c,12/09/2024
484193-44,Fintech,Capital Markets,Infrastructure,Q3 2024,b0e51b3f77e8112ace3875196849c84534ac67eb5fdc36d5338b01c6d14e1215,12/09/2024
184853-08,AgTech,Agrifinance & eCommerce,Agribusiness Marketplaces,Q4 2024,0efda03173b08e4f06f481b05c1312bc28df9754a2ef531d018190c3f2af58d0,12/09/2024
510367-51,E-Commerce,Purchase Venue,Conversational commerce,Q3 2024,4a6b325f74d8abddb901f08879cc1635119a3d0df9798b5c151724d5837a8f6b,12/09/2024
491566-69,Food & Beverage CPG,CPG Beverages,Soft drinks & juices,Q4 2024,d7d3ee0eee1709e20bc9d9caaf517a30742e248f354f4673d0a421d7e3523c93,12/09/2024
491566-69,Foodtech,Bio-engineered Foods,Functional Foods,Q4 2024,58e2ff66bbd5f6732da33fccaa4640be3d633e04c5df060d26af96501d5b5cb3,12/11/2024
510368-05,Artificial Intelligence and Machine Learning,Horizontal Platforms,Natural Language Technology,Q4 2024,423fa73f58be93fff99b997164d655c686eed92856dde6d94a116d8213ef3211,12/09/2024
172318-78,Foodtech,eCommerce,Online Grocers,Q4 2024,8d8fb285cc8eba39c01e0b8cafaac9b37cee57c1bb014bbbe1aa78c56e5d1d9f,12/11/2024
178216-30,Mobility,Ride Hailing,Ridehailing Platforms,Q4 2024,acbc92af7cc371bcd4689fbd65b3eafe92ee8dd5f0add8ab73aaa2f794f2d687,12/14/2024
506679-67,Foodtech,Food Production,Food Waste & Traceability,Q4 2024,628633018e3c10364a2b1378fd5e19f1db604c226204431ad5e588a7f0b530d3,12/11/2024
519212-98,Enterprise Fintech,CFO Stack,Expense management & AP/AR automation,Q2 2024,99aca4fe39c2b751d2b3a4745e95c521b032bedae31580b5c29d0a1684b6ecf7,12/09/2024
519212-98,Fintech,CFO Stack,Expense management & AP/AR automation,Q3 2024,72539d0274510de86960ad73d4cad1b2601609f609e1b1827631eb5921c138bb,12/09/2024
108542-53,Artificial Intelligence and Machine Learning,Vertical Applications,Consumer,Q4 2024,7618710bae841243a7b33b1b1077d0ef75183661d598fad218dc92d88072a604,12/09/2024
519212-80,Artificial Intelligence and Machine Learning,Vertical Applications,Industrial,Q4 2024,df3f90aafe1b77b3f4d9903c141d49c681ed3ca9a5eee737996e1009fa5a6604,12/09/2024
519212-80,Carbon and Emissions Tech,Land Use,Ecosystem Health and Monitoring,Q3 2024,697d91507ac335f10459bb2c76c3b0beaf6c851111ddb27066098589253c36e6,12/09/2024
520687-36,Foodtech,eCommerce,Restaurant Marketplaces,Q4 2024,f8081dd80026d8fe2b7c0ce04d12ae5dce693af2d40f3ed20acae8b9cb719f1b,12/11/2024
234253-72,Fintech,CFO Stack,Expense management & AP/AR automation,Q3 2024,3032bf1ab107e19b71bda1060042ed19529d81085ba19fd47a7cc6777f1e3ea6,12/09/2024
462812-59,Mobility,Micromobility,Vehicle Suppliers,Q4 2024,d4fd68689b335c897aa6ce11d59f6ffb46670c6f23d8190a4b5d852a5a9d2917,12/14/2024
61359-94,Foodtech,Bio-engineered Foods,Molecular Engineering,Q4 2024,ac6978de8185061f7ffc7649fbc7ea31f412ec0758514c1f7b4396ed4575aa5d,12/11/2024
342999-55,Fintech,Financial Services Infrastructure,Platforms & APIs,Q3 2024,a0a69c4643f360145d214754bf3d066c23c7e416ef14620b7b76a73c802c5ba1,12/09/2024
