InvestorID,EntityType,IsPrimary,RowID,LastUpdated
51322-24,Limited Partner,No,0e30591b3ad1c4b195d0a2478963133ec10231d662494bbe533b952a3395fd75,12/09/2024
51322-24,Service Provider,No,0da5e65471687487140556cdc23566e9943199124c69dcd8b1569a1e86e7897f,12/09/2024
51365-62,Investor,Yes,3c35f59ee7dbf1a5c67a78eeb9d9aeb0a1c50e5b662d526efb2a876b4806af92,12/09/2024
51365-62,Limited Partner,No,cb95a0b64e6b41e0a6263b0f01f05df91f4544e43f7862ebd6c046bf348edc86,12/09/2024
51365-62,Service Provider,No,d1d822bc7774b6d86ad095940e5a9164843e06b5d70d5d840fbaecbf33f2ab61,12/09/2024
51370-39,Investor,No,8300c7df1be1743b23be72b36650a95a3faa20a6442725c402284ab36a77dec4,12/09/2024
51370-39,Company,Yes,7096a22efea4c0fdaf0244161c377e7596255bbd2adddba6052f6edebcb1f5f1,12/09/2024
51391-18,Investor,Yes,2ec93b34f6853f5b7a3f34576691f3e9bc83662dfb3b93ab220307e813b26d59,12/09/2024
51391-18,Service Provider,No,3e985502ca3d7e4bdc0105e72064a7da7abb50cb74f5064dba7c6cdb34549399,12/09/2024
51391-18,Company,No,541a8a858738cfec85d78957843153b89a3e429487d4e62227c437b56172040e,12/09/2024
51435-19,Investor,Yes,b0e72b3e534b43bc413f8c36c0e9ae4e43b9daa7d74f0e7d7edf87f2aee54884,12/09/2024
51435-19,Service Provider,No,cc45e253a7169689160871d73d3ca5d9181657bd3f00a1431f6e27469a9cbb80,12/09/2024
51453-28,Investor,No,640f6e0c0765c10602ec91fbbab11b666f47052e182c84fb7274cceec5284dcd,12/09/2024
51453-28,Service Provider,No,5309f54e9922951c3f958bd3ef62f6b0d1ffbeddbb1a7f10798f3cd84c9b76b1,12/09/2024
51453-28,Company,Yes,48c9d7a96d6806c05a131e7ab17a0c40849d6ecf632be8c97b3c2cf6daa890c9,12/09/2024
51453-91,Investor,Yes,4610faf81d279b1714ba4ec9bc77fdaeb37f19a77fd6aba524acf0348e919277,12/09/2024
51468-67,Investor,Yes,036caf37b865a6d226d87e21ed54dd17fbe58c23618514aa2302e7eee0eae3a3,12/09/2024
51469-48,Investor,Yes,c1de86804af15b2a353eccb0c79e2e74ec1837f5c512ba5c3daa04bb88111cdc,12/09/2024
51472-63,Investor,Yes,d758de42945af142552e2562fb3ad24bb6ed5ff089764fc7b216bfa05fee8dc0,12/09/2024
51478-39,Investor,Yes,f5cf739a0adca7f318de09d94e404ae5664ee88f0758001f5461277954d94118,12/09/2024
51487-75,Investor,Yes,1377a87d6b5e03327fd09262e07da75a64ce35dbeef6347c6dfd09951da8eef7,12/09/2024
51488-74,Investor,Yes,f762fe611e05797b9579e8cfa40a6a80f7cc17da0b167e66d9db79d5c2793f9e,12/09/2024
51496-84,Investor,Yes,821dff6ed08b097cbfa2237eb95db776d5fb5d65ed9ffba094b866274ddaeb4c,12/09/2024
51500-08,Investor,Yes,ab8a8e40425dc0114beec4e215098e0880b59307fb171cefa211842f8d754ee3,12/09/2024
51500-08,Limited Partner,No,575fcb79a594cdb33afe8cd5f486b7315e7127f554e0eb958bc691499694c061,12/09/2024
51500-08,Service Provider,No,783e50f5695bbbb5ad8b9e0d354486930f1ad00ea893e57a82cadcb86253d14f,12/09/2024
51502-15,Investor,Yes,52c9f2d7b345d590416265d0b6e171561aa28f03ed5a1eda6c0515413fbda478,12/09/2024
51509-53,Investor,No,b21daf83d62f1b97e6cc1eb59fafda3d16e652a6d1bc6635097b5c91a54f02f8,12/09/2024
51509-53,Service Provider,Yes,e50cee3361ac31ae1855b32d4c4176c2a6a2ca5fcfe2b6a17e82832bd1895121,12/09/2024
51552-19,Investor,Yes,4bf59843772ade008e10c8a0053528374e6157884ef09b60324a7208d7e69cdf,12/09/2024
51552-19,Service Provider,No,31e40a81c02dc1e8dfa4cb68a726566c41813d2ff40feed1204abbc1724ea752,12/09/2024
51594-22,Investor,Yes,a68a7f76a4bfb05f3d9128ba6343efc4f01e0336c7d52b5f2e69ede4815b2477,12/09/2024
51594-22,Company,No,3f4bbe884734c3dc61df60fc550f504b9d4f4531ade262b701ce25228892edc3,12/09/2024
51595-21,Investor,Yes,2ce9f1da2a642dc014c3b1ddab626ab33f9b763699d1476b5b359d793a652979,12/09/2024
51595-21,Limited Partner,No,133a2af1a020fe10038c76f743495cb8507a95f22d239ba37624b08865a3ad20,12/09/2024
51595-21,Service Provider,No,ff8230594d0933fcbd926f11a2553ce6ff4a5e4af63fee74baeb5e03f582432d,12/09/2024
51612-13,Investor,Yes,8c03e1d89094e48b73a3405e3b0c6a8a4f351166dd4ec33ce070146f4380ed1f,12/09/2024
51625-90,Investor,Yes,a071cadfe95b724724e6f03b14f840827e8d519d0ab1926c883a433a7589451d,12/09/2024
51625-90,Limited Partner,No,072fa411f7cadd3db21d597de47653de6787a0f410cb080bb898b981157682e5,12/09/2024
51625-90,Company,No,dfba04b27c5400009b88c284bd9481cf00c157c90eec48d8c1482b4eb6139328,12/09/2024
51629-14,Investor,Yes,95a97e242b4e12927e4f5afdb36076a2d721b3b386e2ac70ee8e1b0d05e287c5,12/09/2024
51662-62,Investor,Yes,13af824f90e08e211292486f4afe2c7a1f847b8f34dcc37acd0ee896eb26f7fd,12/09/2024
51681-97,Investor,Yes,a2b6a275eb201b4be02d2ea7c82842d6e6d67c3eabd998b85fe3954f5ffe3e95,12/09/2024
51681-97,Service Provider,No,85f06b4083cd4ac7204c2c5a5a9167bd7155d3f3d417bce433a9c7dd76bbbe4b,12/09/2024
51698-44,Investor,No,e53d69b92d6db91c256d8443f650a05e3ef779a9a3ed159f033318cf86f24407,12/09/2024
51698-44,Limited Partner,No,49284939ea11a23fbcbc42fc428ce67669f31c89b003694b34bfef7f80bcdb12,12/09/2024
51698-44,Company,Yes,830af00d47da61fe65c2af5bcb5bebcc28acc0253ef7aded8bde61bc7f916629,12/09/2024
51700-69,Investor,Yes,b7208dc9c26772b7e44e97feb6056b8d06e6ab5d7cc39d5cff15881214ab33db,12/09/2024
51709-96,Investor,Yes,a93ba295a9748420fa4664f8186f7aeec1cb3f4783366c8c82dcb4e9c126cc53,12/09/2024
51712-39,Investor,No,139e3c45cbbe3e25db0cdbc2e13cfbd91e942398c545a74ec7225c76c56cfd09,12/09/2024
51712-39,Company,Yes,ec6c255fe744bf62eb1f5f85301ad51d26a4ad473a4fba56062463b5932f6275,12/09/2024
51717-61,Investor,No,6f1cd52bc8b919e5e090f6282c087930c0ea74d29bb2719ba4579c044bb4cf31,12/09/2024
51717-61,Company,Yes,6177ac4c46811fdeedb775fcb264626cee69e88755c3feb1e598562bafc99fb3,12/09/2024
51738-58,Investor,Yes,c0d23f296d5e48a6f5f4614bdc2d1faf12164173cfc154fc46191bace725e8cc,12/09/2024
51738-58,Service Provider,No,3573a7ae510d5ffb7fb54a567a0b2847b1544d6bd6b80d914589896df04fa7e5,12/09/2024
51748-75,Investor,Yes,942f042a7ce7dd7ea97d55447736d82fe2a46f2b7c133d25344268f58a1c82eb,12/09/2024
51748-75,Service Provider,No,dd867c87d5ac46fabd8e47260408539cd021120d96a799c31efcd5eda446d4e5,12/09/2024
51750-19,Investor,Yes,323d1217aa0ff0d24fa129ce928abeb544cf42798b8da91bb7e197b753747f11,12/09/2024
51755-50,Investor,Yes,7c78f5cdc4c9c9614db2ece2a2689c01d1812cfe5e942757d866fd133d6aa680,12/09/2024
51755-50,Limited Partner,No,7a12c97dfae39d78fe4f30a248d0cf19cb03dd5c07bc7a1977051ae302f73e65,12/09/2024
51755-50,Company,No,ea6f01714487bda7073873c13c2efdcc84ec735af6e2ce316d421d616922e755,12/09/2024
51762-25,Investor,Yes,6ded58066a38af46f936e6403d91c980f130eb97340962286c5e88e29945dfc9,12/09/2024
51762-25,Limited Partner,No,88c15ec2bd177f3316079a71d3633d9c51430e47862bdf736c1009f6c6f94150,12/09/2024
51762-25,Service Provider,No,605ac4692309f3503df5c885d383aaef05b76defa3d58f2db4cb19b7ba966acb,12/09/2024
51762-25,Company,No,868b796970e0dec234216373e591e8ec6efc6630a0fa58109126189a990d42d7,12/09/2024
51763-60,Investor,No,8159616adf0f9585c87cb4b6bf52ea93d3ffb2c63f3955a34552e6f37f3b73bf,12/09/2024
51763-60,Service Provider,Yes,32fb50e0a1fbdf0761c5fb7db7b526386e7490881ae97cad7f0f8c05b731f017,12/09/2024
51779-80,Investor,No,938e237c124ce9981685a9ed0a230731969f7d39beb2878acab53cb3a64c1fc7,12/09/2024
51779-80,Company,Yes,024ad7d4452926b1abdc6ab784cf1cc520056b8eb6f068a29d4af54811734560,12/09/2024
51781-42,Investor,Yes,ed7c50bd5fd981b4a013cdc06341b5911d54009ffaeac6e23eb4f94ed362cc2c,12/09/2024
51970-69,Investor,Yes,375e9c2ac30bcda4a8f24266d23ba3867e8abc208bf5123db0990bffeeffeea0,12/09/2024
51970-69,Limited Partner,No,a03868b9c7cff21f0178ace8210f0e2cd24515061c161d120a70466e3a1646dd,12/09/2024
51971-95,Investor,No,b2c8efbedf64f91332ed58a194953b82ffac8f02641b797898a5d24f26f6d4c6,12/09/2024
51971-95,Limited Partner,No,1c359f2016462f7ea71074403cd39a0b04eddd283cbfde3b03d0649625ad09d4,12/09/2024
51971-95,Service Provider,No,9fea2e881ba84b6ba5746f203df34141e32f029f6314042807d9dae83b5520d9,12/09/2024
51971-95,Company,Yes,ee51cfb08d4ef7d20391327866f4a5359b6ed927652d965a7760224e91733c42,12/09/2024
51995-08,Investor,No,ef019c187f26300cb5ef97f2882bb5ee783175754104fe803804f6bf709e5ca2,12/09/2024
51995-08,Limited Partner,Yes,e74a42e7519877eae2b3de1fc2dd71b1515f73ceba90934b4581503b384828de,12/09/2024
51995-08,Service Provider,No,2a9eb88bc04f564d9415945ef22c5c1635e9448833bb032cc52d26eb388f4fa2,12/09/2024
52001-65,Investor,No,dbc8e0a9effe242b55beb10c156c45d29953bd4c8922b2f561686996057fadac,12/09/2024
52001-65,Limited Partner,No,0830043cda21e757ca3c69f7fc18a2602096607b977992070860ac92f82d37ff,12/09/2024
52001-65,Service Provider,Yes,9a5432c033c6da266cd3f60886799e99d93c5a7b4a29cec4adf7958e34a24032,12/09/2024
52020-01,Investor,No,20687a7d05a7654ac2ae58c6efdaa41deef12bd5bb1d6d2cb773fef7b9863736,12/09/2024
52020-01,Limited Partner,Yes,38b9b2d765aaa25858697398e33c70a1a01a293168c175c4605639edbebd43d7,12/09/2024
52028-92,Investor,No,5fb1f42494cb1d2c771b63290f7f5258f37532f871e60bc4eeb2f3568d3abcf4,12/09/2024
52028-92,Limited Partner,Yes,70bdb7739fcc7751c6026ab7bf9eea7474d10fee79d0e4094f30b48d45cf0191,12/09/2024
52048-72,Investor,No,047a2fe6ebdc927bc10c1cb6bc48ca624d0d1d7034e50e53ffc8081760674428,12/09/2024
52048-72,Limited Partner,Yes,ebbfdc0393f5def148f579dfa49fcda86877dc65709acc01b21094d7b44cbb29,12/09/2024
52053-40,Investor,No,09630a1943cf88f95c0b05a78098733ad86831ffc1098aa790b65ddebdab3529,12/09/2024
52053-40,Limited Partner,Yes,e659803cf155b83b860ee341aaa3016a6857162a9e1ebf3e38aad610f1bfcd15,12/09/2024
52112-53,Investor,Yes,aeb5f36dfe44fb767619b70c2128c53335a4e380a1796c742f1f028b77b806b2,12/09/2024
52116-04,Investor,Yes,02f07912b05746e6dec53aebddd9fd9aeac4cc26c895f01892afe149971ca0ad,12/09/2024
52116-04,Company,No,c0cc03316f585c9a3b2bd631ca6d825577b782deca08d7edb142790c224a0b49,12/09/2024
52120-00,Investor,No,788fdbb69b79df4027aab4fd55c4032fae459ed193d5120b62d1f322e25849d1,12/09/2024
52120-00,Limited Partner,No,3595f1232080257fedb24814f60d78ae2922126ad3421c67f364032f6134142f,12/09/2024
52120-00,Service Provider,No,cf92fcc4aee012c3dad83d1601440b389c88a2b645ece852029e0fbb76ae4cb9,12/09/2024
52120-00,Company,Yes,182c68309659ca330ae3b6b8d225790cf9ac0422b1bc04516561a70d00e237da,12/09/2024
52124-86,Investor,Yes,96f89d04b1780faecc016bbda870b4d34817bf726a839a2f257c973de7d3b19f,12/09/2024
52141-24,Investor,Yes,0b08fe190a15cc9ddeebeda7694d80e7f518bd376020f8671aa67287c8c88c2d,12/09/2024
52146-46,Investor,Yes,0759ce9c2b82f8108118edf3cee23f8a236bd6afa7a24e8fb74406d946d10460,12/09/2024
52154-74,Investor,No,d7cb8a9de7b026dd5d12c7ad1885fc7436c0e7ebdc38cb7459d4cc5c5501ffec,12/09/2024
52154-74,Service Provider,Yes,cea4959bf20a871c66f0445ea42bec5a519c370d5633fd97ab9c8e2f91ba2a11,12/09/2024
52162-93,Investor,Yes,fc592aab7021d50b1e3b4679b196006fbb50d74e943f4b8f284ca105f8a6c9dc,12/09/2024
52166-62,Investor,Yes,4ac4f866ff4707e29c02ef8244ccb461368d94c90506373eb0b1de35ae1d81ca,12/09/2024
52166-62,Limited Partner,No,6d2d83661a692c65e07f5ffdf8ab9d2f812f462f1be07747ae68b2d55d2214a5,12/09/2024
52166-62,Service Provider,No,0a487e04a0b126056c4714da89a1eaf0aedf85a6cbd0ab8cd73d9e74fb38d682,12/09/2024
52166-62,Company,No,a403771af1a460b89d955b0ee60c064c1e050799df3887099ba48f59c93c6b12,12/09/2024
52202-35,Investor,Yes,204146b58785b8f1b907f6e1d4703a8d8d06c77722db7dedbb62f269d9d4c1ad,12/09/2024
52211-35,Investor,No,c0bb699a199c68ad0ceeacb8e5847ff4ab0a5cb2468519f281a80124cd6b3b13,12/09/2024
52211-35,Service Provider,Yes,880a37cd8eb4fee717c9daacc96dd1d8ee54954c9786c465c06830a52591e5c9,12/09/2024
52239-34,Investor,Yes,fd3b9c26f43f16598995e1096172b0d4c7808dd91aa155aec3fc7ec6851e35c7,12/09/2024
52259-95,Investor,Yes,77dd1e27fbc79d8d5eeea206e0165c133890748a24cfd98209ca451cea0b052c,12/09/2024
52265-98,Investor,Yes,c99908e1fbfdd2e3e47db31afac76f3f869c123c7da08712a8905105d17137b2,12/09/2024
52266-97,Investor,Yes,c37b163098854d4cd2a8bc0af925d25772f158720df19b913453d2e55fc906b0,12/09/2024
52266-97,Service Provider,No,93763b66c71812af76e10553a346df028aa1c3dcf28fa8e9a97010157a5de8fc,12/09/2024
52284-61,Investor,Yes,89b741de21a53e516bbcf30c06371264041dc7a851353dec569f6705c0e19b31,12/09/2024
52304-50,Investor,Yes,7c611ab0be73535f6315050f6afe5a6dfc5c4c70c894f47088aa7f27d83032e1,12/09/2024
52304-50,Limited Partner,No,11072d6d780abaad0308697ca3c9ad82c723a317b9cfa130a7e73be63d61e86d,12/09/2024
52332-76,Investor,Yes,56b5c18fe8a9f27a99a6f71b77ab5145183b649d269d0d224e3b0990d52ff5f9,12/09/2024
52332-76,Service Provider,No,2bcc9bd07cba52d05b695c9484e3b4f2327e99325d117886238e3132d963db57,12/09/2024
52341-31,Investor,Yes,17262f3f02725a078f730470988b8085fe5dd2ce96fe95230f5cbc18c200ae61,12/09/2024
52357-78,Investor,Yes,e7556993e68a4877b6b3c7bbaf61a7d830cb11257fbf1f5ecd8ea551d886aadb,12/09/2024
52357-78,Service Provider,No,2a3c9ca2096ced10d28407e9ab81bc58fbb8d3377fb94c4a7b7a0c6ca378f845,12/09/2024
52359-49,Investor,Yes,04d8f88403e5c729d81612e285e7e5b3912bac3ff0ee6d537683ac418880df64,12/09/2024
52359-49,Service Provider,No,494eb0117d4212265042205f1c3fe314a2298233dec14956ae7600aa33c81d59,12/09/2024
52370-29,Investor,Yes,46bf2fa32cd8d18bed5be8c68844c047536edb6c8f75fa5b72ae0c230351c556,12/09/2024
52370-29,Limited Partner,No,5fc1ea150c0ca6b2e4b42164137f2721b63dfb8eaa9075e8ac7977460f0cc116,12/09/2024
52371-91,Investor,Yes,97f33c1d2d7c6ddcd9c10fd73bbdb7c0db711b153efa79782c1ceb7eacdd3637,12/09/2024
52371-91,Limited Partner,No,f4c017152e8eb6147aac8915a30f2574f9b9bdeb5816d8747d69b9459a9c928b,12/09/2024
52371-91,Service Provider,No,4482e0a341239689eaea982e90090731eb6f708a5c2b72d442d78d204255f8f2,12/09/2024
52373-26,Investor,Yes,d9ef01b8715d1cd748df2ce86f4939b33fc9fe1c9923f1b2987583b5c18a072d,12/09/2024
52373-26,Limited Partner,No,f8a582efeaac8df25cfbf8f0cc30f50ef81f4a344f7e115918fc4ea888fb921f,12/09/2024
52485-94,Investor,No,f436483ee2ab886640ed61a64d37741ccee90ad3bc20cee8ea574061e7d2b602,12/09/2024
52485-94,Limited Partner,Yes,4a0552d334788e7c9d097f914e7df0cf630b7321da997ea7f6b0a7b74289e0f5,12/09/2024
52485-94,Service Provider,No,717d5101d598a19d16652acbb816d40bb1a4f5a2f25d7aa5daeb88d9043d6a19,12/09/2024
52498-72,Investor,Yes,711f6e7a45f347bc454eddf713806ebe09e56090253ed7b1c1703925955422f1,12/09/2024
52498-99,Investor,Yes,6abe8528b33902e60eab6d902301b654f7f5cd5f958b158642c91061958e9df2,12/09/2024
52506-01,Investor,Yes,cecde817db7a30032d6bb33b9bf09e52828e55d8614d8911e640f03b82f17704,12/09/2024
52506-01,Service Provider,No,cf34c1ed95a5d90d24320da0a2ac5ae5377e0ff7c5c8d3761f6024150657a70b,12/09/2024
52507-90,Investor,Yes,3b4e0e09f5ebb7450a5834f926b1f0e072f4c8196c82357ea4ef43c594906488,12/09/2024
52564-06,Investor,No,2414634a4f21c3e984149dcd225f4a8bf862bb6b4f06932606305b3c0d9ed2e7,12/09/2024
52564-06,Company,Yes,a9d520b7e0909343ad4440c8f0c72d3b6ea29d8ab46271f1aceb330f664ad0de,12/09/2024
52568-92,Investor,No,df21825f8b4e29d03e0fa69df2cdc2b052e16f6d9dd0714118124ab136c5762d,12/09/2024
52568-92,Limited Partner,No,535f4e0eb58526594110af7dc0f260aae5ab491ae0df65c66b0b8f994a37bfec,12/09/2024
52568-92,Service Provider,No,f8d06c1d4c8d5c7355655f67d1484c9a917f556d932f7ff87076ac8a50426a0b,12/09/2024
52568-92,Company,Yes,f187c4e28c04f38fecaea58ad757592e965038c393d0dbb2f3c10f4a62f04e38,12/09/2024
52582-06,Investor,Yes,df1ac0af499ef4e40aac9ff864d13253695b125d081d6a3480b33d8e25e6f848,12/09/2024
52589-44,Investor,Yes,718199df13b13b330965f23274188f154cf648feaaa83a0f96eeb74c1b6e3bd1,12/09/2024
52589-44,Limited Partner,No,5646c8b971c6d2f077fd6d2d2fedf031d87e67331e3c8d9c5073c65f511bfd1a,12/09/2024
52602-04,Investor,No,927ebf7e6c050eed3f593bbf3e5e2ccbc46e1a2dc007760b1042a0d7064f355f,12/09/2024
52602-04,Limited Partner,No,28fdd06598022d88d16f9e5cb2ecdf51dbc1a3c60d2d9cc7b8c28ffa97b31ed4,12/09/2024
52602-04,Service Provider,Yes,8b8ec19b82ef8ca6614eda5b9cae4df5b2be7e91c660ce8614989a73d693a6a5,12/09/2024
52602-04,Company,No,36593ab830f0a652fafd3ba63da2e926dcfb2d0ba4e679bae968726409c89423,12/09/2024
52606-54,Investor,No,0eb912a98a49f99dca5b8c8274b5ee70b6a6ee6c9b16d4030a4ea2a252152dd2,12/09/2024
52606-54,Company,Yes,4b216087fcfd5f2803d7a788cfbbe935aee66ea4c2dafacb3e7614ecd6fd548c,12/09/2024
52630-66,Investor,No,049f2fec66c0fdc14425093a7740a934b005dc80d407f012503f7fcd101e3915,12/09/2024
52630-66,Company,Yes,0d62d0f4425bdf6ddd3db7056a5e7e2728002eba821731663bc01c7e33d3eb41,12/09/2024
52632-37,Investor,No,5286b6acb3b56e86af28312c4a1fd2e60c9f5ff9add4cae0c983d9042e94bfd7,12/09/2024
52632-37,Company,Yes,1773650333d36dc5544ce3655eec35b65019c8823816b041158d8493126ba6d8,12/09/2024
52635-61,Investor,No,345d2c6f70a54eaf805d583c725ec5f3c9fe08eceabe254c41c7ee5e99b9482c,12/09/2024
52635-61,Company,Yes,f8e3570355cd8df9fabcce215c39eb65d310f64c4610a625d89499f4ff589a64,12/09/2024
52771-15,Investor,Yes,744beb315fa6fec6f0d6d3e4d958cfe8e2d1a7f2f5a0a0dc4ca9a364dd30079b,12/09/2024
52773-04,Investor,Yes,d8fdaf487c5468ed23e3d3b5090462b94e1031025f700a04092920209dfaf2aa,12/09/2024
52773-04,Limited Partner,No,e5abebfebe6f6adaedfc8c1433610f1d54e2bbbe88217d24b14e31f4c8c75624,12/09/2024
52791-85,Investor,Yes,8b26509981c4a184001075ecaa0c89d5a79c6ac524025b78e36de9e837c97681,12/09/2024
52800-67,Investor,Yes,198284083d18bff581dc916d61188d62e5bac2e696bebd5b146013e5517d953e,12/09/2024
52800-67,Limited Partner,No,f852730866a80d5252c748808d450f76c23fa481cf70b9816d4a6c861b2f97dc,12/09/2024
52800-67,Company,No,77446fc3019b33b61f074dc0c37ff1e70295749bb34429a4ddbc3860e24b80c8,12/09/2024
52812-64,Investor,No,3444fc21a5d306893b2d52f8e0876d50fb0d73bd4c3d19f047b3144cc0ee5609,12/09/2024
52812-64,Limited Partner,Yes,9191f77725d7f51f601addcf595552911c74ee57647fb6c1315132371e085e46,12/09/2024
52812-64,Service Provider,No,e8a12c706b7990e0f4c00e2b147720b71ff6fa41496fd6102f074aabfa4b1cdc,12/09/2024
52815-70,Investor,Yes,e4485bdfe9ff7eb16bbdd8bed6c315201d9973b70e7e9c69f89d0c988c55cc2a,12/09/2024
52827-67,Investor,Yes,9d2c639a7fe6c3fe52fce581f3530e68286b2c884b5f070be78b0270abefedd3,12/09/2024
52827-67,Limited Partner,No,95ea6c3f0689883bb80cca44546b4840bb49b48196b8b3c2f1cca568d798315a,12/09/2024
52858-63,Investor,Yes,7e29afd2c7cb0d8d529a13440782ce28748a4dbc9330d40e18199eccf2cff10d,12/09/2024
52858-63,Service Provider,No,bafde01ede5f1b667a085e86ae0c73b9fbb388bf41fed81eb7ab1f2090f9fce3,12/09/2024
52860-70,Investor,No,e13393226b132588602d2f75b77103c408b372d23e0b99a9bbfcd28a538d2779,12/09/2024
52860-70,Limited Partner,No,ff5e41723c08f9419ed6a148d418bf20ef2aabbce9e238fc4e86c626984a2edb,12/09/2024
52860-70,Company,Yes,b6097034209ad9fd123d0e51eb722f786f34937fecc66f1c0549705d64d98e7e,12/09/2024
52900-12,Investor,Yes,34d080e39af99c0b8e91ed27f7ae28289adaf08d7ddf1234da841ad5d3c00a85,12/09/2024
52900-12,Service Provider,No,297fd394dd8b1bb4f200781fc9ab76cdbf702b8815e53c6b8bd82b58f3f459c8,12/09/2024
52902-10,Investor,Yes,98bdd8b0742e0e1727a8449b5722f1a1d5864ca8e97b53740b3be597dec19613,12/09/2024
52916-50,Investor,Yes,6bdff593dc45ee3887c01c7083839cc4ee374133e95511d1a10852ad754a9fad,12/09/2024
52916-50,Limited Partner,No,5278755c46f62ad7b49709a5799f76ce415953e25a89b1c9e36756ca4d60fd5b,12/09/2024
52923-34,Investor,No,bd045e3e8bf38b456812ae6b1c74bdfb9311ba5950d1f7394a58d398eb7375e1,12/09/2024
52923-34,Service Provider,Yes,76a2bebcfb6bfe9e56273815ff70d876883a0693bb87d851f6264ef3bd78b186,12/09/2024
52923-34,Company,No,2909c4a2b7be3b28b679dcec703c29718119d10ff1aa81aeb561e619a4f038b8,12/09/2024
52973-20,Investor,Yes,252d3b16a520b3cb76ef24d451f94af8fe152def019f10f7a5dcc8bb6a7f91cc,12/09/2024
52973-20,Service Provider,No,b59e67123240157c36320942ca8a5794c8cdd42b57db28ff0823bc1377da8d8b,12/09/2024
52981-12,Investor,Yes,ef7fe8c52dbbdfe91d671606c463c4c9dae69705d3acecfc57f1f393b205c0b1,12/09/2024
52996-78,Investor,Yes,9e7b05a5e049a641db0e1644163bcefd0e9f42be1ae9551f279c1a60a51e29d1,12/09/2024
53004-43,Investor,Yes,b46afc9fd4797e5dd803e8996ac87165cc5bbe140eef4c80683d146d93d7809b,12/09/2024
53004-43,Service Provider,No,24cf53da4a839a09f10d61245bed1ae001d84b3a950c70942c7b7b120d19084a,12/09/2024
53004-70,Investor,No,78702c6619c092346e5f6ad2b7e67dd4d2b6c0a5f9f21a572b3fb53bab69643a,12/09/2024
53004-70,Service Provider,No,0fe5131e8233e7148df7264afdac968cf85144ee4d4f350d199c316ce98a3724,12/09/2024
53004-70,Company,Yes,6f64ebab3025fc405c3a6e437dedb620840cea1fa0c730ad7422ed305d649009,12/09/2024
53009-38,Investor,Yes,e5e6568cd23a8870c9e9d2fa11ba173e47892deecb93a5c40a290539e90fbfa9,12/09/2024
53009-38,Limited Partner,No,67b1194d88bd23f0ddbac1e5e3c70e77ce9f9c9a97b805643d718176da3faa26,12/09/2024
53009-38,Company,No,76683e732bf34e18029cd864dba7f1fce24d763f4bcee40c09f8fdc4a35a2ce2,12/09/2024
53147-89,Investor,No,b01940b9e739bd588d361bc3768380715939f6702c7a881e4055a8023d3c9828,12/09/2024
53147-89,Limited Partner,Yes,6525c35707da8aec12dd431653b98365a3169958ede1708e3ba73faff6b224a0,12/09/2024
53147-89,Company,No,e931d5ea20defa5c872f6882ede030355455adb1dc62987cf3af68d5be5db8df,12/09/2024
53191-81,Investor,No,f169ac94784168c4a234b1f6efef0c1c9637a6e5725e1c7dbfd1673d12d70b94,12/09/2024
53191-81,Limited Partner,Yes,5063bd1287b199f63abaf7fc69b6c8cd359d40dfbf38a918628cb0e0ea40a999,12/09/2024
53197-39,Investor,No,39e00abbea48a9df0f808408c0a938daac10ccbba86066b40e65b73e9efa46aa,12/09/2024
53197-39,Limited Partner,Yes,ebda483945b986197d62707e0e126e3ea5ae4c2e28b405945ac1944bd87bacc5,12/09/2024
53220-43,Investor,No,f51e1909b73cea33a77e22d75dba935a3c4301467fdaf826166a612ab6a9cb61,12/09/2024
53220-43,Limited Partner,Yes,254a9eae8c3291b9c7eb1160c2a6fa45aa18854a1c3bdc78e0f3b5bb5cb5ff18,12/09/2024
53227-36,Investor,Yes,fa17c66bddd876ba7742be011e8bbaa824f25a942c54dd3a9bada451910225cd,12/09/2024
53227-36,Limited Partner,No,347063e1455a7277ccfe770ad12dbfb038daedadd7e2c872757eb5561f3754f7,12/09/2024
53301-16,Investor,Yes,bb8e2757e3e976ca4176b92c74f216922dc2820eac86030c6e9fc1fcc485b522,12/09/2024
53316-37,Investor,Yes,81b0dad71e18a391ae601f234b7adcae9cbfae35575b529db4968fee65421715,12/09/2024
53324-02,Investor,Yes,f667a2ab7e5a3b45e6ebe842cf03c26600521a1004fb7962db05828325f08f56,12/09/2024
53333-02,Investor,Yes,2d56b68c1089b11ea481ea390d658cc1824e412617a3c3859dc4767c025b9c69,12/09/2024
53333-02,Limited Partner,No,03d836ee873e2258333bed3028d6af0ab8ca0604f97c7f10c420e41826813d79,12/09/2024
53336-53,Investor,Yes,b9c50ab656290dc17eeaf0fcdc929d5e32e353c2a0751cf81eddd210a6ba9a4e,12/09/2024
53345-35,Investor,Yes,dd563537ff7385ddf31891189a3478d7311aa9abb13e68edd613b17686289d7d,12/09/2024
53345-44,Investor,Yes,f3d454406e73afee7da835524f6c8d800379e4c06eec5c22509c3c46e3718ee3,12/09/2024
53369-02,Investor,Yes,cb66e9af10b2fa0a0470b9386aec1c2371b32a1e78dbf78c90cddd0c440366b3,12/09/2024
53381-53,Investor,No,ea6f7d8387aa02193507661504b5591de4ef427d45ce81d2883b5d78454d7952,12/09/2024
53381-53,Company,Yes,325df696797c32c9438e99f8bd53d67f45fe750c6bcacba1a6140293f4a0f6a4,12/09/2024
53381-71,Investor,Yes,13182fd755435c9b092f802746013eeadef0cb88fa8c48c21301e4274027f9a5,12/09/2024
