CompanyID,EmployeeCount,Date,RowID,LastUpdated
232094-53,11,09/24/2020,0b7ae3d4cc27b864c293b0f617f5b73c438a8bd895e8724177a618be7f76eaef,12/09/2024
232094-53,9,06/09/2021,266f9a3db61337a70b5a1acf6eb32b9e5a033ad44118b4286986d8ecefcba04c,12/09/2024
232094-53,10,01/07/2022,35664a032caf595d1f7eda00a5644768dad6162fb457458ee2d9d4875b3d859f,12/09/2024
232097-59,2,08/21/2018,80de6246b57d73978b775857762e30a150da64be46db5c655148ea5ffbc9e2e6,12/09/2024
232097-59,2,09/20/2018,3983e522dbee11c7c5f0d962aef167b5c5e2ce86924d4ca66e59543e53e03202,12/09/2024
232097-59,5,11/08/2018,20e1b24cc8fd8037b93228579728a45dd5f5b0925fe5ba0231833246bba2766b,12/09/2024
232097-59,5,10/02/2019,a245921f8c08e7c8ec68b5c57743a1be864def1b2ab90671a1ef61415f4d7f12,12/09/2024
232097-59,5,10/06/2020,4285f185c3ac90d469cfc7007f0b7c710314d92b585f6753ce4897bc299e1d0e,12/09/2024
232097-59,11,11/16/2020,3045dfea0f0cf3c24f0bdc8a1708aebd8dda38d760ab9e4ffdbbd60c26e31ba2,12/09/2024
232097-59,7,06/02/2021,c6b3e2725fdaae3bf788efc9ef9e7690f8202198b491010b8bb98656bee1e93b,12/09/2024
232097-59,12,12/22/2021,9663d56c844c64efca80bb246a3ec9cde808ec4dda6fcd15006dfa217dfcccd4,12/09/2024
232097-59,15,02/16/2022,34cab96149d5fcdaa6cb2de455323c2474478ad759ef34d1319149d724298b83,12/09/2024
232097-59,13,07/08/2022,c8dd65f5a7ba215d96189aff886226c48d1056f865118a68c25d69b8285970b1,12/09/2024
232097-59,7,07/20/2022,ccbb7df729966c0566a5ae463743568dac29d9e7d8331e6ba1c7cd51917d5815,12/09/2024
232097-59,7,10/31/2022,0409812c77bb1c9477fd1f4a064886fcb1dc323ac31fe1e715393cefb5455c36,12/09/2024
232097-59,8,04/27/2023,ed7574cbccc80debdf05faddb876f75bc0011c4b9ad0c234d31b59e8f9a92e6c,12/09/2024
232097-59,7,12/19/2023,6067315ead06b2ea495409504e136efa52a618a95d2e4dba54157637baae22fd,12/09/2024
232097-59,5,01/18/2024,306076ae49a5aa3e99abd35d51b794f364ede889c62fe5c4797b536e01ed4157,12/09/2024
232097-32,4,03/23/2021,26c9139d0928b1b0e4b7509751804d6a7ca99063c27ffb02e6f6e8d5963875de,12/09/2024
232097-32,4,10/14/2021,27af48507ee8cc85eeb57480b80d2de184cb999d258676263ee3528897b88187,12/09/2024
232097-32,3,04/26/2022,0abc773b9e1c91006b7308b62e0d6ed8243dcc88e1e46b52f65f09781346116f,12/09/2024
232097-32,4,05/30/2024,ebd1055f66b0976703bfe5fd6795c2acdfda03c6ef5bb7911079e80bab19864e,12/09/2024
225937-45,7,01/28/2021,6e0a989436464697a543e75d060ef9d6a7accd6c7072bfd580310e478d915f4a,12/09/2024
225937-45,5,09/12/2022,1800089ec56fbc182f5735786e05060e0697eb68678b99e892df370ef1d60fd4,12/09/2024
225937-45,5,04/06/2023,c4f90b86e33c06a7b96cfe3aeb053f83bf105b29859c96b851fded418bae5505,12/09/2024
229344-40,30,06/05/2018,9976b824f6942e279726f39747fda180cd95f5af6773cd36656f38908d5c18b1,12/09/2024
229344-40,30,06/07/2018,5c0809dea89fbea12bac529502fb815642f003a0594218d548e385ba6161fb50,12/09/2024
229460-86,11,10/20/2022,4ed5cb4d0e12389e03729f57ab5fbaba115b3163f3273489395a14baa0d84b1b,12/09/2024
229462-75,60,01/01/2018,89600bbb22dfc8d6dea277146dd9c65057e8b1c76a7e3af604069eb4027f9a4f,12/09/2024
229462-75,200,06/04/2018,72f04c667cad0463807461bf24708d7c16c14a2e200fc9656ad5856b818ea6f4,12/09/2024
229462-75,335,08/19/2022,8ca6b9a95fc575cb8e5e1ef34d5934364e08fcb5fa890bf4bbde289bee7c3be6,12/09/2024
229462-75,363,05/30/2023,2321395d2d54a888a249172d2b5272c0e6f45e8782420ccc948647d7f56a46bb,12/09/2024
229462-75,358,02/05/2024,0f5747154e1bf341f8ec05aaed2f62e5b1be64e6a92ff5fcc2fba1940fe7f0ef,12/09/2024
229462-75,349,05/22/2024,5b7c964cff0604782ff71cf0b4e41efb00e14232af270f706ec4fb0f12a583f5,12/09/2024
226221-85,19,11/09/2021,e8eede01034c2d5194a9f13cca2d020a572fb0942e274c70de79d786a83c7e6a,12/09/2024
226226-80,7,11/03/2022,05ef112c71bfef4743903d0ca6d5651e7204b384787dd3666b197963a3951124,12/09/2024
226226-80,6,11/23/2023,b7af7e1339b49343bfad34ceecb4d1b601c5675e0d14c6e72f1ccbf3bcd654d3,12/09/2024
226226-80,7,10/17/2024,db9049f09bf0a05a3f20f29e7184af76125e1033ea1f8f14f797f81d74b1d954,12/09/2024
234024-76,8,05/08/2018,ebea7b5248205f1f83edc456ecbea21bfe781238f867b44670c58ad4c2468c78,12/09/2024
234024-76,8,06/21/2019,1d4e4c6777db684593140a0b89139d3009e730d253158ba6cc722ddd296f5681,12/09/2024
234024-76,6,06/30/2021,64e6bc4ac0ed40c63c56ef878ddbb5e68b487ea466ca97f5be0266343d07168d,12/09/2024
234024-76,10,12/31/2021,30fa52bb21fb61c0104eb2fb3d05bfd1cc669c60e8ff816c7f740b62adc7ce4e,12/09/2024
234024-76,15,06/30/2022,d386529355d2d270adffcefdd6cfaa624c9a2fc1493f68d0d83f41bb61efb47f,12/09/2024
234024-76,25,11/01/2022,49ea1418b1e45a20385b3dbf439d9e55824fcbf0d4d5bcbbd89f21939552a8c5,12/09/2024
234024-76,22,12/31/2022,0bc8ebf4786fd3486b4fe82aeed7f25ea191e8462b64bfa229eb37af12bb2433,12/09/2024
234024-76,27,01/01/2023,1758ee4e22713b41e774afd25454d7067fd6db177af0e850dba4a816789fa5c5,12/09/2024
234024-76,30,01/14/2023,545ec807c74c512b994eda44c0e90dbdd9c43c3dc6027ade067c4aeacd892f6f,12/09/2024
234024-76,35,06/30/2023,148042740b6279fc02c0af51786ddfc1bd55e582f1b604fd3ae5aee0c34710df,12/09/2024
234024-76,34,08/29/2023,da61567c5e00a95525534345d21abf2a6111c5c477229764c19f73d597b60aea,12/09/2024
234024-76,48,12/31/2023,42375ed67c069b70e66216283cf3334f6d45bf0747ed53d49478e4bd66eb1739,12/09/2024
234024-76,45,03/13/2024,56e0b40e7e605a668f4dc55ab2e1e3b9074a6162232cbc48143c74a8eabfe8e0,12/09/2024
234024-76,52,03/29/2024,bc346b95588db208310c9f98798610007ffcf252b030ed6e3ac53ae154e129e5,12/09/2024
234024-76,60,08/06/2024,6d90a704960e59618a5edf0c155cce2f6908e626ec7e9e7a46727dec8b7166f2,12/09/2024
226277-92,165,01/06/2021,1812e2806e46c6abe7d394ee16b0bc82107aad1674fa2eddaa4dff596dc2590e,12/09/2024
226277-92,218,05/06/2021,1aeba725a9d1bdad034d40959590c00a6b5cd7f71fe17c1a9b227f8fbf37f6e1,12/09/2024
226277-92,278,12/27/2021,36accc21f572137fc27e4e6843d2e6495400b1298ec38340fb11276e70e2e0ed,12/09/2024
226277-92,339,07/19/2022,5cd06faeb4c3c72802dcb393e66655259bd6926f8c3c7399f5508d340d325f6f,12/09/2024
226277-92,394,03/13/2023,e429ee12fe06f2f529756346d82505d2c4bdc3f8a2a1550dc56a4df0d56f8bd0,12/09/2024
226277-92,382,04/17/2023,0d378a68516b1dd0d6057ac4de430211885e4fa6610506a0ac1309f9f1f5ab6b,12/09/2024
226277-92,400,10/24/2023,c2006b242b229c84b67dd1992c4decc9c7d8bff3feb2dedd2f5423c68a71786e,12/09/2024
226277-92,423,01/22/2024,1671b155c29fd077b44ef525034af06505cbd8b89f3ee3bc29831a030d544959,12/09/2024
226277-92,440,02/23/2024,b96bde3037e977f0223b893f353dcb88b46736d741a6065b39717002dfeed357,12/09/2024
226277-92,460,03/12/2024,788bd88cf700d7e36c0dfe4b3f71f51f783df46494105b8e18f07ddd2201631c,12/09/2024
231541-75,13,12/11/2020,d67b4f6a8d176fea1c2b546a835e517f84ba060e3ffe88de50475911ce2e42e8,12/09/2024
231541-75,13,07/23/2021,1b05bcd538f84521d908631fa716c45244b62c4219dc3cf8ee6817a4cdea086c,12/09/2024
231541-75,15,02/15/2022,b5feb90f966c09a0fec275c4a599868bfc12b9c69f306102fe4f40aea5f90801,12/09/2024
223769-08,3,03/09/2016,8ff88165fe718d8b4c565d84e10b769bb0078fe113a7c686194f3c1edf858d20,12/09/2024
223769-08,3,05/19/2016,6b7ac0f44a1907456f44f8bb0194fde106bae246cd5061aec1f4d85acca3b2a1,12/09/2024
223769-08,6,10/31/2016,515a3d6be12add1e2fc037a5f9ed691df29d5f14d85d05031908b232dd37c375,12/09/2024
223769-08,8,03/28/2017,10a31c7dede0612f4dcf417c7fa4466afe6a81be5ef3358de09c418058c73fdf,12/09/2024
223769-08,11,02/20/2018,33b9ea0ac8c1b237a6910a58302827a057399dbe18c0a1e8164ff47269bfbe63,12/09/2024
223769-08,12,03/27/2018,c9a2511445657aa6848a65aa3b99c9b9532f7d3caedd8ae5b6f7d27dbfe9b00a,12/09/2024
234022-87,10,11/05/2020,587bfb4d19e13cc643b6640a170a67074957a17500e7e7768504471ed72d6c40,12/09/2024
234022-87,14,06/16/2021,1b8362da26961c49a00742e0c03791a2d938e97bf0a3df958a92a5074458c84d,12/09/2024
234022-87,16,01/07/2022,9e147da746d501ab424b5ad1f38b30e01307be4ade34d2588c2bd4c7923cda36,12/09/2024
234022-87,19,07/15/2022,07425ce3f2d36ab2d575571061ce04da39c5a5d9f3e622ef1d3bbc07ea74ccb1,12/09/2024
234022-87,18,03/17/2023,63276777c2115bd8a9aae8b67d9c9bae89bb7b1693d458c833d30aca663a3947,12/09/2024
234022-87,19,09/29/2023,3fa2d5f38600b42b18a52ed05337f52fe1a0cb74b72aab9e9e67d0cdb7e804a8,12/09/2024
234022-87,15,10/08/2024,4647cf2df307f174ac219c8c28a353bdc2050300028199a73f70f0546417e91b,12/09/2024
234025-21,11,11/24/2022,50adf10bc09dc4db3f7298dc159e1a25f99d2a1dca4c877e25d38aa47a59d596,12/09/2024
234025-21,13,11/21/2023,f57e092f02ec2a24393da8ab97ac421c3c4ea8c5a370c8c60c80e4446f79e0c6,12/09/2024
228489-94,58,11/06/2020,9b86e1c221a17390c91b79e2da606e8d75582edf6cbd139c0ee9f6fdac326096,12/09/2024
228489-94,62,06/16/2021,af0d5914d261a17bc3f411d7eff471e39375dd37eee5771c43ba5d896bdda226,12/09/2024
228489-94,68,01/07/2022,684bfd11ae7323ab9830a4ace71ef1f5724cdc4084a8975f2318d32e417c0265,12/09/2024
228489-94,79,05/24/2022,0ef343719a272c4da820b3254dadc4ed791728d84a4043aec77feff20d6019a1,12/09/2024
228489-94,99,01/16/2023,7cd7175717b0096c33b13346eec323c3d9157791553e00b48f6c39a339f1d2b2,12/09/2024
228489-94,134,05/13/2024,9ed3274f72c9dd936f78e03b5ba0a81a44668e9cc3cc3e0b39330ece359c82bd,12/09/2024
229128-31,5,02/11/2021,6a428edd179bdee2f8f1170015bd4a98a9801831fa4618504fe91c63cd89ddac,12/09/2024
232180-12,243,09/01/2020,3ef2d1e16f2ee8f972cda98c8ca300ea732fb19eea404300c7db851e14c447b0,12/09/2024
225846-82,5,10/27/2022,634ba368ec752a98eb5848b9611b056ebea7a20f7af115087615767669526643,12/09/2024
225846-82,5,11/01/2023,5f4b0f8ff584401cce85ca0fa5a68ccc745374081b5181b8bd5fed48d39190f6,12/09/2024
232190-74,14,03/23/2021,83bf9b4b1de822ef5d09d6082b0c16e0d47ea47957549fcd9e1ee594d270c6ec,12/09/2024
232190-74,15,05/19/2021,2edf2e520643584d75a1fde7f0e5b4ba78109fc3105a7081a390858dbc1ff331,12/09/2024
232190-74,20,11/23/2021,7718c0ab50a8403e65c3224f01b2c8fbe7a8edf88c44b0cf6bfe5a7b644a5c10,12/09/2024
234075-79,2,04/30/2022,1d1d1fcd76d80a7c98d26396add3acdb9f844156e2da4d06fd4911631c50b776,12/09/2024
229522-42,53,12/28/2020,90b8e1e697beda0ea16308492c561b7b4b2ad0cd04c5e0c4da8690fd6898e6ca,12/09/2024
229522-42,46,08/16/2021,313040e47c9ac3af4d9b3d5d931b6d5b9e60044309d1386fa944ce65af15b717,12/09/2024
229522-42,4,03/22/2022,e2f5b31cf62c8470560d23606f940454e231eb08bd50b6567976adfff8a6f3b5,12/09/2024
229522-42,55,10/19/2022,b6605c51420e872dac2b75308f0ea882938ed0dc4a22d17f61e2b881048340ae,12/09/2024
229522-42,52,05/24/2023,387d253262726debfed9600dfdf1c8b10e44aed4462642bd2f6f7c2817e5c433,12/09/2024
229522-42,58,01/23/2024,ab573672ba5d39c294f9bbd65f689f3eafdd02b80873005dd4a0b3e8c2308c18,12/09/2024
232189-93,10,12/21/2020,128d71980372e79097c8931d052e7f5b2a195d103dc36ec67b741a8f3b8257ee,12/09/2024
232189-93,13,03/08/2021,f5e8a81bc7e89f0c0667ba81e8f68d783a4a3f506fc2d5a014416068958b7edd,12/09/2024
232189-93,31,03/22/2022,83e879c07339ddabbebab83c328e46380b03447195182a9c5472ac86aa0f4131,12/09/2024
232189-93,28,10/21/2022,0b1956c7938d8bd26e82158e46ad91b57929bb78caaa836c86135a4176c64365,12/09/2024
232189-93,33,05/10/2023,3fecb6c0094989a5feb9c140c7514fb266e0b5468d75166e7413f1a4f9f840cb,12/09/2024
232189-93,31,10/30/2023,40ae4f7cbf40ab2a70de35f2bf612b20c53037eaf69be7ec0da30f405f49a12a,12/09/2024
232208-29,3,12/22/2022,75ac0eb233b78810aa8ada77845fc8c9b7c5c8d7d3d9c6bfbe6a03af442497f0,12/09/2024
232058-98,7,11/23/2020,b8a04a024291b84d25f85d1d40e4d8f7d1b5b7ef715bb71ddf9607f890a1b8f4,12/09/2024
232058-98,8,06/28/2021,52d41d787ca918e762e9f9f40e7a3b0b3afe8b5665dcdc851cfd88e1a72bff8b,12/09/2024
232058-98,7,01/20/2022,851decc4179b430c96240a9376cbb204eb3f348a16a182b08a95f6aaa70685fb,12/09/2024
233906-05,24,07/03/2019,3a578d19b1da4675c386b99129c0a95e754bac7503d29a1c850325d5e87ae9ff,12/09/2024
233906-05,40,03/09/2021,76f3e72f842d61c447e5ba41967c4d4397b6615e038faffb2abd2c63e9e11ff3,12/09/2024
233906-05,46,04/20/2021,7de79bc0f8c5d665629097fc20078671e10413740469e1f1cba3b1adf4475cfb,12/09/2024
233906-05,51,11/15/2021,dd5e67125e3d218e443aa40567e55d45a3d6c115f17f1b5fa6f69b2475de2bd6,12/09/2024
233906-05,52,05/25/2022,ce754286e3e247d868b082689f116b23fb77ba83cbfe3b9ebf7a076889dbdec6,12/09/2024
233906-05,73,06/26/2023,ed4205aaf04e70cdc2b1b9971c925dc6ff80d76b852949ad4fd0258424d99b8d,12/09/2024
229181-05,4,05/04/2021,e862a2f3ad74e008d86b88bb094d53eef0f994f1c506a393e36b2cd0d1959758,12/09/2024
229181-05,3,11/12/2021,328ae6fd74d39372dfa9036f95020d58750280be120651a8bdaa3f19fad45778,12/09/2024
229181-05,2,05/16/2022,2ebb0cf1b9b27c13609a9a090054fb49c4602232f9ed09958961fe26b10d5cf6,12/09/2024
229181-05,4,01/11/2023,1124de86d5c151759e95a70355432f5123737add1f4fc7823dd0f7393ebccfc5,12/09/2024
229181-05,10,07/31/2023,d6875b803cadf052dd6fa192c91b91d2c4dbb30f26a58bae412eb5d1646faca9,12/09/2024
234024-22,21,06/11/2021,3e5eedea8202fc36e36dbe9860a9d0279ebecc3c73471ea7e17b989b5e73acf6,12/09/2024
234024-22,24,01/30/2022,9c7123c04b28a8b9026b60e76c64fe179039c63050800dffb7bf153d4ba93832,12/09/2024
234024-22,21,11/16/2022,79d72e128c18c9f76059c35f708e010b4fd13af6f38a1706cbb34dad7c5e67d2,12/09/2024
234024-22,24,09/18/2023,130afec992c1fb1c4e6ec2af5af4654e969a93a850acb4789eba66cd53e6c3c7,12/09/2024
234024-22,29,11/07/2024,1d0f3f1716cd8fa4971a77e6e52cf7e6e7ae06e157659f1f26051c58cc70efe6,12/09/2024
234117-91,10,10/28/2018,42953fd4760b180b157efc694f73d87c871bf00ee9882f3256b9585a8ce1743f,12/09/2024
234117-91,40,10/17/2019,b504a88d53d667417cfc9a645296bb420a5b07e3bea4d2b270fbcb35ff179c78,12/09/2024
234117-91,40,10/18/2019,c5e3203f4d21fccd6f628807ad7b7083bec592d793258b33e21611040c15ed3d,12/09/2024
234117-91,40,06/22/2020,5ac1a2906741b1f9266f3276eaac147aa14fe20b9ab2a9ee90dfddf5d8c8769b,12/09/2024
234117-91,118,02/10/2021,3250cf2286d7cc7a805dc657f2ca911f0ddba6bad367954b06d50bdf87fa8eab,12/09/2024
234117-91,166,07/14/2021,1932c3c9deef33419a0d14cb51410ce8dafd0f4712d891616687aa72ee4623ef,12/09/2024
234117-91,471,04/10/2022,a4ad4b10955eb4c404e2c93b60b1733c7ca14010b39a5cbabebdcc8fd74e02c0,12/09/2024
234117-91,481,04/20/2022,b6f0d47efc1c9be4ea1e2cfae7b59853cc891f2664211c5efd3e05ba38cfa657,12/09/2024
234117-91,668,01/03/2023,2ff03423e71a344bceea698becb8267ed748108bdc1fad1a64d522829ad8a3e0,12/09/2024
234117-91,808,06/06/2023,e57f09c7c1d3349918dcf73adce8251993b27644162580e51627b07e3092d76d,12/09/2024
234117-91,869,11/30/2023,c8a01f4820959a7d0ba0d50a516ce388985c7be9fa03e76b020c32e5d5d39db5,12/09/2024
231670-09,27,01/04/2022,ad12497250aee8bbbc71ba8b50f2faba92c1395c374da734f06d22335e9ecc2b,12/09/2024
231670-09,38,01/04/2023,f29ec048e763f69244553d09ac5ca8aecbc2d0f30ca2c0758941bfb32a3d095b,12/09/2024
231714-10,18,10/28/2018,783008e6afb01a552b2d8eee6898424e1b67eeb81e4d0dc69cc5463ade3708f1,12/09/2024
231714-10,1494,07/21/2021,54898319d0422172cb6572a4f51ab3b30e3954c96ee422f01af45d2051ead02f,12/09/2024
231714-10,1831,02/14/2022,c4c185522248166b3aade67945e2e55a6a9027d2fef382538099a56942a6f351,12/09/2024
232058-71,5,08/03/2022,f3bebad1b3ea48b0979f3b8bb3c42f32af94b3fddfe859dd5afef7b81d85a416,12/09/2024
226120-06,85,12/31/2016,3ec34cbe5ad324c0a2c492225ae9e47fba07fe7087bfbfad93dfdcc2fd912ad5,12/09/2024
226120-06,110,06/30/2017,3890548579d3f948243d396d697e02fac830950b583a4a0e9a6eaaf7731be75e,12/09/2024
226120-06,160,12/31/2017,3443e7a6c492a443608a55370c2a2eff002fc39873e1844d6566c00c552f1475,12/09/2024
226120-06,200,01/30/2018,b8697a430b0dae038257365b696dff2d66d87f81ef4dfe520df20a4b3d6b002d,12/09/2024
226120-06,200,02/20/2018,466a2ba337c682868b180a5f03daaa9440a23c9d35444d9ecc10f0dc84ef6d9a,12/09/2024
226120-06,170,03/21/2018,c744ce9053bd8a0bf900bb245729ef44f233371a6753fe6bf7bdad6b42ac3f94,12/09/2024
226120-06,160,06/30/2018,6fe7df4eeb2b64259268687c64d2819b7bbd2bba685af64bdf0b1b75d8478788,12/09/2024
226120-06,210,12/31/2018,d63d59afbd71cf32dd890668fbfa2449d3ad5419e9671a7aa219cb9129e5e133,12/09/2024
226120-06,220,04/15/2019,c75ab9040a664d846881388dbd0cb1d325a6fbcf158fe9c8e4035a9a8b795636,12/09/2024
226120-06,250,08/27/2020,62f9a963efa82b03bb910d8ffb0b112001d07654b8e2012139aedfafccfc3799,12/09/2024
226120-06,314,03/23/2021,2a6074e9bb0d4b0c36dfaec505fc1ce281a1bd98ed7eb9cc5d93c3a005654f38,12/09/2024
226120-06,264,03/09/2023,ec829d600d0331b5501177a0a755917a559b53c547c5e45f05bb3535ff02d85a,12/09/2024
226120-06,262,10/31/2023,76bccfcdb8991fc63d797d14e86635c1b979a416c2fe03d1ec0a848f8309c6aa,12/09/2024
226120-06,285,08/19/2024,b1261bb96afe92a1778f77041fe6a8d356d88c06be89c22e054f00cdfcc39f27,12/09/2024
232179-04,50,01/01/2020,d8f38779e54fede1af42c6ccef87f4e9aa7d94ea1f268678ec990d4ce95d2d95,12/09/2024
232179-04,12,10/26/2020,e5b0e56f6bf23d199d29eca619a5ed405cdedc1f5c86ced56d6bd93930200864,12/09/2024
232179-04,50,03/04/2021,0d6dec022bd974ecbf13b800d7579db58a77b87954aedf9aaab9d2b53f35e24d,12/09/2024
232179-04,100,09/24/2021,4ff7359e27a953fd3fe8a373ce453cc440cf4c8ad1031376f00cf3ad2339daac,12/09/2024
232179-04,135,04/19/2022,711befe33a4f007b52d4566e88fb8165f739feb921e38157defb2e1efdd86324,12/09/2024
232179-04,180,03/27/2023,b988acf2090186067a79bbe7d4073bed5213620e970e85a35fa15b624ab1f013,12/09/2024
232179-04,184,05/11/2023,681d29f517d5f87616e453794bde796716a8562bac9c50708ef605bbd47e006a,12/09/2024
232179-04,191,06/30/2023,0d5dadb994c240fd95e869c157d32414120934edf74fafe0561340f0843320da,12/09/2024
232179-04,151,03/06/2024,c428aca0d2b13274d4013ced524419af745a766018b8087f49516d60be7343a8,12/09/2024
231746-86,54,10/10/2020,d8c189dc899e1b3f3dd6bf3f1b29c3815cc6860f7653d3521870ff3d4d9c83eb,12/09/2024
231746-86,59,05/09/2021,ffb52cad115647c98999c3ecd9e84a442d8a7c382bce0322f89e2c3b5b473c3e,12/09/2024
231746-86,65,11/18/2021,58710cb7ef7a68183b04463d6ef78e5e7ea71807150c56c40f27ff7a7cf0025b,12/09/2024
231746-86,72,05/20/2022,7c05aae4869c1353f8e30df9d5bb4eff710fe9e98a4723c9bb9ce90116b7b770,12/09/2024
231720-13,16,09/23/2020,1d6c44dbfdc738767906500d5fa59a50864f7e4ec2e3afe366cd79147ccf4621,12/09/2024
231720-13,14,06/01/2021,4d61ffda5c68951c2de190474662ce8c6765ea9a45830419d98c3867b859595f,12/09/2024
231720-13,17,12/23/2021,2713db946672bec0ac8e003f34fa7023f58eb64271976b25a36238a151853ddf,12/09/2024
231720-13,10,01/01/2022,9023c1e6c3b2818077689c51bab10d27f97e5e0cd5c59db6818d7fe5ac0658af,12/09/2024
231720-13,35,01/18/2022,da72c7dab0c92a2c66083e6f9c4b82a7eb08b1297aa64344fa89f3e2037df855,12/09/2024
231720-13,22,07/08/2022,c913f7404b7206d76814b07e15f652e491b18abcdd48cb11a3f790ebcf68b6c1,12/09/2024
231720-13,22,04/27/2023,420fabff7f0cb6e681bd6b70c8984209e5605c98732b146c939980d9fd5efcb9,12/09/2024
228514-87,13,09/03/2020,7b8f6c1d40acc16a8edf179beeb4fe19f86982569b5062fc79c12fb89f77e45a,12/09/2024
228514-87,12,03/24/2021,c8a0cd4e3aa5eb07ab8a7e47e06c28aaf6f7ebaa5c9cb3f0636b0487280f2710,12/09/2024
228514-87,14,10/06/2021,f24625911c99a4a1f32e8e8f90f3a4320805d35435a21a8e3530b6beccdf4c4a,12/09/2024
228514-87,17,04/12/2022,7d9b6a75ff7ffab78e9545316151cd93a6320cc525061613d8c5a71325ed37ca,12/09/2024
231609-43,52,02/03/2021,a2862a554293b03523a9b579c118ec2390b59c1b2f163520a3622cfb1058c762,12/09/2024
231609-43,73,09/02/2021,fa0d2035fdc78275e0d09d5f5a80aaf7a8c7937c23d3233d639d116f31d272fd,12/09/2024
231609-43,96,10/25/2021,023a3f4d6d9978d154b131b5f60fcb96e18e0e1cdeddeb25f2f85e5d18f9fcbc,12/09/2024
231609-43,120,03/05/2022,d047076f465c7f2d90ae56358044a015ae68ca74c94abb208e0ca8b4586d95ad,12/09/2024
231609-43,137,07/04/2022,50a4e5e228c3ebe2f2ea03ece2a0e426cf572024a85fa58542dc4a347655cd70,12/09/2024
231609-43,136,06/23/2023,28504c59abe7bd244c41549ae8dd02d8945ecd32bb9e8d873eaa586c8e624a6f,12/09/2024
231609-43,149,09/16/2024,8285b5c47a5e44faf137cfa92bc788e306584794795d1f0f7143d03fec5248e1,12/09/2024
234077-05,19,11/08/2023,d96f03ee2164963acefd1801ec99c3be3e9107a62c86354dd75154e1093e0c87,12/09/2024
229652-29,6,10/12/2022,036feb735e89ed36845ed600a3fb616584a01eb6bbcd8cc4f732daae96470ecc,12/09/2024
229652-29,7,03/06/2023,ee25de476d61ad204f54fbea9f7dd92f2f625de55f9d9bdf3d0961b38cbf6087,12/09/2024
232096-78,3,12/07/2020,0d97608fb7451ec19a1db813bf9cecfaec331e40d6c5a8738e53741dca9b4df8,12/09/2024
232096-78,3,07/21/2021,9eb8cb0144260a909ae899a7cc2833174bedab5b3b86edb17a8bcdc16c1b0a32,12/09/2024
232096-78,3,02/11/2022,09236037b24640cc87439c9de93bd9db23bab1e4e09d6755175c48998177bd08,12/09/2024
232096-78,3,08/09/2022,f68c2c61d056c14d1211f812bae3dcaab49d9b22cd5df4b040c95ea6e6062aa4,12/09/2024
232155-37,12,06/15/2021,0aeaa6adc030520154349511974186e4ee0e5520035cc47c779e17f757271231,12/09/2024
232155-37,13,01/06/2022,c93bfd85f6eab699b095edfdb29ab0b110af6d79b36627efc623d3c3b6583738,12/09/2024
226241-74,5,10/13/2022,02bea5cb9ebf9733edaccdc771564e50c5342ebb8c45264a899581d6f4143a48,12/09/2024
229522-51,9,05/06/2016,e1148318792187751425c88566584fb17fb2f44facd0364b621aac976a623023,12/09/2024
229522-51,14,01/06/2021,0fea763d6f9a3da6fb82db4f2a2a64f6bbd17c147cbe6f7262ba4d0228fb6799,12/09/2024
229522-51,17,03/16/2021,4dabf1d84b0f27052bc3b5f0d807854160f759aa58ab67ad6691c4388ceb1ad7,12/09/2024
229522-51,24,10/12/2021,ffd143d31a7065814457753a9163285170b825f4a8ffce2e0c61effaa5fb67b6,12/09/2024
229522-51,33,05/06/2022,1e4c1d2e7b08adc3577590fcee10da98b04c3a0418633fa163590eb68a88d0bb,12/09/2024
229522-51,25,02/03/2023,a188a39ac679191d8868ae2710e8b695f3e523feeab07183d9d85a2b59f89882,12/09/2024
229522-51,24,03/08/2023,e31934d313b9d4eda7d26d43f78d8a2be0b19415a81362d3fcbb084fee8fec39,12/09/2024
229522-51,15,10/23/2023,43cd888061f376f0788b80504a28bee87e7c8d35f22cfce9172ebaddff14d2fb,12/09/2024
222793-48,11,03/15/2022,d04fe58f087043f9473a9116547d3818fd5a4713db01d3a2c8de5762db749ab8,12/09/2024
222793-48,13,06/04/2022,08d9181585f87b125d79c8b31db2a47a05b4f99ba2682621617f2fa416d27938,12/09/2024
222793-48,12,07/04/2022,eac0eb6ed8fd803987d4fae4d2b49c0389dd128ce63ddf3ffe8bfc90633bd0a9,12/09/2024
222793-48,13,08/03/2022,b30407c75b6ff0d6e9580d8cdedf0cb7c245aa83a144f85d1e944cefc408573c,12/09/2024
222793-48,13,09/05/2022,375cca8831e4be25a463979fc98bb444c02f93b584ea6a1869f6cc338ee4e121,12/09/2024
222793-48,14,01/10/2023,3c6efc0242e2d9c4c8c5d7d04dc13a170fb480dce741f79a3591a8807d36badc,12/09/2024
222793-48,15,02/13/2023,7f7980008789be9b0d2c7f7753f67de48b76b5103382c6853d3b9ed8573368b6,12/09/2024
222793-48,16,08/31/2023,df7195c158c4a65bb750d02e1c4b0e8e3fda5d11838993fac9497a2ba874235b,12/09/2024
232207-57,16,12/26/2022,ea0f39f2b78489a4c437c4b9a6aea11e3c6f7bf56b18dfa3fe9d77c7720da3e0,12/09/2024
232207-57,17,12/14/2023,abcf8e86c7c2e56169ffe94cf4cc45089792e22944f30461876c3e97e9b53e14,12/09/2024
