CompanyID,Vertical,RowID,LastUpdated
54988-03,TMT,ad1b209db8ab29cef5165ed40e80b23607ec85f9bd8e2d3563135e1e290f5098,12/09/2024
521695-00,Cryptocurrency/Blockchain,25473b9967d3e9cc3c51431e6a88726f555a2e5e9d71fd3228c83ac56c6213de,12/09/2024
483603-58,E-Commerce,944b44fd436fdbc19d324c005a68453bc5ae8685200b251b4f534145a2dbdf8a,12/09/2024
277244-83,Climate Tech,3217de1453b813c32270158dc3f73b0ce350e67f7070c01fee7d76cf50f803ea,12/09/2024
229128-31,TMT,23a54a85dda401f170e6d04394c603c3516e86bb84ee80e033f381d83b0fcc92,12/09/2024
229460-86,Industrials,9cf128841298b5e0587f92ff594dd600cc47bed4d377dafe3f610e8f354fb4a5,12/09/2024
593093-35,Oncology,8356453f8a2668a5dc34f33c10a99b34a537cecc0de03b56b4bba8807bcf3a8e,12/09/2024
110735-38,Mobile,97abcf6fd956b2538d8bf02c34fd6c58c69a2f8e2b7566665c2bb536d5b23c83,12/09/2024
519209-83,FinTech,c83297a18afcbce2fc969cc7aa22918c57bee36954f48c2f1219d8d7e88fdc99,12/09/2024
607057-21,HealthTech,758861ec287f442ca2dedc4a2ca24ebe86719ca5e025ecaa9ab30839b070170d,12/09/2024
230467-42,HealthTech,7e29c5cfe23f48e19f16851fddf437d55b673a0b3052dd0344bc8de04711d466,12/09/2024
571622-95,LOHAS & Wellness,6ec215ee33bdefb6171480f5fc1631a0498dfcb7b81a515a40e76af870481f92,12/09/2024
470469-70,FinTech,dd401a4a0927e81003c7bed69970e220d8d7c6513c6e5f9b37f8a3508fff224c,12/09/2024
469327-87,Artificial Intelligence & Machine Learning,458997bdc5772042278dbfa7a040722705266a0b682a762e94b73b8dce36dab6,12/09/2024
399523-78,AgTech,335dc0c782984647c562df64b202a494c0c05fac1960415acc6081d274cba1b4,12/09/2024
56068-39,Supply Chain Tech,5870cdfab300b7087abd32eb985a3e20a59994389e92ce4c99a08ad9f5162860,12/09/2024
494130-16,Restaurant Technology,d8c0064da12a3b67ba9bd19db5648e1e4833d9a0c676dc456a078ea92cff4d8c,12/09/2024
186702-94,Mobile,4906b0ca810df4d62207588951dd9d53aa8133cd0ab5a8e6ce1a116301642fd1,12/09/2024
599692-60,Artificial Intelligence & Machine Learning,53da53635bdf91b048d3511e84cd5d92ea8c35208a33d60c3ad2a2bacf1684c1,12/09/2024
521459-20,SaaS,f4f46273de1847e2701e6dc4a40bd3454aeb3542b419a88d36400994950423f5,12/09/2024
231322-24,SaaS,2bf5afe1de0156d6c1bdd7d3841bb62db1134b6631b98982fe178c9923e64e96,12/09/2024
535897-27,Legal Tech,0471cc3538d09c12b88f893350aa31a48edf877f9681c9bf665c805dfb0f868e,12/09/2024
538882-57,Life Sciences,b8da326e88d8936fbdeadb4b639909ec5c89db5c6393dd16c9301b6b259cd86c,12/09/2024
83339-74,TMT,028d9069901c3c665cf5c29f636adf49d7f34631be1a95f425d939c8aae2d8cc,12/09/2024
552696-31,Cryptocurrency/Blockchain,5a49f587595138989f49070ef6e0e648dfc8285ee1f338a12b53ffd3ebf81a8f,12/09/2024
153666-73,SaaS,4092b07101eaa4c85abec18a637d2b2ade153bf65d8fc63e9968046ef80c30e0,12/09/2024
537553-45,FinTech,4bacdd0ad810bd216b2ffbc6c2f105ce868952d92ac88901172edbb1d382ca26,12/09/2024
596695-60,FoodTech,a3a6f8ff0407f44dba3e63358432df4c8b16541059f9ac45efd8c4dff8327b28,12/09/2024
229128-31,FinTech,e08e0c2b6f40eaef63587270cb181d31832e1be8e075dd401193e03792dbcf06,12/09/2024
519363-73,Supply Chain Tech,c64e7de372c86dfa7773cac9acb7d224a7ae2c59e305e9bcdf088dbe91aba5b3,12/09/2024
439514-56,SaaS,8e318ceff17c3dd02cbf369b6f6a83eb0a4113380b42ebf575ed09d1d50313f1,12/09/2024
521184-34,HR Tech,40c22c8a8511a8263c339d3aa9e98d9fea10ef3bfc78b6e4e1cc1ef4a1e755c2,12/09/2024
231541-75,Cryptocurrency/Blockchain,79aba1c378709e242befad444284c9ec9a20e5b7ece010aaa8700cf8396c221e,12/09/2024
496199-62,SaaS,c08aa9833954a7bc7e99c76797ac67c9e9dbf043c8b149cc719e1c14986acba2,12/09/2024
173636-29,FinTech,96f18d80689ac9d341eef0eb63b46a32a94274f7863a139cbd8b967dedafa3fd,12/09/2024
167424-58,Life Sciences,dd0247dd8688048dd158de649b520c901095aca7a21b4ed33a29bd72f8a512e6,12/09/2024
565634-62,FinTech,f7486dc085c01772604299f8a9806f1926c471a76299fc24df6412a00f376cef,12/09/2024
483625-18,CleanTech,e61f0b39b02de6c24cc9bd688438680bffc72c2e876891452372dbe46c0f9cd5,12/09/2024
498083-14,InsurTech,72afc50d65856c096bfb1303c371d9e96ce9e9be20a9317a18f8af12618928d9,12/09/2024
84636-64,TMT,aa619245cca2385bc16460f328ef4f453bd5dd8268c07b3f78a99774478626ff,12/09/2024
89406-82,SaaS,0248fdd2bb57ba788c0a9d9651cf12e571f77223101284a9ac4d155fb18b0dab,12/09/2024
119047-78,TMT,3f4b8d771802d54597038c8204dbf988c041d76b30dee6d08071445e265e80f1,12/09/2024
483168-52,Cryptocurrency/Blockchain,733a6e611cccd29a47ce9e8c7b5bcd846b56a78e95efb62fad948781f56be737,12/09/2024
504203-95,Supply Chain Tech,5e6f0a3a13306e069b808a18bf5f970b237e2cbdfaf29cd8883a2974ff5c6abd,12/09/2024
462229-57,AgTech,99b255e42340e3270e36d5006ee39e3638e7090e81210f1abdd6cf870fd8fef5,12/09/2024
343595-89,SaaS,d0681c70c7dc55c34447a4936082b066cfa6457fe3a75a2b2f857f0509f0171a,12/09/2024
327483-10,SaaS,0d49cb5ede3f17d5fef1b6b0695428e15042d3218a884b0220d1b86569a1b967,12/09/2024
183584-98,TMT,c5deb395d3000f26fccd761af48cf0baf06be574f322df54341b64eec497688d,12/09/2024
641790-01,FinTech,fa3c478949d835ce62a9a118389bb66fee3ae12068606c6342f65c32af364f9d,12/09/2024
82501-30,E-Commerce,e3132aa241000ca77f235b36fce0da66c5da9115868e97f303d683b60af3728d,12/09/2024
57042-55,TMT,97e4d99f8a60d6e74309818254c7828a57a4afe8f8bdf712a7b1f15f9548140f,12/09/2024
494659-36,Mobile,88bb8554af6d3eb69be3dee9cda57d9baca6108f2814792cef0d2f5cb6fe2883,12/09/2024
92851-39,Big Data,3cc6e7033992735bce46ab9feff9dfbd79516d9efda256835e973723ccfd91de,12/09/2024
375606-28,FinTech,b8cb5015611ab89581e2b30915f7d29819f6150eb573e2b77c44f2ea10a04c4a,12/09/2024
100767-97,Marketing Tech,fc0b81993232582615429edd1d2f3a5178d36abedb30348a3616e520f86658a9,12/09/2024
493724-35,SaaS,50afdf93f2c857a3a4aba53aea12cf90f8d890e5ed7fd6ad4becf05bd74e96cf,12/09/2024
416497-87,SaaS,f8d12131b2f4d6a529936acfdcc8b21c1d1e90ace72eedf2c0158668d43b1a1a,12/09/2024
132879-25,SaaS,7ba89f6699d5d671768d3c1e9018c6af4aaa21b0b268abefe253c93d687e7e14,12/09/2024
491592-52,AgTech,aa059bf466d7cde66e1e77f29a9a048e75d641339827d84c939a165c6c9eaad6,12/09/2024
437763-79,SaaS,646711f5d719fcce8ae3a3af327e01ee5f6ba0ad35af7796a76592e67404ad02,12/09/2024
57019-33,HealthTech,9790e173010bc660e45ff29a77d3453942a99a930dee6801c051c8c4155a7889,12/09/2024
471579-04,Mobile Commerce,5f5cf279ca88deef9debf497c52f0aff5c62a339e751f6c685fb356575081148,12/09/2024
436891-78,SaaS,c302bb1d3e961a9d1909b8e488975f21a8f711d9e890f55623c1fdd957f1163c,12/09/2024
153666-73,HR Tech,421dcbbfec93ea3eb356db0cfcbed4dd7cb8ab9bb06ca0f3822cc1058ec489d1,12/09/2024
571494-79,CleanTech,f5bd473834044a29a3f0a4bb56ff9819b54e18d3ecea8da70a095302f4630e21,12/09/2024
104455-72,TMT,56230f08fd49212457f709e2623d5a35d36184e55464b40018d4e947bc70b486,12/09/2024
92443-42,FinTech,edfa6fe383742774acd468e1b233ebf88409d67f67794742cd59ff1e5857b362,12/09/2024
501571-36,FinTech,9cba01a51d8525fdf49780791cb2b748abccd9d85044de4756d56b55eacda130,12/09/2024
527817-07,Cybersecurity,81e9adf1dc06e84513b2652eda4c6399081fc629a254882f20c432a3136a5ba1,12/09/2024
232719-49,SaaS,91d638ea1eefbd8728470759b8428734a5542b888aee7b252900de68a1c4f49d,12/09/2024
62614-63,Mobility Tech,07dbecc8f40c879f270f039ae54844ac02ed2a9878ca4a174605f63b9e08badb,12/09/2024
452713-24,Mobile,93cec358049cde1f156d13ec0ad7b7faf87ebdc0a67338ba694619a4f94e21cc,12/09/2024
442366-57,Climate Tech,70e7b746f123a587db69f01c4eaff078cb73beeee8cea0d39fe87a91e3393b34,12/09/2024
496130-32,Mobility Tech,5e483b9af6c0e86d16c650b94cbe6fb6d52694d7f8b51c4edd93271e9b99e025,12/09/2024
564755-68,CleanTech,ae46c8d53fedcb8c9496ae176215e0b0f71969629f7a64b50e9da64d92f99a12,12/09/2024
167779-45,Cybersecurity,1d9092ab904a4516733bf3ccfebc218ea8bd514502e2daeae245d16bc9212d43,12/09/2024
520761-79,Artificial Intelligence & Machine Learning,09daaf1b8677379761b37c1275e9677cceb02e72a10ee8d41b23791b973cd155,12/09/2024
266458-15,SaaS,632809710093e30061d6e03bdcf20c7fc53ca3195477dd3ca9521a3e2d15384b,12/09/2024
491272-66,SaaS,3fc2843cb558d0f4b1ba87b3939d83c3dcf92258b30c7bd48cfadfee05d12c24,12/09/2024
55407-61,FoodTech,d49f31b48b368df193c0b6046412f47a8e2ca2059e11058a51db91475efd8943,12/09/2024
279523-45,SaaS,5aa9c3550b0bc677123db67662be02012024b81d8e0ab7343f0cbac1d924238d,12/09/2024
226175-86,Cryptocurrency/Blockchain,454036b6da5d04e5fcb5a246c776c110c5989671268c892b16efcfc6d7430efc,12/09/2024
597435-85,AgTech,c53d130929309af4a081183962126ad90b2302ce36f62139ea342d80f1b86343,12/09/2024
540825-76,Big Data,abe88c7297f8ddce5912c07403eb62827e8ec6193c5c42a4c2ad85599a310163,12/09/2024
94313-26,Manufacturing,637158ee0b900b0b329262ead0940fa427fadd638fa21bbc62045e4168300b98,12/09/2024
588836-17,Beauty,2456b75c149840267ee694939379bbc321206e920375c72f639a7345e74b2a20,12/09/2024
158838-49,E-Commerce,31f02d7196bb67a6670b79dd56607dccc102d93289f98821addaad132b8648b3,12/09/2024
541422-19,Artificial Intelligence & Machine Learning,09317f594b35682e0fea2689a3a6ae5ca53bac62b6923f4855c6337bb55d6858,12/09/2024
57018-70,EdTech,54398b1df3eaed11afbcbaaa95d4a86c2f2fe2eb1018854da801d3867947368c,12/09/2024
98528-50,Life Sciences,fd6c206901a3703c42821ceb94eee5713280d36783800d954fc0e7548d01138f,12/09/2024
519975-01,SaaS,35a7717e1451c233da0a6bfbc35b279979fc6ea514205ceab138a79b8ee41032,12/09/2024
63614-26,TMT,9f140ee8cf8e2b7565989f14a06c30d246a3cbd752017092b0536ea771d39c86,12/09/2024
484106-14,Esports,1615bf5af74e78a79e1e280bfc832cc9b2031b9cadba5a20532a642b36c5e6b4,12/09/2024
520551-73,Manufacturing,bdb00ab1929e2fb93bdddeaaf37a64373373a3d8d8b4201e2eeaf97a0b16204a,12/09/2024
232207-84,Mobile,eb17042af1444126bf035fd2563e1d9e8fbd283cf80b14d208c0420008cabc94,12/09/2024
471105-55,Cryptocurrency/Blockchain,9b363733519bdaa5032669de70c820e33e57bddc67b8f0aef8d4f99df77e8ef6,12/09/2024
264657-79,Mobile,f321e60bcfc0386a6f7d5fc543c164fa455a1af75883e19f6ab85a5e419d27ee,12/09/2024
268615-63,SaaS,ffa63b785d491ad4ef5b05465e4ec130794b4085bb2d8f5054562eb50354d1c1,12/09/2024
264285-19,EdTech,1458820d33f0ed19587401ea4f8f5bd620ff18476b43e238577712b0ec6ae158,12/09/2024
83042-83,SaaS,d99d787874c8fd63b609234e9bee00ef92ae95531f64233a9f897ad0730804f7,12/09/2024
528504-31,Cryptocurrency/Blockchain,c07a09088e7f4721fdabbf8f6d5780c83074803c34f3a168b681d2ce0497656e,12/09/2024
233230-15,FinTech,cef81f1221930448731638ce9d6912b659f4e07799af74017268b95e4d8858d8,12/09/2024
117882-37,TMT,5946f31a1f4480613f1b4b6d341a65b4fa0a4222f9d4fc171fb59acf89ff308e,12/09/2024
113871-79,Mobile,214ce18c4c3dd87fa4a6a1d85970efb7bf7129b67e80c663360caad6e455f489,12/09/2024
57023-92,TMT,d742555bb45ee19f3f97b9946e6d33d67f03a37e698ca63c4c3f1fb56eb26e47,12/09/2024
338621-77,Cybersecurity,7b3ab05c75d3fab8a07f6c6e84ef24ece67ccb33ed0c43833232b897bdce5585,12/09/2024
528126-49,Real Estate Technology,7d699a100c133e709de97e9133272b5e471de46a79ad4f04e6abd3ab0d82bcb1,12/09/2024
166847-41,TMT,6b199b5bdaff6979cd1d41db77aa5b2c1e22a43c167c00d9e29a52d8c3a0dfb6,12/09/2024
484216-93,FinTech,301e166e46e0755e071c6e7ad131a46127941947095ac967508236a9fc28d386,12/09/2024
327502-81,Mobile,469444d26dfb5efc8dd79e7e27b337bdd1e6f233d97ebaaa274d5df9f44bd2cd,12/09/2024
399187-99,EdTech,cd69bee5fafe2fcdcd83ea393d85770459a451b5bc77f561a449a6d2649f62b7,12/09/2024
494695-90,SaaS,35d4170fe4df2af29dc0e9d61a6f04632d57546fd54881e19c8f69170aa925af,12/09/2024
264803-95,E-Commerce,134693c08e64c26173065197770b71e8daf42898e0a87885dbf9be55a76d637b,12/09/2024
268145-38,CloudTech & DevOps,52b40dbf2a947894eb06f9196d9560bb280db7c5a83b1def3c6bc13cd063c213,12/09/2024
433740-07,FinTech,3b8228949d27d86276e442a0b79142ddb8c52d1be66d2412a84fea89ee78ab3b,12/09/2024
495741-52,Big Data,ff1f79cb46e57ade0177159de58132d073a9e0470ff96d1dcdd670e38dc7b807,12/09/2024
431290-09,FinTech,5f0a6d99b66ff611e384c91d5b5b6ca53cea601e5991388168ec03d59e83ef34,12/09/2024
516198-16,CleanTech,1c0d7ac008e4edb4a74d037af155b8c3d308565dd9f0476d525c606bb8848b4a,12/09/2024
230443-75,Marketing Tech,78055933a634adf1720c0b9ea8c4a784f0e89ee8559d7bf05fdc9ae53631516f,12/09/2024
571956-49,Mobile,2a113cf93d5c94bcd625c1d5377b438c40fe01b3081f30b7390204577288b269,12/09/2024
592333-21,CleanTech,baad3444563c7e0991a18b530d5a2c0001100d5a056cba23b22f21b19b5a3bda,12/09/2024
56310-40,Mobile,d93dedf02b81d8745d768504ec232679a80edbc468d5e1d64860e65eec4b3d2e,12/09/2024
184323-16,SaaS,a08bbbcb5b38193593fd08ebb57d03e9f28beaf56b3d33835136802893284bf5,12/09/2024
179658-28,Manufacturing,26b602f4ee6c902873e7da63e9fef6c41c1bd3584fc5c2840d9a63079e8f12f6,12/09/2024
436319-83,FinTech,b8a7e615b0fb1f8d6e183e822c9284698203e227b8cffcbaf3d2576f6b46f0ff,12/09/2024
481168-09,Restaurant Technology,0d4e5f3e3821c16450fc444c19f271ed26ef0d483cd1ab574baf03c875188207,12/09/2024
172205-29,HR Tech,88b6fa6913aa08f00b0da2e5b6a5b972bba2dbbfd3ed2b227cc761c0c791d9ba,12/09/2024
489771-55,SaaS,060946a99d01520d2cd60dcafc1b6bafe86d407d3bcad9887ecb449c38d79230,12/09/2024
180588-61,Digital Health,44df3d1ff3439610bd372ab81567f4aba1bad0ea29914b0b5a82fdccf47a7b62,12/09/2024
521993-53,Artificial Intelligence & Machine Learning,0a82f64d73810c3c765283510e324585f18fce9f420e95944868256d13216ada,12/09/2024
562461-40,Life Sciences,9aeea4c48e0d3703d7227e870844261a57af1da0fc1e6cc4d165da7208a00b78,12/09/2024
93765-43,TMT,0eb734e8b637828dbff28416bd77ed5ed8c0bb4aaf20407bf89b69d7b798a1e8,12/09/2024
521959-60,SaaS,c9d7afc4189c722154bbe50054bfac785adcdfddd6ac168dd879d42b73209971,12/09/2024
184193-83,Mobile,667f7004fef0594c4180b3653a9f5a1d136765876976bb4ec0ef091b285f97ff,12/09/2024
619396-93,B2B Payments,1756e3e63f9b87388fe0bf4e7fc827d5495da646ad8413dbc1355a9d9a9953a8,12/09/2024
521951-14,SaaS,85f5665f52fb63360749cc4e2518eba7727ebb9a0efddf14b342a7e69171779e,12/09/2024
186605-11,Real Estate Technology,971c161715124bcbd91c6d0908090f6e38a7a9e98ee65172c822924d34d9cb4a,12/09/2024
494496-73,FinTech,2afcfd7162e2067123e16df09779f6c01fb105115bf7619ee8e16fb1d5823a68,12/09/2024
162519-94,Manufacturing,baf96f82c30f275ab3ac85b980eec9d9c6f084f4af65c35cdbd8475d6c495682,12/09/2024
521024-50,SaaS,5c87cfa8de9eb076819f37219b9e32a3b93963124e12f3228d713d0091251ed8,12/09/2024
496754-83,AdTech,4c405e6283e13208fe951b2a5b8b4bf16c84f269ae9f2795406e15cc70aacb90,12/09/2024
484388-65,Cryptocurrency/Blockchain,6a69ef20bdebc3ebb2f68b71056b09926667543e59b13372ed38aa7ecfe2407c,12/09/2024
519712-03,FinTech,63d72118781ec4e76f0d19804f2e96a75528adcb373b564ab81891874a38bda0,12/09/2024
229038-94,SaaS,1ddabd96f2a9c04a74cd4a4fef7024ab4197ac1d37cfb9833607154faa19c6fd,12/09/2024
494659-36,SaaS,d2259e1ee0fb82ee740344d7e01eef7f9b72dea80cbff3f73cc238cbb57f8a27,12/09/2024
493433-38,Cryptocurrency/Blockchain,ad2519f2b5160218a9c024f1c68712b8760d813ba7949665da0eeaa856282a45,12/09/2024
55531-45,E-Commerce,5840707d025e3ff21e5b4966d2fbe1941b69f134c90fbff0f82aeedbf4d19b98,12/09/2024
501929-20,SaaS,583edcaf122ce76faee73f7e475dbd299fa786c873d58e713df21a6ebf7b40e6,12/09/2024
232570-72,Artificial Intelligence & Machine Learning,ad8d6af513206de61369b5843929c5d2b0444a5639ccda3956bf07e3f18e2e5e,12/09/2024
513225-46,SaaS,7374d08071cfa019ded894655e34a0cb8db90bf995252be024f8d0bfbee3b1e2,12/09/2024
458502-22,TMT,7a2a6afd7406526906da31ad7d2f201b4ec054d568b6a24790b764a23994e411,12/09/2024
608541-58,Mobility Tech,3ea3d98bdd89a86416bdffda58186fbfd14370a9ae4e9c7bc91eb49eee2d4807,12/09/2024
277682-50,FinTech,1a58d4021bc63fe65c129765aa2929f900fc5ad58ac64d5b8daebc3e2eac0252,12/09/2024
593297-11,Artificial Intelligence & Machine Learning,86809b256efb90015c722815a9a6fa76851600517eabb30bebd5d7a12245f523,12/09/2024
432980-83,Big Data,284708c2949ab399e69712976e1c2116a7fd1b8e58ffd306f54a86f394738142,12/09/2024
461923-93,SaaS,d58c88ec7be2bfee68e55d4eb019f5194462918f0174c99de15f7430d7218ffc,12/09/2024
571880-80,HealthTech,c1d102701146164ffdee4fa08d28e1d9abcbbea4719f9f52af0f8319fb39e9fe,12/09/2024
519689-80,SaaS,53710bf7d71c33a05ea6238275ab6609ab96c6022062e2bd9420ac15dd5b0550,12/09/2024
117812-35,Advanced Manufacturing,24af09a0f428022368241eea06676ce4f31312a8755ee5e72260e450ea209182,12/09/2024
94525-48,Mobile,9ac866e493a9fb821584af54eabf06d961bc40c67bbb224b7a4cb5398b4034b0,12/09/2024
180240-85,Mobility Tech,4c4ba8242b6f6841a4d322ae9e04cc0b4e4f580a94e7ca36981b8982d185e5fe,12/09/2024
307512-64,Artificial Intelligence & Machine Learning,7ee5744889c8b6199740fa038e41ab3b770331f059910a824bffb2b1f8989bd5,12/09/2024
535790-80,AdTech,48a18d7648c7b967f4919e49c56b282b5cec9c101c3942053fa0b75efd81226a,12/09/2024
495028-27,SaaS,54a1ffd27b4708f350140a4d517815fa7e7df3f0ecf5524dbf284b7970eb2898,12/09/2024
172789-93,SaaS,c532e946900c2a33ee42d617f2ffd8f9ae6ef53c8723119ed311d082c0bdc993,12/09/2024
509492-62,Gaming,05ea5d55681c4dd845ce29b0266a2b5b00a6f3d4682833907063d4a24e38ccad,12/09/2024
343460-80,FinTech,9d5a25f4b3670ca265dc44db788f684e1ffa8837e65e1868670adff9c588d5fc,12/09/2024
686775-70,Gaming,32963e4565a54601efe2fad75b96c425b68ba996833cd12a16ac7507ab691256,12/09/2024
597052-54,FinTech,5d2008fb8d0100579b3c8f495cc02774c9056c68fa7d6c31ef230636dd12a69e,12/09/2024
135849-70,TMT,d78e646ad65e61287a6e5ce677c8fd6389d988cc0d356f42a314d51b72c7600e,12/09/2024
435621-70,E-Commerce,38911c2064e506a2b332b3623aca5db7496de1901f283c9e34aaaa342c49bbe8,12/09/2024
493756-84,Cryptocurrency/Blockchain,b035ee8ac3415429ae90ebfa9ec1eefa272a0d7e17f8e29dd67bb778e260134f,12/09/2024
464509-09,FoodTech,433822af8985416b56be096b9f2e230b73ff48f6279d1b7d5da69be9eddb30b9,12/09/2024
94558-60,SaaS,107e6e60f5a8b729d5d637d18693d2255f9736018a2ff33e7e490ce9437bc928,12/09/2024
115647-04,Ridesharing,dc6ce9d3b2fd87257ec703606d4a69f51ac4bd0dc699e8cdeb6dbb637b7b9441,12/09/2024
435934-45,E-Commerce,073e223c0ef29675281df273c1b1bb7e0c4615a87c79a3fde7249ef83267f0cf,12/09/2024
102288-88,TMT,eb662ad6481980c9f8cbe67beb77865b06b30eaf98eb3bee1ec77db8cf2d5bce,12/09/2024
90241-75,TMT,bf16a2b4078be2f794d40fe7a85e85e3d476741e17df13d2fae8dc682e3e3c50,12/09/2024
233283-61,Digital Health,40f54df48a47087e364fafd8c44fe7a8df22ee057fbbd0b9b8b2e83b7ac80fdd,12/09/2024
541296-19,EdTech,32e07e9d5371efc8ef540feec6496b622f7c17a647035e1925710a7bcb763352,12/09/2024
230391-64,TMT,328ca0133b0d43269a6db375dc6b2ad235bd765e5baf2a04d384a05cdfb41e5d,12/09/2024
223522-39,Mobile,62a1c76b531ca0874aeb117326a0aa5d8c09798865262da5db6a44e11cd07bfe,12/09/2024
552727-63,Mobility Tech,9a7ddcc88f33d2440b330892f5163328f12f72299b752d625541587a81b5c97e,12/09/2024
674512-03,CleanTech,27027d72fff931a839e471302910c9f985135562272aca5349a101974f52da2d,12/09/2024
571628-53,HealthTech,e615b82219cbe8ef9e77ad70bba1159fe268b7745b290c00f3f8bcf79f4a41ce,12/09/2024
431291-71,Digital Health,971495632ad9ac060a4e815eb06906fe45ff680e765dbb0096f6702a06fe6800,12/09/2024
523363-06,Artificial Intelligence & Machine Learning,a4ad8de2ef08a75f99fe6f04167087b83cb3f58458244324d4ca062c7b1f65e5,12/09/2024
489559-24,InsurTech,7214da0116d222e4b8954b6c3bcf6bd055ca6e3d4403348df42b49832ee5f1b3,12/09/2024
98617-60,TMT,6ffb6dff582e387dba81d5424302ba56f3473edd8b4f3db5878efb18b72f8553,12/09/2024
268612-84,FinTech,b034d8f9455af13f9a61502a04eb1b79599af2d2f0960eb63e1c899eb2a35327,12/09/2024
493832-35,HR Tech,5064eb8c8d13df1b4a9d3b50d66cb31f219f7726e13dcdc7d5ac7ed28a0d7f88,12/09/2024
471234-16,Pet Technology,0652b8c9c604f512d656f5a1291f8c7625e191bc6d9b8a0aff32a6fbcdab4e2d,12/09/2024
167465-17,TMT,df6b75b6ae4e0b895d0a92fa671788c709e53f1f8146df1c8b9fa106bdfb2873,12/09/2024
85548-07,E-Commerce,77678c37d81c247cca19f1b1fecbd3f3b0b191d3a303ea385e92d1e54689d4cb,12/09/2024
167463-46,Mobile,08f65db7ee1bac44233ce3a9ea37eb7d74f60acf8b2cb95ff98b1a878e399f49,12/09/2024
433843-30,Real Estate Technology,89c508996f7f587b0a1a1418501545aa40b6c8481b5474d9b3f260da3ddc4d94,12/09/2024
521420-41,HealthTech,5d1b767f1d6e74b59efef7ca8974d16db2495e55d03b11f8f8ed0f7a9675a0ab,12/09/2024
519975-64,CleanTech,b25713807e7fb232ac1ddd09bebfe0f7ae10b63fad8c3764f08f4a2d3f511872,12/09/2024
469796-14,EdTech,e52f342234b492ad0c3ebcc611703a5cfbdb2d8bd38ca017e1c2784191bf6d96,12/09/2024
268611-31,FinTech,7d60ce7ecb9cbc6790890fc35cc31ef46eea37cfe18a5fadd8194604669468e2,12/09/2024
482502-34,E-Commerce,b55db632ece2d72cc1c70cae27f3146678cbbf70d305022cc6f855d5bb32a176,12/09/2024
503036-11,SaaS,d8bb0b58070833889b020e2c7e156307efc61b383176b2468241640336e62036,12/09/2024
593680-69,Marketing Tech,30da31b2575e51ce87394d6f7c9ab7383ee1923eebf88b15b06839af430c7cc1,12/09/2024
597344-77,Cryptocurrency/Blockchain,924eb997c0956141ce36380aa909dc1f4ffd1a00940f6597d006cd8b742d7226,12/09/2024
521733-34,HealthTech,1211c7cc7ecd86a2f242224e611c7c4a811c19fe6ee701baeb6bfd81203470ce,12/09/2024
57051-73,TMT,a1c9dba6ea8e330a3183606d9a9aa5615339ba466bfc94a4c1a6e9c06814bfc5,12/09/2024
181952-11,Artificial Intelligence & Machine Learning,f01036b3c7064072d43981c7df6064caa504958adbdc81e00a9f85bdd9152bc7,12/09/2024
57019-87,FinTech,9b3341ab9cdf2fc4ab0385e4c2bd9ff61bcad416462109c80b17ab408183ed20,12/09/2024
542364-13,Ridesharing,f63d08f92244709c4147f90141eb18c29d3e11fb9cddb198e8c35a2003d3f0c3,12/09/2024
597173-68,Cryptocurrency/Blockchain,7c833fd8168722ec7776cd6d44d5dc50760b8e57a3bdda4df775fab29a296feb,12/09/2024
496110-07,Digital Health,e020aa34bbbb1576a41a854bcbb6d41e7e1823e1b2e4613f5d79c67d026229c5,12/09/2024
470587-78,FinTech,1cece820c81494b002b97c57af89cb8c77bbdac759ac2b9714dd12c3122411cd,12/09/2024
483925-24,SaaS,3de08d8e084df1a7a8f09393de18f924d12fc7860de77288e6c066531f2ad0e6,12/09/2024
492778-90,Artificial Intelligence & Machine Learning,bbd1d42a8f3929e29945d5289a42e03a3da5ffa5501ab72852f5ef49a373b3b4,12/09/2024
501071-86,Life Sciences,f3d88984cbb6d1a2ac1a9af3546e35d3393dd792dcbe0a70d258206d211d316f,12/09/2024
279974-71,FinTech,4729949f7c4949731619e6df3067cfa4d35a1f8263213c58a60d596c506b2359,12/09/2024
491815-63,SaaS,8c6ab0f8d4262e080a9f8004f0420ae9e2cd5b823713a8a73021407f91be50b3,12/09/2024
592543-54,Marketing Tech,781977600afd9281561c276cd3e94af3c6b8771faa89d6c9f8369a02a2584e7d,12/09/2024
497740-15,LOHAS & Wellness,16ff7d40543840f7e50be4259883a602707952370180d065cf7cb0ee55590b5d,12/09/2024
168870-52,LOHAS & Wellness,2535a62b24d82b3890173e3af19e89c493fe0ae1e039822ab8e6b9e16e0f4546,12/09/2024
494285-32,AdTech,7531156a458f333cfb86c29ed0d890fe84fd74cdfde7b6d1a4b7d36c02828a5c,12/09/2024
399255-49,Gaming,2064b8821676756cacfd7cba8100d638e2abdc98f979f2a29943f48c463e4572,12/09/2024
539435-98,E-Commerce,9560a7808a1e02a384976f1361c33eed582c15d5926ba437572d125642d269a1,12/09/2024
501564-79,SaaS,9e4e333d7146002454ad20c437b135e4579fafedae4e2b9b5a0efe4ebc0a8354,12/09/2024
597657-34,Artificial Intelligence & Machine Learning,b8a58c045cf32f42e14196958195ebed456a7483d5b572c931fa191ea7546568,12/09/2024
55613-62,TMT,29b81f76f4a49fe7c5a8c0f176864a4d4ed165a1475b61d48ce2f7530d279cfb,12/09/2024
