CompanyID,IndustrySector,IndustryGroup,IndustryCode,IsPrimary,RowID,LastUpdated
173901-16,Consumer Products and Services (B2C),Retail,Specialty Retail,Yes,a3da3d413004e238d9975fa813de9669c6a83d6288174d82547e2ad4ad0b6b30,12/09/2024
173969-38,Consumer Products and Services (B2C),Media,Information Services (B2C),Yes,1317f831aece7c6b2e2af3b563d91b529a33f23f1970b9eab43ec7983ee902cc,12/09/2024
173982-61,Information Technology,Software,Business/Productivity Software,Yes,10219ad278d21c783cdc26272e21697b2e91b0f67a787e94a770fb7495bbba72,12/09/2024
173982-61,Information Technology,Software,Application Software,No,6250977a375191c4a8d2cd3f4e55679b8a63478ca9ded0a5f199ae03ef7bc508,12/09/2024
173982-61,Consumer Products and Services (B2C),Services (Non-Financial),Educational and Training Services (B2C),No,09f723dbd861421bb42a1dae82592e86350636e08174ede8f93c8f6955ad5fd2,12/09/2024
174069-10,Information Technology,Software,Financial Software,Yes,6eded91a97e398ef40c3f4008087822ef1070de0f856a3d872c8b4bc4715cea0,12/09/2024
174069-10,Financial Services,Other Financial Services,Other Financial Services,No,f347eca566e47a03ab3d486217cf964e65c6c25444a229fa2dee03953662ce73,12/09/2024
174120-67,Business Products and Services (B2B),Other Business Products and Services,Government,No,2960c35afb6f7e028974114ce451458c3d54bd67e14ef7d33b7ac0c5d640fc82,12/09/2024
174120-67,Business Products and Services (B2B),Commercial Products,Aerospace and Defense,Yes,0d63e0941cf61421bf03ca3f23b338051208669312b795e73afbe9d5d1902350,12/09/2024
174120-67,Business Products and Services (B2B),Commercial Products,Electrical Equipment,No,da7445a86f84bca7203d43cc401dd67d2b63e3e9cdde7540ce38f737e1f1c908,12/09/2024
174518-29,Information Technology,Software,Application Software,No,2a839c5158bb899a57cf48595e051d317dfda882725efb03d9aeabce35ed6cf6,12/09/2024
174518-29,Financial Services,Other Financial Services,Other Financial Services,No,fdff957fbcb11a2442fc046d759c8ab1804237c5722842473942f37df810680b,12/09/2024
174518-29,Information Technology,Software,Financial Software,Yes,36aed9344a4489e4aaaa0ad450015934406b846d6ad19f15683ed8552e717beb,12/09/2024
175105-00,Business Products and Services (B2B),Commercial Services,Media and Information Services (B2B),No,a9a7640f737ac851348e46056ed5eb9c8246144747e14c3875b8368cf52c86ec,12/09/2024
175105-00,Information Technology,Computer Hardware,Other Hardware,Yes,b55c650732df334f21b54d6e0b63a8981ad3573df552aac2b5eda01e6f678eb6,12/09/2024
175107-07,Financial Services,Other Financial Services,Other Financial Services,No,a8e0ab714369a039b265225bcc82e1a3e7d82c928906a045849ef6d1cc9f288c,12/09/2024
175107-07,Information Technology,Software,Financial Software,Yes,59b2e84659aa8abb4eb78d65d7f55fe24832f0df3ebf080d24a7d4cb1a362411,12/09/2024
175114-54,Information Technology,Software,Financial Software,No,e29830cf3034d6472629ce7ab01ccd62b310ccc572cfde984fcb38e3668b8d3b,12/09/2024
175114-54,Financial Services,Other Financial Services,Other Financial Services,Yes,900c815e60b5da1120f49252ddbc7b4d47a3c369a312ef72de22a782d2f563a2,12/09/2024
175133-80,Information Technology,Software,Business/Productivity Software,No,1ee4e78687585cf7c2115bbfe073d955e1aa6894f865c6196518f6ed40e514a7,12/09/2024
175133-80,Information Technology,Software,Entertainment Software,No,da9b6c62cc1fe3478d1cc83c2bae604c6202c82b9b006d91f6d8dc0ad1f95f39,12/09/2024
175133-80,Business Products and Services (B2B),Commercial Services,Media and Information Services (B2B),Yes,10d4ed1cdc2b74e3861f008990cf1f46caf9306723a17be2ac142e7b6f09fb17,12/09/2024
175167-82,Information Technology,Software,Automation/Workflow Software,No,c16a2cf17334cb22960b796acb3d6e2955380feae49f2b4c343e40c5fd43ced2,12/09/2024
175167-82,Information Technology,Software,Business/Productivity Software,Yes,80840e496178ff675d3ff1591c50d5f186f47187fa122aa3884d5b108ad12ff7,12/09/2024
175175-65,Information Technology,IT Services,IT Consulting and Outsourcing,Yes,d8b974ec963c21d5e1deef8c8a4b83b7b54daf79d421197aad33327c7a0fbbec,12/09/2024
175254-22,Information Technology,Software,Business/Productivity Software,Yes,6edc47cb9988a3a4dbef8dff8fde08ecdcf4f3a28c8bf9bd745db803e443b1c4,12/09/2024
175266-91,Information Technology,Software,Business/Productivity Software,Yes,93c6f3cf7196c03efaac6dbbc2d00a1490d963596c367020cc4b99adc73a0407,12/09/2024
175266-91,Information Technology,Software,Communication Software,No,0b627c66531b41ecb7546254e33ecad00fe90b6b3f84c6c061b4eab5e6785e42,12/09/2024
175442-77,Business Products and Services (B2B),Commercial Services,Media and Information Services (B2B),No,447c89c874b5e3137852f9af80afa164a4c425f107e9bdf3b6f1dce09748a9b2,12/09/2024
175442-77,Information Technology,Software,Business/Productivity Software,Yes,bf59e06869cf275e35a9b9fec2b57590d23c73f173598e44e8d0cfad4831bcf2,12/09/2024
175719-88,Information Technology,Software,Application Software,No,6f99fda6ec7c5f6dd17b6f62a1c615947e3eb5566dc3e54d126869134432aace,12/09/2024
175719-88,Consumer Products and Services (B2C),"Restaurants, Hotels and Leisure","Other Restaurants, Hotels and Leisure",Yes,5100cd9703199dc8b91265986695a9e7453f5fed7babf25d9dcfcf35785c2005,12/09/2024
175769-20,Information Technology,Software,Entertainment Software,Yes,6233f6fab096efb65fce2368bbf2d73ad385e4523f685b90cd07c8eaa4213fdc,12/09/2024
175769-20,Information Technology,Software,Application Software,No,5c9497e32bcbe7c5e37f2364fb2f0cab6b64e5c768c0abe23ed6341f745e2fd4,12/09/2024
175877-29,Consumer Products and Services (B2C),Retail,Specialty Retail,No,80be271201f45e3b1a705f46a1e25ec7e2f8e618abc35f8a46437ef57f1ba9d7,12/09/2024
175877-29,Consumer Products and Services (B2C),Consumer Non-Durables,Other Consumer Non-Durables,Yes,f5097f0a58f4129157db86d809ed5bd43453a0d88d6d121bcc4d4606e24c15bc,12/09/2024
175877-29,Consumer Products and Services (B2C),Apparel and Accessories,Other Apparel,No,c52c1bbaebf619ec4c68320fa6e302a91f84dd5deac1fb3d3bdf07f155d1fc5a,12/09/2024
175881-43,Consumer Products and Services (B2C),Retail,Specialty Retail,No,085809ab6eccc04c240878e7182cfefa7014101deaffab9abaf43c9e73ce32e3,12/09/2024
175881-43,Consumer Products and Services (B2C),Retail,Internet Retail,Yes,53c65411dc07ef939673b7698bd0fc4a10dd31270119a2825c4c53cf2e2d1f77,12/09/2024
176152-78,Business Products and Services (B2B),Commercial Services,Media and Information Services (B2B),No,a779047d97807c68a045e8c53976243716548204b18c6d82e508df1f73c488a4,12/09/2024
176152-78,Consumer Products and Services (B2C),Media,Publishing,Yes,8a70b6d8b003e7b80e10048c14928f93c1413e8e1d032a7e077a54e4b8cc8201,12/09/2024
176214-16,Business Products and Services (B2B),Commercial Services,Human Capital Services,Yes,bf783852483adad3cf037a03aa7fe26081ad8f7b0a5f0bb80aaef9b7ab786b97,12/09/2024
176237-29,Information Technology,Software,Application Software,No,0884be0062240c4fa4a0a1ec055895816239e496435a41679ed44da9a0642c91,12/09/2024
176237-29,Business Products and Services (B2B),Commercial Services,Logistics,Yes,2e73067e0aee5b014da3dd6716227d70e901c390d078f5013ffd26b1ec5d755b,12/09/2024
176419-27,Business Products and Services (B2B),Commercial Services,Printing Services (B2B),Yes,de97812f7abd82e8bacd6889f255c8d65631c455f575112e2bf9560fa3b012b6,12/09/2024
176419-27,Information Technology,Software,Business/Productivity Software,No,3beb9e77a78bcb00b4c81a87cc61895f22cddfd9001b3648af1e81c68e374023,12/09/2024
176419-27,Information Technology,Software,Social/Platform Software,No,2f56bd89d214b0cc5e24a997ef54e8f5bd132ea4b6bdcba1c3bd46d503fefd22,12/09/2024
176487-22,Information Technology,Software,Business/Productivity Software,No,630511e5f5d423c9b7d7a3637804ad9b24fe5f08788f534de9fa53bc8a5053be,12/09/2024
176487-22,Information Technology,Software,Financial Software,Yes,56cac5561bd22ee8c1358b2537fff0fe712308cdeed3a97f5e745eb00b6f62f6,12/09/2024
176539-69,Information Technology,Software,Financial Software,No,4a9d60088241604ff6328db16d17b28546e229d687a949b01360f5073fb6f1d4,12/09/2024
176539-69,Financial Services,Other Financial Services,Other Financial Services,Yes,57a9f8f6866ad43faefc211809cca6eee29aec8cbf2f3525cc1db6f608612ec1,12/09/2024
176579-29,Consumer Products and Services (B2C),Apparel and Accessories,Clothing,Yes,60b5747a68021d753be89e6a7d334bd5e9af3b0e8f1a80570a879937f4a64d45,12/09/2024
176580-28,Healthcare,Healthcare Services,Clinics/Outpatient Services,No,3caa7ea5f065f185610bb6e7538c150be24358b63aa2cc818daea59b90a5cbc3,12/09/2024
176580-28,Healthcare,Healthcare Services,Other Healthcare Services,Yes,bd923c645cb2ab3bcacdf5ea90ffffe7da24f93ffa51f2ba34badcdca95f6fcb,12/09/2024
176654-80,Information Technology,Software,Business/Productivity Software,Yes,9375c43918e69c12803b34f0d9159694d243f34bd4b920e4a7047140c0d9ff6e,12/09/2024
176654-80,Business Products and Services (B2B),Commercial Services,Logistics,No,23f0f7f51c1a1574aeced9292253c868eb33edc538989b0ca3c08b2e20409ff2,12/09/2024
176935-42,Information Technology,Software,Financial Software,Yes,97a951da99e1c2ea761633ea8a9e9128283c0423497854af82d9c84a5468adc2,12/09/2024
176935-42,Financial Services,Other Financial Services,Other Financial Services,No,c9cee70b22967ee65e1b9677d68ff82f65d2b65dd501c63b8fa8398e4b35e629,12/09/2024
177029-47,Information Technology,Software,Business/Productivity Software,Yes,0b35fc6c71d55b4419f54aff0e3dfc7edc1978120ee6d573e8fe907cf5faf14b,12/09/2024
177029-47,Information Technology,IT Services,IT Consulting and Outsourcing,No,8de85eff9564e1d27db573049e4f0fb36bfa9ae604e503dd177ab8d95d2ec87b,12/09/2024
177072-40,Financial Services,Other Financial Services,Other Financial Services,No,3265659ddbe828d5185849393f9489dc34c064a511e84565f87db64401564f60,12/09/2024
177072-40,Financial Services,Other Financial Services,Consumer Finance,No,367d1e16a1f467081b2694405bb28e0f72b45e221ecdf3bf29df092580978d91,12/09/2024
177072-40,Information Technology,Software,Financial Software,Yes,65b2c20f1088e49e1604aaca469c0e8f6644d88e045cbbaa36a0c5f9e525fc03,12/09/2024
177085-09,Information Technology,Software,Business/Productivity Software,Yes,2c78ec34e42166fd715401163b3d3b8c92f879f7590be13883de0b01a791b350,12/09/2024
177085-09,Business Products and Services (B2B),Commercial Services,Other Commercial Services,No,1765f17dfe97a825176bde490add254a89e6e99b86e4f25fd8715ceda1f8e900,12/09/2024
177092-47,Consumer Products and Services (B2C),Consumer Non-Durables,Food Products,No,0de07cbdca94f8e653e19e496bab4b1c681ff6a685960cd98bc09d6251ffead3,12/09/2024
177092-47,Information Technology,Software,Social/Platform Software,Yes,46d74e6bb0847b8db5c58e0f68d71c2a51befb8f1e6159bbc40be4b70c06a83f,12/09/2024
177225-67,Consumer Products and Services (B2C),Services (Non-Financial),Other Services (B2C Non-Financial),Yes,ea8a03bd754f6741c2cda7e1db779397de903ad43999bca988d7f4e96a919f50,12/09/2024
177225-67,Business Products and Services (B2B),Commercial Services,Security Services (B2B),No,4c66dbde0e2cbb0ad727515ad1bba10a955ff8fcb66cb3baade721a6bbe9b849,12/09/2024
177225-67,Consumer Products and Services (B2C),Consumer Durables,Other Consumer Durables,No,f7eaeed23f39b74c03083298dfb17898cbf0bd305f7af71b1f88dc92d19194d9,12/09/2024
177334-48,Business Products and Services (B2B),Commercial Services,Media and Information Services (B2B),No,7559a2fbdc6f3615727dcd91b51d1f92fa7989e14fca540534d09d398e5c55ca,12/09/2024
177334-48,Consumer Products and Services (B2C),"Restaurants, Hotels and Leisure",Hotels and Resorts,No,6762602c2ceb1db69ab094f0272f4acf4f9e41c785b7c198df8ef7f725ec51ba,12/09/2024
177334-48,Information Technology,Software,Business/Productivity Software,Yes,8ac447e37110ae415596fcd184937328a74d2b1166113278f97b0de9d7d20a31,12/09/2024
177356-62,Information Technology,Software,Social/Platform Software,No,5afbdcc14f043e93033152c2d72b29cb33608416fc104364ea4f136ee5974840,12/09/2024
177356-62,Information Technology,Software,Financial Software,Yes,b5093039384374cc49ed68f42050725d01a6336d7aaf426b62bc243f785df6f9,12/09/2024
177643-54,Information Technology,IT Services,Systems and Information Management,Yes,655ad579d8972115d4b2ece59c4454b66f4ced15b672a3fcc023ea2d7db132d1,12/09/2024
177711-58,Consumer Products and Services (B2C),Consumer Non-Durables,Food Products,Yes,60a7043eb5a9f597d7c0997fc5d307b50f8c89e480d3bdf5bf72a416f4d1092f,12/09/2024
177711-58,Consumer Products and Services (B2C),Retail,Internet Retail,No,ae61d85ba5e9f154a5378eba09026ac7963251a27e2459830a9d40087f9b4879,12/09/2024
177738-85,Information Technology,Software,Business/Productivity Software,No,6da0dad8fd0185b30098bab484a1da96f4a1a005bdbb27f3c40142a1cf50c4d5,12/09/2024
177738-85,Information Technology,Software,Software Development Applications,Yes,caa9c58b1eb66948e36ac046fcb26325908dfc7af973759aaedeb904d892f710,12/09/2024
177906-16,Financial Services,Other Financial Services,Other Financial Services,Yes,eff6fcd637be80aba70ad910206dbf7063bff972b9d8dcb1e24d5c2f85a8d090,12/09/2024
177906-16,Information Technology,Software,Financial Software,No,e705cf083bae0c58b00aa623da9f377c8964f74ce1c489544edb669d87152fc1,12/09/2024
177951-25,Information Technology,Computer Hardware,Electronic Equipment and Instruments,Yes,c59c0c0e45890fe6074318f7e1c2b3902fe3cd8316b2d3f934f9a8e7a1a57f0d,12/09/2024
178017-58,Business Products and Services (B2B),Commercial Services,Media and Information Services (B2B),Yes,bafbafd2ccc510e907d5462c9b00df42a04673d774a16cdd3f1d7dd14f52b026,12/09/2024
178174-81,Healthcare,Healthcare Technology Systems,Other Healthcare Technology Systems,Yes,5a83fd7652fb439141b488c1c648d26db1c8d179c92656740b2be1330760af93,12/09/2024
178201-27,Healthcare,Healthcare Devices and Supplies,Diagnostic Equipment,No,a8d2d9fc12d5e6542c94355b6cb64f4137ecec82e7909b544bb0c124eac5fe0c,12/09/2024
178201-27,Healthcare,Healthcare Technology Systems,Decision/Risk Analysis,Yes,8e84c6aa7f1a8c83972dd4198c66786f14ca5b3fb539492d306c6546a6208820,12/09/2024
178216-30,Information Technology,Software,Application Software,Yes,a4f70cb4b9886efb996f0961a132f0daf33349ccc414e65e206cd6727007a3c1,12/09/2024
178216-30,Consumer Products and Services (B2C),Transportation,Automotive,No,4d2d63db4ba4280dc8de472a5a3410709c9c70212195755924d3b3c8d85a3d27,12/09/2024
178285-15,Information Technology,Software,Social/Platform Software,Yes,d6b8a8c72ed1f42106f50bba9b7e9c4465503877be420e5db58aebbc9b30dfa2,12/09/2024
178285-15,Consumer Products and Services (B2C),Media,Social Content,No,c2a37c3e85f441f8cbeab6e2ce5bfc9f501b1ef5bdcb8de884b8e0cdf05d2672,12/09/2024
178285-15,Information Technology,Software,Application Software,No,f847aee0f8d49380d8dba0b7a71cc41c4d57869b9771ffbeaf210fa42fc96411,12/09/2024
178296-40,Information Technology,Software,Social/Platform Software,Yes,77df226815a9426c36d7243c7b65ede489a2e3b7cf7467742e19186bf9cfd3d1,12/09/2024
178296-40,Consumer Products and Services (B2C),Media,Information Services (B2C),No,c5652bd1b87d393b3aa1b2954cf99c46d717f051dbeec8f0315779f84b11abbd,12/09/2024
178446-88,Information Technology,Software,Application Software,No,5e48526bafc963864d5d25687a2d15296994599f13e2aa7453a9f3a63a7700e5,12/09/2024
178446-88,Information Technology,Software,Business/Productivity Software,No,d48b962e6e45fc09aa4249350d026dcf673ed0e998cca6c7920b4fa202c43627,12/09/2024
178446-88,Information Technology,Software,Financial Software,Yes,1ec58140e0a48a16280edeaa78f4457f9317d0a83d256a6a0f159caea0e87d74,12/09/2024
178626-79,Information Technology,Software,Application Software,No,7743bd44737c4cd15dfd4bd4afefb566bdf88f3866fb05505f7b7cdbac7434e1,12/09/2024
178626-79,Consumer Products and Services (B2C),Media,Information Services (B2C),No,37cfcaeaa880fe9ee2549e1f28d0ff3684364ec4a24a14e674402b85433f9419,12/09/2024
178626-79,Consumer Products and Services (B2C),Transportation,Automotive,Yes,8da87550bb1a78994db03a9d44b07c7a416eed90836b61ab77fce065034d31f9,12/09/2024
178655-86,Business Products and Services (B2B),Commercial Services,Media and Information Services (B2B),Yes,444208e28c19e6903efc00968de7ac23e5e241ca193dd147f5be1763b4c4d60d,12/09/2024
178655-86,Healthcare,Healthcare Technology Systems,Other Healthcare Technology Systems,No,baef8a781a8931157baa77954a98837bfc76168c66870ae0f52e48261282a4d1,12/09/2024
178685-38,Business Products and Services (B2B),Commercial Services,Media and Information Services (B2B),No,9003881c9846bae7096d263e609b9b80c4b8c0217e40f9f804367d829a440d87,12/09/2024
178685-38,Information Technology,Software,Business/Productivity Software,Yes,bc28696854680728625890dea91bc0096dee1fae1d447fe4b80962b05821549c,12/09/2024
178685-38,Information Technology,Software,Automation/Workflow Software,No,c2223f5e2091d83a9b58505048d110424b636116e4ebe651a816a4f01ad656a8,12/09/2024
178713-28,Materials and Resources,Agriculture,Other Agriculture,No,5899fac5a1d1aa20155746a8386e73e020449cdd44f85983c5b8bf65b07ccb7d,12/09/2024
178713-28,Business Products and Services (B2B),Commercial Services,Media and Information Services (B2B),No,2eefb506feb63bdcd6778067b8b53f428470ac0cfab83b3c2c941626202dcbeb,12/09/2024
178713-28,Information Technology,Software,Business/Productivity Software,Yes,8b07effa61c7bea4b8abc11c6682d2835d80ef1ad8d2091a6482a5839f560eaa,12/09/2024
178904-62,Consumer Products and Services (B2C),Services (Non-Financial),Other Services (B2C Non-Financial),No,47e5b33da0e46aeb23e4afd75983b233bc03595825efdb67b07273040d99c8cb,12/09/2024
178904-62,Consumer Products and Services (B2C),Consumer Durables,Electronics (B2C),Yes,14cfb022e55cbbd18c2ae99851278c5dafc19fe15a886931b31ce6b8c13cd1d5,12/09/2024
178915-15,Information Technology,Software,Application Software,No,806f97ef0a840451949cd2e6032d0ffb8961cb6c9cb9951700c6941c8733e0ef,12/09/2024
178915-15,Consumer Products and Services (B2C),Services (Non-Financial),Other Services (B2C Non-Financial),Yes,697cf889e751cbc7db6568093842bb9b0ce6faf075b6551b575459227d930e65,12/09/2024
178937-47,Business Products and Services (B2B),Commercial Products,Other Commercial Products,Yes,bba6f80dbb36edf75ba21723654fbb9c63ab58a5a7b7865f022bf2c53f1c1c5a,12/09/2024
178955-65,Information Technology,Software,Business/Productivity Software,Yes,575ac746a8555f7d034369154d9bd29d1ad19f10791231ea3e760478fd51904b,12/09/2024
178955-65,Information Technology,Software,Communication Software,No,f2aedcf5320e46a5ca3309282fd1003dc9e58066fd1b5a15d89ec927aea56f6f,12/09/2024
178991-38,Materials and Resources,Forestry,Forestry Development/Harvesting,Yes,b23cf0a78e415baf03c041f86054656cf1faa8838915f1ebba12ef4414d6b3e8,12/09/2024
178992-28,Business Products and Services (B2B),Commercial Services,Environmental Services (B2B),No,69f2087374904a3f1d8c346da167b33194db93588f5aaaa16e80bc10fe7e1240,12/09/2024
178992-28,Materials and Resources,Chemicals and Gases,Specialty Chemicals,No,98a34cbd4e27e11d3c42c4db37380c516dc004d7d29e194c237d362f0fbe7e86,12/09/2024
178992-28,Materials and Resources,Textiles,Synthetic Textiles,Yes,8f76e0cc3a746b91c1b2a8298f2bc5c4def9e974ad79cec8839610840e2d44ce,12/09/2024
178992-73,Business Products and Services (B2B),Commercial Products,Other Commercial Products,No,cad3e946697ae2bdac378dc4ef106b3724cb8c3d1491866e72c3ae88a75ac72a,12/09/2024
178992-73,Healthcare,Healthcare Devices and Supplies,Diagnostic Equipment,Yes,45493b8846baf719c2e2e71eff36a9ead66065828796cff5b0f2651506041b19,12/09/2024
178993-00,Information Technology,Communications and Networking,Wireless Communications Equipment,No,fd7d10ee30859e7f697cc6a7d19b6648b4271bb8c2cdc4f519769e3b534c1922,12/09/2024
178993-00,Information Technology,Communications and Networking,Other Communications and Networking,No,464d21ffe9e57532301b4751d13f89ee2fcbd979b3e52c41cacc7f0ee4ae3643,12/09/2024
178993-00,Information Technology,Communications and Networking,Telecommunications Service Providers,Yes,e01109e0889a39e398a113312cb7c3e9f06bdae04e94cb03ec79dee76601a6b3,12/09/2024
178993-00,Information Technology,Communications and Networking,Connectivity Products,No,7509f4a163ad882b60e177861c632ecea50a728e5c5b06e519030f029333f89d,12/09/2024
178993-27,Business Products and Services (B2B),Commercial Services,Education and Training Services (B2B),No,6a914f0285a59801d44c1cc95296ef9dc0484d9cfd19efe163683986aaf5f90c,12/09/2024
178993-27,Information Technology,Software,Educational Software,Yes,5e22eccf4057b791ac6f290ffa68ce66d2a326ef3ae92f9e96c8391bdf976b44,12/09/2024
178993-72,Information Technology,IT Services,IT Consulting and Outsourcing,No,bbddf29aa7492a7dfbfbda9cdb4571f426b1e96ddf5a25bdf098cc4fab9f55b9,12/09/2024
178993-72,Healthcare,Healthcare Services,Other Healthcare Services,Yes,e169aef25c7d651720d1a17d268c26cf329e2bbde8057534eaa729852a3e9e09,12/09/2024
178993-90,Healthcare,Pharmaceuticals and Biotechnology,Drug Discovery,No,8e70ef1dff9eb4e623afab5bba2cca7e4d001efa8c1b3971203cb5a9d1e4996e,12/09/2024
178993-90,Healthcare,Pharmaceuticals and Biotechnology,Biotechnology,Yes,2078e93543f4b0caf21d71deafea36db818948d57d3977c71c1d416bcc4af070,12/09/2024
178994-44,Materials and Resources,Agriculture,Horticulture,Yes,058bc460d4259df846316fb0491738fcd94849b55855591e353c8d4cdc729577,12/09/2024
178995-16,Healthcare,Healthcare Services,Laboratory Services (Healthcare),Yes,c4d4daedefe7c3ffbea2b988a8d481330fd2e2cd10e430a9e718083d35f67b71,12/09/2024
178995-16,Healthcare,Pharmaceuticals and Biotechnology,Biotechnology,No,e498f2061232c319a88329c028a8fde68e2c738a306e9e88257695accda1e2f9,12/09/2024
178995-43,Healthcare,Pharmaceuticals and Biotechnology,Other Pharmaceuticals and Biotechnology,Yes,c70419e1356da6986dffeeba443fe5ae6ff9c6d55e6835a022e687dd486227e8,12/09/2024
178995-43,Healthcare,Pharmaceuticals and Biotechnology,Biotechnology,No,d85bb9bd71b29a03334bfcf571c9051195c5b748ce2e6807f7d5ff734ee407ce,12/09/2024
178995-70,Materials and Resources,Chemicals and Gases,Specialty Chemicals,Yes,407417a659d3b55eb8fe808ddfb41fd46aa5ca2f90f7b3e34a6c53ddc94bfb8e,12/09/2024
178995-88,Consumer Products and Services (B2C),Consumer Non-Durables,Personal Products,Yes,66e5044f36d07548e88d2b58690a1635ef2e357358fd00cc7712378a404b7c2e,12/09/2024
178995-88,Healthcare,Pharmaceuticals and Biotechnology,Biotechnology,No,00bd206a9e43b20840e0928dcc93ce7ef1f7c321198c3462db74799867e61a7e,12/09/2024
178996-78,Healthcare,Healthcare Devices and Supplies,Diagnostic Equipment,Yes,57ef1e3f29bec0d2499c0ac8057073e174bbea4cff23411977b036386b9974b5,12/09/2024
178998-31,Business Products and Services (B2B),Commercial Services,Other Commercial Services,No,1b22f50a7c8b06816b52075e4c02532214f4d7db2cdbc266ca88695e6015d005,12/09/2024
178998-31,Business Products and Services (B2B),Commercial Products,Machinery (B2B),Yes,4c1030c15ed0a402f65602fec91f73881bf178a5a4300450a6015b3249765fca,12/09/2024
178998-67,Information Technology,Software,Business/Productivity Software,Yes,b710a1bf9169ce8c85a7183e4e3a345b754cc7c0caee271482a83739cce9e8ed,12/09/2024
178998-67,Information Technology,Software,Automation/Workflow Software,No,91ecdde530607ca7b315a162309750c37abb4bd6f115f3d2e947fdb77883745d,12/09/2024
178998-94,Energy,Energy Services,Other Energy Services,Yes,67736b3017f36973106d5a34c4e22b45c2fcf5e8113d998991f2ef5ecc541804,12/09/2024
178999-21,Healthcare,Pharmaceuticals and Biotechnology,Drug Discovery,No,7dfb195c2e9be082f76475b5e75fcc02ed3db5380dda033b9fd489e911904c9c,12/09/2024
178999-21,Healthcare,Pharmaceuticals and Biotechnology,Biotechnology,Yes,c93428f5c3fc937f7578cebaf5671d8d45fc5373678af6eafda1201fa049663e,12/09/2024
178999-39,Information Technology,Software,Automation/Workflow Software,Yes,c8ac5e0b908708d435bcc930bb2aa03ff1b156d3224f3f8a75d682e95778d577,12/09/2024
178999-75,Business Products and Services (B2B),Commercial Services,Construction and Engineering,Yes,9be0346a67e001f5c67616bbb52a8a51a705db27c48abd39102d46d20812ecf7,12/09/2024
178999-75,Business Products and Services (B2B),Commercial Services,Other Commercial Services,No,2b867b45d56752f44f354427e2c9dda03e7d0311555363348bb36272ed0d7996,12/09/2024
179000-47,Business Products and Services (B2B),Commercial Products,Industrial Supplies and Parts,Yes,0f5a2f0f166becb6e8d439e44694e6564464a15b809e7a28d83d7d912df2858f,12/09/2024
179000-47,Materials and Resources,Chemicals and Gases,Industrial Chemicals,No,4053083ad951e63d574d1fac07c8066eb83dbcb548c7aebe606e452275fe58a2,12/09/2024
179000-65,Healthcare,Pharmaceuticals and Biotechnology,Drug Discovery,No,c3decf7d980d90286546b20b195c89c305a073578194da9c5df00a92c325042b,12/09/2024
179000-65,Healthcare,Pharmaceuticals and Biotechnology,Pharmaceuticals,No,8153d838853a90115271fb0175afb6e615bb4b68648075a6f598e4613a670269,12/09/2024
179000-65,Healthcare,Pharmaceuticals and Biotechnology,Biotechnology,Yes,3908218d5b88fac19f8a7ea4a7655ce1dc8274078141fd5805c269ba3d7ecfed,12/09/2024
179000-92,Business Products and Services (B2B),Commercial Products,Other Commercial Products,Yes,332412995821dae638d59153bc89c76bfed0c5d622ce0f343eb9dae282e77a14,12/09/2024
179000-92,Materials and Resources,Agriculture,Other Agriculture,No,b85061374781adc82acaf7a86223303666eb4f858ce0addc895fc90aeb9fb47b,12/09/2024
179000-92,Materials and Resources,Agriculture,Cultivation,No,955c1bde42629b210ca261e977a5e418a64d2f24da9475b745ae8689df14632b,12/09/2024
179001-10,Consumer Products and Services (B2C),Consumer Non-Durables,Beverages,Yes,e592adf7f77a0c0cd20cd1600ecfbf24f7a3b749a4e708ff6d30bae0c37832ce,12/09/2024
179001-28,Healthcare,Pharmaceuticals and Biotechnology,Drug Discovery,No,57d8d480113a20dac40fe8905ada3077cc63482099fea61bf3bb45d78fbff347,12/09/2024
179001-28,Healthcare,Pharmaceuticals and Biotechnology,Biotechnology,Yes,5c6132dd774908dfb50da0ef771e610ac314fc88af4e59400c5c100ca88bff40,12/09/2024
179001-28,Materials and Resources,Chemicals and Gases,Agricultural Chemicals,No,8c5084ba026669a03c810f2d056fd5310568aeb6e5b10a549b8830d7fa517b4c,12/09/2024
179100-55,Consumer Products and Services (B2C),Services (Non-Financial),Other Services (B2C Non-Financial),Yes,36923dd41670da4eca362b176b49dd9fa17960d073db33a8e6f1307ac2694d61,12/09/2024
179100-55,Information Technology,Software,Application Software,No,1b049c8cf4f67c08ba764a46365ed629dc5e23dfe9d1626903eea3c9c22de968,12/09/2024
179101-45,Information Technology,Software,Social/Platform Software,No,7f9eae1d82b4d2d73193d8d46ab068b6e1ba50cd0d7ff0ef9ea21e8542e626e5,12/09/2024
179101-45,Consumer Products and Services (B2C),Consumer Durables,Electronics (B2C),Yes,33a3d4d1ca48ca900548e5204ddb2a0423b2c05f40c179a70fb7fd370e1706c8,12/09/2024
179190-55,Healthcare,Healthcare Technology Systems,Enterprise Systems (Healthcare),Yes,b5129861bac1c3bb2a21b3ec6116da91717d174823bafa116f87d0d5771cb603,12/09/2024
179290-90,Information Technology,Computer Hardware,Other Hardware,No,50f29fd4a80b371ad4962f7ab9cdd928b3cf35e4278e68e2b0ae76ec5c592bb1,12/09/2024
179290-90,Information Technology,Software,Business/Productivity Software,No,ea81efd43eec0857d1f04c9f6105e57969ffd2bc31971cac7e6a49c072cb7583,12/09/2024
