CompanyID,EntityType,IsPrimary,RowID,LastUpdated
184965-85,Company,Yes,eba96a82ece81da021f6b0fe84a177052d3061bd411d76f2f51b71326fd60aaa,12/09/2024
184999-87,Company,Yes,87b3a98f11aac8f40dd661d3157d806aa86a83f4d0fefba3d81fbc6fd22768d5,12/09/2024
185008-15,Company,Yes,6e4830defa87862e69380b61e3c27cb41e902b48995267aeace734ad98e00398,12/09/2024
185009-32,Company,Yes,bb308d1f7519997d988003cbd2a3216deb5d827b52c22932aba3bb9b7d79b01c,12/09/2024
185192-83,Company,Yes,1d4743768ccffde977833295908ab71143106fd361a24c44b8a5ef01080a0891,12/09/2024
185192-92,Company,Yes,2f1fba1186901eda6d2b82852b2bca6bc60fd4f567835c3998853e8fdd5597f1,12/09/2024
185193-10,Company,Yes,c0355b417b8396f373bb30fafd41fb313295c57cba1f575810082534f2aa71b1,12/09/2024
185217-22,Investor,No,36a2220879b4c6ee259b533c6ea4a4111f4fbc9fd180065536d8329102b306f9,12/09/2024
185217-22,Company,Yes,46be00b0473ebdb391a061de4572379cbd15f170ca77dca6dab000c22619b87e,12/09/2024
185217-58,Company,Yes,231e0eb2160bc6ad3f7db752cb019417b408579ed55d3a8ed79ad82eee6726b7,12/09/2024
185217-67,Company,Yes,779eb980ee3c660439a4b12a4cb0cec676086593d5178c6c9d00ef7928b74a60,12/09/2024
185217-76,Company,Yes,20d55fd24ed13868360731b31e9e30ca55d363f60435eee73dd2f6ae7ae89de7,12/09/2024
185230-09,Company,Yes,98f183c47618e63f01146802ddb7ff9037cfeb53c3f8a82741061474d139a165,12/09/2024
185230-36,Company,Yes,f349f54a63bbbe879413cc8e5dffdb541beaf78ade7c8daa78d0083928acf1d7,12/09/2024
185253-85,Company,Yes,43b325de9c71668b5db2cee0f852c31a77ccbd90ee6fbc2f5d04cff6ce18b9db,12/09/2024
185254-75,Company,Yes,dc6f28790a37f271710394f15fa74bbde20de4c654b42211536ff5b224fdb67d,12/09/2024
185255-65,Company,Yes,76b5f4af2b61980a52bc7a1806e633f23e65fb65ce546c17017481b7e824778e,12/09/2024
185289-13,Company,Yes,78d1532912a92c771b8ded497855d128f6f64a88f19bae916349cc730607ce8d,12/09/2024
185289-31,Company,Yes,5289aa29b72a1ef7ace3d9e981656d2ac848003d6b4589311878c446d398deb7,12/09/2024
185289-94,Company,Yes,3949162f8903545890e0f35493df43d02e76afc184f57a1e4b2538fcd14cb07f,12/09/2024
185302-81,Company,Yes,13a8393ecb211f8f719b855d6364697c70813e009cad26332c788152100c79d1,12/09/2024
185576-05,Company,Yes,73f659f1171f00b6f7f383ca9b38b37dcae37f85cc55f8aa93121de4b7acd01b,12/09/2024
185763-25,Investor,No,b5819515630713d8557f17c0e4a88108c41c8553f862aa1c37f8aaec07381d52,12/09/2024
185763-25,Limited Partner,No,45630bb3db551ee22e54d61be4807c5ed9aaeafce7233361a8822cbfd5f3278b,12/09/2024
185763-25,Company,Yes,7ab1a7d1bfef1223f48f26cb8a778886cc097d54fa1bac257451d61032599d17,12/09/2024
185857-48,Company,Yes,d2b0280a9bfd3d5147a3e49443f6c2b251955b3b7c40bd358e3844eaba791aec,12/09/2024
185953-33,Company,Yes,05db5b412de62f727b4c8d7ac188fc3d0184edaaf76095e203e1ee0fccbf7071,12/09/2024
186152-86,Company,Yes,0c047caf514ae785fd3d59ba3b020bc6b3899e381307c0fc649acfea939a0129,12/09/2024
186156-01,Company,Yes,57028364918bff88573634b9159f38c753328d729667ae1590f2e6f387518401,12/09/2024
186156-73,Company,Yes,75a24e516ce99db10123f56f3d1e8ae56bdc0f721f44d9379c97b789cb22ffc0,12/09/2024
186181-21,Company,Yes,58dcec4d95138254a9d58df41c614c68e70f0f6ff49bc0cadf4a36b65eb3b228,12/09/2024
186181-39,Company,Yes,06ab2a2f6716b8576cc0a0541508d03b03a167a9b6700e3f5ccc9a0d2a445655,12/09/2024
186182-56,Company,Yes,4260d54dc7ae4b2c2baa61a86cbd1d43a164ec3d2d921107be8b0cc4db481879,12/09/2024
186182-92,Company,Yes,4207de094350d39e34f1131db78ea471cee3aa7af22f5cc94b95cd3b2afcb9cf,12/09/2024
186183-91,Company,Yes,3a55aa8d8eb94540d5d0431a4c51555d21ff6f2aa334d80d17db57ebd26f3874,12/09/2024
186216-31,Company,Yes,f4dade9733b1cf508af8de85fd40ec808e9792f33655ade9ed35ac98022ae5c5,12/09/2024
186216-67,Company,Yes,c644d9c199a6e6b7ca4dfef287d982ca0efa6560b031881854094ae74f0d612d,12/09/2024
186217-03,Company,Yes,3efa3ce660c2e100cd08bfea6826e2523e39a0cc8ae7a2b07ff015d494b6d537,12/09/2024
186235-84,Company,Yes,e493132f4a14f9e845f33ec47ce74d08cac25c07f603ccf80ef39ab1d3201933,12/09/2024
186283-63,Investor,No,124e87344f387325c495b27b3ba8eee8508af19e792a17f15f3c2c63ccbc0fb4,12/09/2024
186283-63,Company,Yes,d921433faf7b5c46430897991ec10699a47ab1529cde02fac63edea520ee8fca,12/09/2024
186310-27,Company,Yes,0e35b5f0046e5e6af984205e9362c1fc3263f74b926eb3c1adbeb569c43f1c25,12/09/2024
186313-87,Company,Yes,d7a4f5994f33d6d4663349d1e4cb7972144d4989a5fefbb79f0cde73ceb150c0,12/09/2024
186314-14,Company,Yes,e3382839e4c56f6a02b250889182fa186654a7479a4bd948c045423a620531ce,12/09/2024
186315-85,Company,Yes,941e756afb5eb55c6c7b3cddc93c8f733095a56eda68fec976a06cc1366c5b42,12/09/2024
186353-02,Company,Yes,ae7866f52322a1c1a97a13793d5351f1db9eaf6b85b9ccde7f886fcc66dcc54b,12/09/2024
186353-29,Company,Yes,7a3a1c4bb02192b0cbf93830a8540c6b9b45b922c9ad25d3bb07b11710d19b23,12/09/2024
186361-75,Company,Yes,7036ee3686a41ab1fa63bc388a5d4aba55a1008785b6e3f1f3ade94ac7ef056d,12/09/2024
186374-89,Company,Yes,6ff33da90c0c2acce9086871588f08fcc70059efd7d712b4540a9389ea2bdc89,12/09/2024
186375-25,Company,Yes,3fa34a2451c2b74892a8f616bafec01e555a00ddece614bf36580673e59fe608,12/09/2024
186375-61,Company,Yes,edd584a61b373c8a9bf008f1e730b3708a7e267af46719dfd5fd4d23ead83ef0,12/09/2024
186375-70,Company,Yes,af5cbfc23d6a9097b3bc9cff2bbbe3f146de3537497df139de85ad36284c0f1f,12/09/2024
186376-87,Company,Yes,c72a323be4cc2ad4916167f73384e020d8b25abd43705f00e286146e0ce139bd,12/09/2024
186377-05,Company,Yes,7b11486266b98f5969817840f04603f44439c092da4306c11f50c0727b3ee35e,12/09/2024
186377-41,Company,Yes,e57759239afc6f75d9c89918d6afc84572f5f4376c7139e9eccb82c6d5010102,12/09/2024
186377-59,Company,Yes,113d88ec4309187c938dcf3dfb03722df238b8f84257ee64ca8e2ea382dac96a,12/09/2024
186377-77,Company,Yes,9b2147f864c099f012e8e862453a9dde413e11435af898a28be04472e83eac14,12/09/2024
186400-99,Company,Yes,8eef9639564755124fad178161b84848156a442c3721c9bf6beaeb73db0da5a8,12/09/2024
186605-11,Company,Yes,8b78ad62f5f102fef797e1a8a284ee90845884abd198dfaf03744ec2aa04d053,12/09/2024
186625-36,Company,Yes,ce6d84226165b532a3816ef04642a8053d3322aef08c346e853abfdd7766bb42,12/09/2024
186674-68,Company,Yes,eda3cada7a1b3a806bb243c1ad12ab4d6205afdc9c023da36e3620a9ae86b9eb,12/09/2024
186675-31,Company,Yes,6a322ae09d50985ec3048591b4b80561f21bc957c73990994569c19b760786a5,12/09/2024
186675-67,Company,Yes,8ac881eff86f6c61bb5f7250a2a0576f892bae1c791c3090ab90d2d4c8fa785f,12/09/2024
186676-12,Company,Yes,a0592bb1f81c20f74b2ffc6bd3ff1fb437938c6d772e86ce86c9b6214a5ff446,12/09/2024
186676-39,Company,Yes,2999e7283682b3a61f65b2e82018be121adcb5c0959ac6dd1d451b151fb56553,12/09/2024
186676-75,Company,Yes,ab2c6199e0c5b8081e59637acfd3db7f50946ccb82fc72b3d465e65452cb9d63,12/09/2024
186676-84,Company,Yes,ff5735bff2e6eae36f1bc29417bdc6b6fdb42d4ae905e9fe482839942c40069c,12/09/2024
186678-55,Company,Yes,2a4f8efc441b100bc775dc96db31122fcaaffdcd3a9ef36bc0d4bf4a7acf25db,12/09/2024
186689-26,Company,Yes,05321af6ff2460d32568b748c19ff1096c8e7b81ae41796a3e134ac0cbceeabb,12/09/2024
186702-76,Company,Yes,4bb3660e4c87cf246aad66f87bfb28fc286a8ad9e8e9d02ce04b1365ea66bc99,12/09/2024
186702-94,Company,Yes,504c954b0315b8bb710a7d61ec997e1f4fc01707a642cffb1b673273c9fb72d3,12/09/2024
186721-39,Investor,No,1127ca920a5eeb5fcf65468f462a9900470be14237a4096b7b543b554a8837ba,12/09/2024
186721-39,Company,Yes,ad009d0f0a30c66887dd237f0581d80f85c5b10631d07040c946e3efd7133688,12/09/2024
186721-93,Company,Yes,2e5b914e8f76deb00355ac46408e6aacceed4667176e14a48f95d320651b9099,12/09/2024
186740-38,Investor,No,9280a6cafb16350e75221cf911ac649043021239bbe1db3a1b5427379d4a3563,12/09/2024
186740-38,Company,Yes,7c134c17fa8fde5b05fc15c921598c7a026546723fc79f5ec86da182f8f5ec03,12/09/2024
186812-38,Company,Yes,15589e2e2f109fa042f3214d24fa6a9a818c47b448187d87b0e02a758ee31e1e,12/09/2024
187018-75,Company,Yes,28cb1b584367201febef21ace7f37bf6786d37db993544b93d65e9f3ba4f917a,12/09/2024
187055-65,Company,Yes,eabf5b72a0fba6d4c3babe3ee3fd5e1a7880d826eaacbdb4329e3858e4ac91fc,12/09/2024
187075-63,Company,Yes,03c0e0b2300c3a662a26218007e2db573a9431f59d5ef0de72a8448984335be3,12/09/2024
187496-47,Company,Yes,cf3a3406f5544e159890a41fb4f56b44e9579641ca5bb79eeddd9a109ea5c726,12/09/2024
187504-48,Company,Yes,3ad86ebc2271bd1fb60abd7164f3eba0355adf1bae0019da8c4187e0a575346b,12/09/2024
187507-45,Company,Yes,7ebbcfcaec33fb7da36f2df5c64cb407cf7d19614da4d9c1d8e0eb1edcb492e3,12/09/2024
187525-90,Company,Yes,82bf3e00598a07e66b9fa99c7ebb0c2457b8bdbe81af9f0bf7529f4804fde322,12/09/2024
187644-16,Company,Yes,f45af8ba582d54ffb9b1d1f55bd8b45d846a25cffa09cd4d2216fb77211b03b1,12/09/2024
187706-89,Company,Yes,f8dd4b2d9f6b771317ba4ebec3b7d4192e907058b3a9b62318d677f3119c8d2f,12/09/2024
187835-32,Company,Yes,61a26dd8eabb5fe17ae182defecfde97f18ea746c54c0d60c907ff691b873b70,12/09/2024
187909-39,Company,Yes,bc7cbc5499d276e8485b8e925759ba872d5aa5e7ac3d0cb67013a63068458649,12/09/2024
187933-78,Company,Yes,203b6461b4a80d02d480a21ce8f6e14f13488df3f167c1f19e7aeb3db60f70cc,12/09/2024
187992-55,Company,Yes,793fe4090c302fe6ff23a954b6d3351830161a9a0af1e54dd3ed5bff3e912305,12/09/2024
188006-59,Company,Yes,26eec755fb89957fe7e8f3b3786ab346556e2e0d06c1de331584c6c6d641e91d,12/09/2024
188102-53,Company,Yes,27cd4670f680fc65870a78511aeab5216f5132bd093bcb366d7abcdc7634c55e,12/09/2024
205133-86,Company,Yes,165d32a8efa7fc8010d65eb255c9a843116f93052506969f83fd7ff71da0a3bc,12/09/2024
211135-96,Company,Yes,d7339fe14c3db08c72746ec9cff0c30e78e14457b984030a5187d74645fdcd12,12/09/2024
212436-55,Company,Yes,ac94fe2922251603503e1acde88df1114e38aef4453723135203de1a0bf76a12,12/09/2024
213365-53,Company,Yes,c4996fea39df6e075d161585b6de35b4f0a2694e7906f9c3e4194f053ec967b4,12/09/2024
221547-43,Service Provider,No,3932bc069a66fc0187624aac136857329657cf405b8d48d60733e2c5431b1179,12/09/2024
221547-43,Company,Yes,4e2ab8f8a3c6e253db7cc389322f68892567e047f6f4056cefa827b9dc950558,12/09/2024
221667-13,Company,Yes,a7b36cf83d71589656ab4407410a9bdf7ad5a10f0ca4e84c538ee17b083755e6,12/09/2024
221701-15,Company,Yes,d93e5e3545a2d85d08f593d43619992638cc24ff104f247b711cd7d08e9b3749,12/09/2024
221731-48,Company,Yes,aa94367a0b21a66bb2e3c7ab76c562d74dcb5834fece6f269695e8ca5bab693c,12/09/2024
221764-96,Company,Yes,34d48cc9da5fc1a0a659f87795bdebe2c9176c04e53cd0e819c1748ffe1e5279,12/09/2024
221765-59,Company,Yes,f3017de6ae0f01f6ddcf39eedf92c5df5f309f0638e6151d5a6df90a9670273f,12/09/2024
221769-37,Company,Yes,6af5f462e5b65bd5fc38d58c6ebc3d03af0e80a68922adf9a2fd61d841b5b4a8,12/09/2024
221769-55,Company,Yes,91c2614e8c2e1938054e8d201a63b276b770f4a08a994e6498763e5d1b0ce371,12/09/2024
221771-17,Company,Yes,46a3969079f65f2fc0576df3a60db3cfaff4e8bce4448f61894c31cef658b374,12/09/2024
221771-71,Company,Yes,3beb9f5d6f538661787ed805a03bff430f0b36c80d24bf3c0672dde3876bc934,12/09/2024
221858-20,Company,Yes,e6e6a0854f15aaac31e4240a85655fea2e8b6b48eb8f0e0263e712e3bd7d7e46,12/09/2024
221859-37,Investor,No,f2ba5640dc4e360fe83bdd633e9227e3a41f2ed7b8771bb039836ff5e8321c56,12/09/2024
221859-37,Service Provider,No,9f58fc7bd73f59bcc3b39f191a3bf79bb33af1d1ec2c5ec56a426b3a04a1ce90,12/09/2024
221859-37,Company,Yes,b15b0150dddcd243a1099ce422603f6736365b9b7f46b55683068b6fcda7fa48,12/09/2024
221859-82,Company,Yes,087507c9a1b16322ed330f96ed6ee7aa0eae0882fe53105d3948776735bea29b,12/09/2024
221873-95,Company,Yes,a859d1fe136d5549ec9aaf174ffa760a4e55b11b434af468b9a41dfc14e39b68,12/09/2024
221887-00,Company,Yes,800ec2f44bc8d6cd91eed6f08ee2aa8a54de40ce9a881c9f86023db10822aaa0,12/09/2024
221957-20,Investor,No,45616049d8d65e0f2e9d192f6af0fac07dfdea666a7d99f06deb1b2acc0b030c,12/09/2024
221957-20,Company,Yes,56e93a0b48454a2f504de8a96166f0f94c2eea9bade70c5d4427767e44d664ae,12/09/2024
221971-87,Investor,No,58de7c0c00684ccec1e906257560467d3f3c9deba2bb9a9b757cf4daecf91474,12/09/2024
221971-87,Company,Yes,e048c5fb9fe6ba76322abe2feb4fa5281ead3ad35cc780792fe42a192a8857c8,12/09/2024
221983-12,Company,Yes,fca61756c16dcf966a7217ed6691e38a31146de889f5031b38dd54c675e6df23,12/09/2024
222031-81,Company,Yes,3f1726014abf7600ae949065d35587f07158e35da0ee96364f3dd0d4532d4258,12/09/2024
222101-65,Company,Yes,248956ff5490d594af80467c354c87d5f4bb588e042903e58371a0a712f80105,12/09/2024
222106-24,Company,Yes,232f9353079d10949ab484e5a664b4dbab254d173354b5486a623cee96892afb,12/09/2024
222315-67,Company,Yes,2baf08932f972ee2941b0e7c03aee8e9732394a9cee7ec49d0a07873cbd4acb3,12/09/2024
222315-76,Company,Yes,a91f727d18a8573a8bd042d9f167630f776a216d6b078c3e6f2638d30e1d6211,12/09/2024
222323-50,Company,Yes,62e4abb3cd9de3b9e5f0df7f2b01ea75db5bd21738c85e3db86119f5c8b3effb,12/09/2024
222438-61,Company,Yes,435d59d6c8990b219d0c9bcb329163ec08b0d750b029be90556ec06a2ae2664b,12/09/2024
222446-17,Company,Yes,a3f32180b388d97a03b79d743e743aac7e840e34d4621b66ba36126e2a6ca8aa,12/09/2024
222464-53,Company,Yes,9318b015dfd01774bbf387ce39895363d0036976991ddc5219505e040db948e0,12/09/2024
222580-36,Investor,No,a181eaac48b55fa28a51ce83cfe772ba660131f50131246f901d8be980f9448b,12/09/2024
222580-36,Company,Yes,f8a2eed3283db2df0b4af672924ade828b560ce80bac4628625b819556f229b8,12/09/2024
222674-32,Investor,No,01599e1d32dc4866ad662493ea6dfa82d42582af508c88acfa134df3e57e4d1e,12/09/2024
222674-32,Company,Yes,c1d48180ef0ad524e818af3268855f20879a1d411df5c4b708fce1783081ea50,12/09/2024
222699-70,Investor,Yes,63631a9d99353b74680dca0e9ea31b3e446f801616e84e73d52fa6e95be1ef41,12/09/2024
222699-70,Company,No,a44a51bb893f533221adae94cc17231138f043b9f80b88cbe04c678d73d2c855,12/09/2024
222724-81,Company,Yes,feb2c73645516796712aaf40030c5492c0268875689bcafa36a54cce716848f1,12/09/2024
222725-17,Company,Yes,403b189fcf7af425f563999cfd650f3b4d18081f8bb90fbf98ed5c376e658e90,12/09/2024
222790-15,Company,Yes,dec10dd40345d5943810abd763674992ee68824d732c39765c9395d259fdd1b9,12/09/2024
222790-33,Company,Yes,3523a32def68689c671d1ef820111c63de42c32e138f4ebb4f441213d6585c88,12/09/2024
222790-51,Company,Yes,e7cb2dcdb45d7ca3421f00018166a861d09c8e347dfca0607c5a3f1a19e62c18,12/09/2024
222793-48,Company,Yes,9f0e4fa49f68be1d2a725b33e07d6d73fd8c98631c5ac7d7b20311cf0ca834e9,12/09/2024
222876-37,Company,Yes,f1a646b082df845b9b633db291fdf375e87a08436ded68ea3708a63e0f000b42,12/09/2024
222910-12,Company,Yes,53c685d1a3396dd34c8cdb38f39bb46cc1cb08a9af0135b2f28be03073487d2f,12/09/2024
222910-48,Company,Yes,4d231faabd294f7c1d9f32734caa88ad7b69bad08279e64354ddcb20d5f5971d,12/09/2024
222914-08,Company,Yes,ee2b06283843ff748fc5329c2a0420e14593c788be75b0f22a5f817f65e2d24e,12/09/2024
222933-34,Company,Yes,ec11aa14c57ea1b8cd8bd1aca2586d442e5cea31e5d27303a6bcdf06076174db,12/09/2024
222994-36,Company,Yes,480ce0d6148f15c421d9f205c11b699ca99f219bf68a71c2992cb85f9711d6e7,12/09/2024
223061-68,Company,Yes,8038d2a9673acf697888c9d40e29e7b78997d0ebfb3367108de989d2b95b3d8d,12/09/2024
223063-84,Company,Yes,46d765dd01967a032cb0590ba55422ff83b5ff3a13117e229e7a9c1d196bc9d4,12/09/2024
223066-45,Company,Yes,f29f4cb6d6fde4aaf95564b9000d7962957ac67fbba10905795eb05ce05d7dd4,12/09/2024
223066-99,Company,Yes,5b492f431658f55dd94869eb525c4ab1fa098d79ca6d90fb9ae40addaa7b7baa,12/09/2024
223070-59,Company,Yes,44443f29e728cf83c1e7474f8d524333c9e58c3f4dff6c1a7e5ff9dd833a4775,12/09/2024
223072-84,Company,Yes,df34430691c835f1c86f6b98b87310ac90f15d2c53f0271ebb09b29e4a41f5ef,12/09/2024
223074-37,Company,Yes,95eb439199500e77b46ad8a43e7f32e8e339f91ed9c707a48994cd8002ecf9eb,12/09/2024
223074-55,Company,Yes,55d5a8dcc5603faa598a279bc92177a01f6398b9d0a5c1cc13190e605f352214,12/09/2024
223077-79,Company,Yes,631dbe58d49f5b3651cf9500f5648eee0c2b15f8b4a4603115e52550663b3852,12/09/2024
223086-70,Company,Yes,35bb7f5234abb7e0f5d1cfbb9d1c9584eee10cdf794ec66d07e82edef971fd9e,12/09/2024
223088-41,Company,Yes,130f19e20bde8ce9dcd650cb4f5cbd4a74ac0117789dd94dbc40dc1cbcc13aba,12/09/2024
223088-77,Company,Yes,ff0e164749685f4df4781b61d149fba2c85a25cb2e2cb6bc15c9500c467b2b4d,12/09/2024
223089-67,Company,Yes,c2c308722a7baff3e94b70e4f0011b17449108a410cb9483423f9f2fd9969c53,12/09/2024
223090-48,Company,Yes,4a20242f2e45ef3c9e66551a537796ab9e6ee3e66f949eb08192e32a62eef1d5,12/09/2024
223090-66,Company,Yes,4c7cfab3e6339442cba8d3de0a60a42554d8324e33df0af1c6af5511af67ca4c,12/09/2024
223340-77,Company,Yes,5eb24bd8b89cbf5cac55177be72c1d2c616947057751be9aad97be0156a24650,12/09/2024
223341-04,Company,Yes,f29afda86a5c103f3b63a520d99498ae5f1504f89a810f8d216f1094d1c17ef9,12/09/2024
223404-40,Company,Yes,00c56aa13a7e42d2c7d5745f57cd68751c5b7146ba80af3efb5dd9242e1bee91,12/09/2024
223426-63,Company,Yes,8d57ad22f3c7f43ddcc4817e5b1d430e94ecce176ac85c7d1ae5206dadc9ba2d,12/09/2024
223434-10,Company,Yes,e5ba9205be1cc0c5267a7d3bec63e01058243fd8bfab96aa53aaf53393c789c5,12/09/2024
223434-37,Company,Yes,c59445e5b5252b3daeb65fa682c4c460b607ba27fa65f8fad232bc9a12fb3c1a,12/09/2024
223480-18,Company,Yes,54b15dcce66c71bbdf8c79a5e28839bdf08462917867ea4ca9754e0494f2e35a,12/09/2024
223490-26,Company,Yes,7fdb4196d9a546c82ccdaccbf65f8a22cbe0fd0b56cbdfdeab6c50a7d56fb019,12/09/2024
223499-71,Company,Yes,6cb1065ab38fc19da4db2c0b102da81534b19b89c480bda62420aa5ab8d99a17,12/09/2024
223499-98,Company,Yes,649513afdf4b2e6d8eb5d7a46ce7a8077a0c3d7f49d1182b050ffa01cc29e6da,12/09/2024
223501-60,Company,Yes,87f2b5bd7a967b066fb0392639f8dc32581580349081ef20abad293c52b9123a,12/09/2024
223502-23,Company,Yes,bd7380355011266125e35a81e5cb90c3aacc54b8e1fc8d22a7cde86cb2a6ce44,12/09/2024
223507-27,Company,Yes,487e6c0cda00d238941558ea622342b18109b4707755eac2394a86146834a4c3,12/09/2024
223511-68,Company,Yes,c6a3c96269d143bd1f6a95702a68ba10c334558c59157153e3712fbbb72e7e7d,12/09/2024
223512-58,Company,Yes,d4c4de57c4abdc4b0f056ebe3981a84746fea50f30f4c6a4bf89492a4829c8a9,12/09/2024
223514-47,Company,Yes,f2e2ea57ecbb115fbf72f575ccdbaae79614b68526bc03677988cc6ed4a51e5f,12/09/2024
223517-08,Company,Yes,62f3790b10ced86949350cca7259c72fb7304fb24367f4a23fc0896f7962b9a7,12/09/2024
223518-88,Company,Yes,197de2c1feb05364bc657501a69d30bb08b233ae72dd859dd06d63fa1cba2640,12/09/2024
223520-68,Company,Yes,2416cc340134f6f4414793a781b2edc907130c0622114c543629b3e8d6c99de3,12/09/2024
223521-94,Company,Yes,f50a9cb24c9979d7c4e026ec3d1207e39cfff344fd860fecc02b6574a6312dcb,12/09/2024
223522-39,Company,Yes,71befbfac92d7d15cac13fd4e4a591c06be991181ab38f14ca846f532cb7ebed,12/09/2024
223523-92,Company,Yes,fee8d51dbcd55b64c02951947d0b70d94ff2d4c0bca98db00e025c46015df86b,12/09/2024
223542-91,Company,Yes,41d3ed002d3a8a912af77f0180dd4bb00438e1539724c0dfe8850e5f83321fe6,12/09/2024
223544-89,Company,Yes,fc71ace30cebcfbe3b8c862434a4bdd1c65b45fc89da7268149e8a58059ab71a,12/09/2024
223547-77,Investor,No,9c2ffc02d825e8403ab699b69a6390f1c218f097dfe72c68bc6b72b475d2e542,12/09/2024
223547-77,Company,Yes,905ba2d2a19a2cec123c8b707e31ce0346c8c2da06b6e3a75897b45f053362f4,12/09/2024
223548-49,Company,Yes,1795b5d8beaecf29ac201dcee7fe30b6d904854539e046eb707b78c92985eabb,12/09/2024
223554-34,Company,Yes,8fe5eddbbdb5754446e637a86074c53ab240ec0b8654cda9791e03022e33ec95,12/09/2024
223614-64,Company,Yes,7493d25a1f5a2c275f4069410184062c3aeed24afa07b655e85d0fdd4725fbcc,12/09/2024
223626-16,Company,Yes,ce6aac21566bf925b611ea29fae6fa844d48e653f28bdd81d20e653153b0dbad,12/09/2024
223640-65,Company,Yes,4ea5cec6d1e664ec9dfac0eb46d867d6468fc3cf635a8d1bff8016047cad3b18,12/09/2024
223640-92,Company,Yes,f297c8a3b651181259678f4fbd18595a16fa8d4f39e239b939afda529f84ef0f,12/09/2024
223648-21,Company,Yes,b0a82eca62885f189a7da59cc36d4e6caa04cb2e66c75af56f0479a05fcaa62f,12/09/2024
223648-30,Company,Yes,8a91da630dd235a830826bf7b4221b8b62d1ace0ea98915add55c229f8550c8b,12/09/2024
223648-39,Company,Yes,5cbf751bfb8ebd432424be8f8b616a65891f5b833310135ec52db48eba85cd7e,12/09/2024
223648-48,Company,Yes,6a05c00c17cd15e18156ad8dfa5b06f3fe9a051c4449bb991c4b90319c8c6da5,12/09/2024
223648-66,Company,Yes,be599753e159c4e683f78cbef1ab62882a7429923db6de41b15b41daa294e880,12/09/2024
223648-84,Company,Yes,25c4ffd97dc0285c838a5a110001072099eeec8be5a65491f3fd55680dc40a4a,12/09/2024
223657-30,Company,Yes,8103450d21f76ea945086f0c60e08c38be05c60b202a41cc3c231ae2559eb304,12/09/2024
223707-70,Company,Yes,816958fb77f88f2b3ac6dc02d59f4ec5f822f49e364b7632e437a6d88c8b28f1,12/09/2024
223769-08,Company,Yes,ad49cb9fe96ab9db7b195d71e89b192b506d4ed5826c16d2b42f392d269ed432,12/09/2024
223953-76,Company,Yes,5e80f8be45fde32aeb4f99416d698bf87e9ac790a6ec5065f65bbf70b4ba104d,12/09/2024
223955-83,Investor,No,d9cf98605f01afac07a557c6463250154cab5e7a53a2fced6f291c07f1d348ee,12/09/2024
223955-83,Company,Yes,68e5471d0ef51913b8495eacdf3d355d85dc8f813a44b3ed48113f4a4f0e645f,12/09/2024
223964-11,Company,Yes,4a7d18d19a8947febc77b15cad8f6e72434fa7d74f26261cae005ecbee806daf,12/09/2024
223985-80,Company,Yes,1f46f598226759ba1b577ac7b4c600e56fa1b4b5dc5a6924b7355521650fc236,12/09/2024
224012-89,Investor,No,75136218027458a7c0573030531e14b3129e3f6b06324a9e435e62592ef28a91,12/09/2024
224012-89,Company,Yes,5a297c99f462e69477064858fa438b2c0be412863a38f9b43cb04b87e92f046b,12/09/2024
224121-07,Company,Yes,c224d895656a8aa6c6fb90501ac7b7bfa09ea1d38d15eac75fc11aca967a62d8,12/09/2024
224144-29,Company,Yes,b2ab73cbe1133b17f84ee153f4793f71e40d774fad52552d3f9e398df9f8fd61,12/09/2024
224192-71,Company,Yes,4d0953720cd849e13b402b75e3d1b5e43585c26d1e5e10caca7aac8fea624d69,12/09/2024
224192-98,Investor,No,bd26d6be358555502447a0f0e484195b7bc7f45da130937d902047eb4464643c,12/09/2024
224192-98,Company,Yes,7628cb4fcafb9f3fd1f6be987558bcab5b7d284ce5af36e63efead9860e3f0c4,12/09/2024
224193-61,Investor,No,23d2263a3fdf9c4bbb1174dcbe44667a98ce3088c87b022a71f6a44a36fcde32,12/09/2024
224193-61,Company,Yes,4403109540a98ec94001f908f3b53d58b5d6a916e282c45a11ebdf8e68d0c858,12/09/2024
224282-26,Company,Yes,f018ff4a140e9b2834dd99b85bbfbcaab5350c8be394710edcea22ce10f24cc4,12/09/2024
224339-95,Company,Yes,103d4f66ae33ccec8a4a194ce3d5892e008d3f3e982ec02c36b0118e07bdc388,12/09/2024
224351-92,Company,Yes,50ad89ac4a8bfd64b99881a8e4d4b83eed209617fce10eb0fed96b02b2e66c1e,12/09/2024
224405-20,Company,Yes,9993e40b5098208b948ff2082cae17f8dd0e81b7bde918a07af2d005837126dd,12/09/2024
224406-46,Company,Yes,5a128657e7976efed0e10171af384856dac7d3842e4ef39909af41fb263f78c8,12/09/2024
224422-39,Company,Yes,98ca7c8b989d60d101a3094e8e1fe8e1d3f32d7af777fc14ef5d3cfd7726da20,12/09/2024
224422-48,Company,Yes,8b7d430d3e81ff6c85bf116b65b24109f79f3f6c5894a9e60ea961202a7d5a92,12/09/2024
224422-75,Company,Yes,52ba3a01be0b2e703196ef29a7e17ed5217e804fae79a949f0b1fdee91dfce14,12/09/2024
224423-20,Company,Yes,9eb9198a9e07c5f288a49417b97ebb835b43bd3aca873787dce427998dbdec8d,12/09/2024
224424-37,Company,Yes,d6a3849dae36a6b5928efcfe303b4d27f8f2150746046a591ecf33b48bbe5c7d,12/09/2024
