InvestorID,LimitedPartnerID,LimitedPartnerName,LimitedPartnerLocation,Type,CommitmentsTo,LastCommitmentDate,LastCommitedFund,TotalCommitments,RowID,LastUpdated
11215-54,434902-96,Beijing State-owned Capital Operation and Management,"Beijing, China",Government Agency,1,06/27/2024,Beijing Green Energy and Low Carbon Industry RMB Fund,13,05c3232bd2a8e1886ff784a797132d8a336003f4d7c54cbdd9ac0eb238a78896,12/09/2024
466450-84,521741-17,Michael Bisping,"Anaheim, CA",High-net-worth investor,1,09/27/2022,WWVentures,1,8393b959ec8d234fdfcbfb18de92913a331c3f801465b25351225ffcbf0246f2,12/09/2024
11191-96,467914-06,McCance Foundation,"North Scituate, MA",Foundation,4,10/11/2016,Greylock XV,5,72c535795ff083d0a3aff89771707feb58fdf6b5f13bb67febb1ae70fd9bf56d,12/09/2024
185891-50,53228-98,Gerson Bakar Foundation,"San Francisco, CA",Foundation,1,01/01/2018,LBA Realty Fund VI,21,29abca4f01227efa2ebacf468a82823d3f7b96c536de118d7e9951bf480fdedd,12/09/2024
51089-77,106346-62,Morris Wheeler,"Cleveland, OH",High-net-worth investor,,,,,5948c98de640e068ee5c54c6384597f515399850dd172273022aa67370b12b89,12/09/2024
10768-06,65315-17,Ginger and Barry Ackerley Foundation,"Seattle, WA",Foundation,1,01/01/2021,Fortress Credit Opportunities Fund V,8,daf144bd2a3c9f8ceb1b6f575fc1b79accfbf2f2e2398b5a170e0860b04677e1,12/09/2024
11204-11,53264-17,The Wexner Foundation,"New Albany, OH",Foundation,1,12/31/2013,Iroquois Financial Partners I,4,477dea52831c7f80ece799bf4999710cbecdeb383801baaa21bcea58d44c80f3,12/09/2024
10768-06,530861-86,The City University of New York,"New York, NY",University (Non-Endowment),1,09/20/2024,Vitruvian Investment Partnership V,43,51cc1666beacd8f3e0d6554886566af2da39b8d8230b50d66c44bdec7359d35c,12/09/2024
167023-63,53226-46,James and Rebecca Morgan Family Foundation,"Los Altos, CA",Foundation,1,12/31/2018,Impact Venture Capital I,17,9d391fb5b0fee12f7c954d6895c4b415459760af636f854a2e0acdf52af31bd1,12/09/2024
11333-26,530861-86,The City University of New York,"New York, NY",University (Non-Endowment),1,09/20/2024,Vitruvian Investment Partnership V,43,b46db2d33c0ab1192676932c2787106ff53b7632c49b64704fe028883e5f4f53,12/09/2024
11581-75,53226-46,James and Rebecca Morgan Family Foundation,"Los Altos, CA",Foundation,2,12/31/2018,Impact Venture Capital I,17,246cfbf2c599c85296724cc1c2c8eb67542df8745245bfc33b0142f6174eee33,12/09/2024
57388-87,530861-86,The City University of New York,"New York, NY",University (Non-Endowment),,09/20/2024,Vitruvian Investment Partnership V,43,052af760853a4041e6f0922a9b2823fe39469221a1a8000dbeb9069c7a4aa5b3,12/09/2024
53424-46,62861-77,Niagara Mohawk Pension Plan,"Brooklyn, NY",Corporate Pension,1,04/21/2022,Trive Capital Fund IV,89,7d7db2d8c13d33447d2bfb14c2e1f591df5c3f5087faecda550f23b14c74c872,12/09/2024
433758-25,681767-56,Wormhole Foundation,"Grand Cayman, Cayman Islands",Foundation,1,,Borderless Capital DePIN Fund III,1,83c30bc43b1c2f803bfb54ebfb995746fed2e4d04dafe48e25c2c334b285f8e9,12/09/2024
11281-06,62861-77,Niagara Mohawk Pension Plan,"Brooklyn, NY",Corporate Pension,4,04/21/2022,Trive Capital Fund IV,89,5130f0337663f136f5745cc7cc3b81b947a39ccf80f9a72244f3acbc19caade1,12/09/2024
10014-49,11268-91,Partners Group,"Zug, Switzerland",Money Management Firm,,01/29/2024,Lanza Capital Fund II,248,85ab7f7cdcb994459749d928e5c178e42d8fc6c1a30e305261c5c95b5156cb1d,12/09/2024
11251-81,62861-77,Niagara Mohawk Pension Plan,"Brooklyn, NY",Corporate Pension,4,04/21/2022,Trive Capital Fund IV,89,08accc99286ed4d19dcf32c5ac5bd8c4f1b14a1cffbabc2f03eda3ff314ebf19,12/09/2024
10015-12,11268-91,Partners Group,"Zug, Switzerland",Money Management Firm,2,01/29/2024,Lanza Capital Fund II,248,d74f72432bb3213e7e01c4e2f57d84002c714a62cd51d1732e8023c19cecbc5d,12/09/2024
11193-13,62861-77,Niagara Mohawk Pension Plan,"Brooklyn, NY",Corporate Pension,3,04/21/2022,Trive Capital Fund IV,89,4cb2e62b1fba78d1bdc3dd6e4ea1506f4120a6a12ffa3631410d90baac694c84,12/09/2024
10046-80,11268-91,Partners Group,"Zug, Switzerland",Money Management Firm,6,01/29/2024,Lanza Capital Fund II,248,8450bfa6ce43ff01bd5596e6314be8091a5f549e6b7d32e7e9e80546d5331f4d,12/09/2024
10278-19,62861-77,Niagara Mohawk Pension Plan,"Brooklyn, NY",Corporate Pension,3,04/21/2022,Trive Capital Fund IV,89,3afb8a61361d34603df33134df6e2a12d9775bf9ea37f8c25787c5668ebaa7f7,12/09/2024
10051-21,11268-91,Partners Group,"Zug, Switzerland",Money Management Firm,1,01/29/2024,Lanza Capital Fund II,248,b25ee8d136970a11f8152e11fe63c0e0b43aa5d29308d150d63489b18beaef7a,12/09/2024
10121-86,62861-77,Niagara Mohawk Pension Plan,"Brooklyn, NY",Corporate Pension,9,04/21/2022,Trive Capital Fund IV,89,6eebd58bdc9c84ab5697e0fbbd0748819b12291955b8d01084c0247f0e247447,12/09/2024
10739-17,11268-91,Partners Group,"Zug, Switzerland",Money Management Firm,4,01/29/2024,Lanza Capital Fund II,248,ebe2f3c3fb88be858104c84b2ce0894e33ccb9233b7a0686df92d1c49e0e2c60,12/09/2024
433190-35,14161-33,Murata Manufacturing Company,"Kyoto, Japan",Corporation,1,04/15/2021,Restore Fund,6,371eb28372b2865eaa4edeb39b474de740fc069da69ca2e561cfe469f23ae2a7,12/09/2024
11109-61,11268-91,Partners Group,"Zug, Switzerland",Money Management Firm,1,01/29/2024,Lanza Capital Fund II,248,7a8479229f8b9ef00937027f50b795b18af9a028bddb7075e888d6a0882b1fcf,12/09/2024
11204-11,14161-33,Murata Manufacturing Company,"Kyoto, Japan",Corporation,1,04/15/2021,Restore Fund,6,2c4873e71708b13f95bceca1ee3c94d6a69ad6aaa8960e074281984dd96e5085,12/09/2024
11333-26,11268-91,Partners Group,"Zug, Switzerland",Money Management Firm,1,01/29/2024,Lanza Capital Fund II,248,d028cf58ffa9e750ad5bf9c2a6ebe3ef0da25771ba7c4c361e78922b09414653,12/09/2024
231365-80,12626-38,Unilever,"London, United Kingdom",Corporation,1,06/06/2022,Closed Loop Leadership Fund,4,330bd1c0bc7c5e528331d0eca07500781f01a9dce2469504b22ee06069e0c06c,12/09/2024
11187-82,14784-13,Sociedad de Desarrollo de Navarra,"Pamplona, Spain",Economic Development Agency,,12/31/2014,Sendogi Capital,3,e490078f368ea611edcd437a1a3382eb7f801e34d6a423efee08063a981fa4a4,12/09/2024
99359-11,12626-38,Unilever,"London, United Kingdom",Corporation,1,06/06/2022,Closed Loop Leadership Fund,4,caa804a9631f82f97de608b0fb935334f5c193d313a5302d699e0c21b4f6c93c,12/09/2024
10014-49,64872-01,William A. Brookshire Foundation,"Houston, TX",Foundation,1,12/31/2022,Fintech Collective Opportunity Fund I,30,18ff03d081646cc94419cfd10a6b6d9b4b828787e9f5ca39dc8a94b121ded35a,12/09/2024
55079-29,230400-10,Youshan Capital,"Beijing, China",Private Investment Fund,1,,Datai Fund,1,b716d5111ccb8d1a8b5d7f66fa01308d57eb06596d64573342377dc3c49c25eb,12/09/2024
53737-66,64872-01,William A. Brookshire Foundation,"Houston, TX",Foundation,1,12/31/2022,Fintech Collective Opportunity Fund I,30,0b0bf695f4ef6ceeec57786e684a23fa104ad86474e2b826f618eb27c85c4f76,12/09/2024
60239-80,58523-41,Rangatira Investments,"Wellington, New Zealand",Private Investment Fund,,,,,98b76ea8a312412ece4d23340e87cf953ae2a35865712a7496075d73202c1eab,12/09/2024
61989-40,64872-01,William A. Brookshire Foundation,"Houston, TX",Foundation,2,12/31/2022,Fintech Collective Opportunity Fund I,30,5d9fd1f61055fc598a36e673eff96abdce01fcf95105493ad21567e7335c3cc6,12/09/2024
158506-12,40402-63,Syngenta,"Basel, Switzerland",Corporation,,,,,f74527304b8759023c06ddcc7aea1551121faed1f322eb4e5fb864855e306628,12/09/2024
224549-29,64872-01,William A. Brookshire Foundation,"Houston, TX",Foundation,1,12/31/2022,Fintech Collective Opportunity Fund I,30,81689ac9acc51254ee43c54cbef7e67780be8765ad54d907f9f711c056cd197f,12/09/2024
11211-40,58901-50,Yale University Retirement Plan for Staff Employees,"New Haven, CT",Corporate Pension,2,06/16/2020,Osceola Fund I,69,6f9b518960c04eb6761d03b4447b67ca7d6957481cb5d9bc2769ee7567b5c82c,12/09/2024
11148-49,52591-78,Automotive Industries Pension Plan,"Dublin, CA",Union Pension Fund,1,03/31/2010,Penn Square Global Real Estate Fund II,10,d820000baae2804f449c26065b7207ab4d562729d7bba2e6532519e255ffe550,12/09/2024
10331-11,58901-50,Yale University Retirement Plan for Staff Employees,"New Haven, CT",Corporate Pension,1,06/16/2020,Osceola Fund I,69,84510a56df0bb55ef8e5f851d4c88aa67dfef132571c530432aa00e78264c648,12/09/2024
11318-05,58922-02,Sorenson Impact Foundation,"Salt Lake City, UT",Foundation,1,03/30/2022,UC Inclusive Credit,27,6649e205abe2fa765d9cda682026e1915cd0408ed17e16ec2767dbee15d05a6e,12/09/2024
10121-86,58901-50,Yale University Retirement Plan for Staff Employees,"New Haven, CT",Corporate Pension,3,06/16/2020,Osceola Fund I,69,75f72920822bb127b933a55d61d3bc8e5088663339e8420c76302f0f465af196,12/09/2024
54673-03,58922-02,Sorenson Impact Foundation,"Salt Lake City, UT",Foundation,1,03/30/2022,UC Inclusive Credit,27,9ee28ec96f788af3b2ebbd71b802ab978140ae632b198d982a5f1ab83b6afd35,12/09/2024
166960-36,223030-45,Government of Côte d'Ivoire,"Abidjan, Ivory Coast",Government Agency,1,07/01/2020,BLOC Smart Africa Impact Fund,1,c29afb6368e7b97b4584dae8e3f121ab6cc3e46a7480726b51c6a24fa8ed11cb,12/09/2024
56089-63,58922-02,Sorenson Impact Foundation,"Salt Lake City, UT",Foundation,,03/30/2022,UC Inclusive Credit,27,40c438bd916d5b53dbc8656f68c012abf3afbd00cbf86eb75be747beac27692a,12/09/2024
11204-11,51726-97,Abu Dhabi Capital Management,"Abu Dhabi, United Arab Emirates",Investment Advisor,1,10/25/2016,Goldilocks Investment,5,270ac4daea55737b2d3d5323fa18a96d2f6553d78fd80318c2272a6f4cd9c931,12/09/2024
107883-46,58922-02,Sorenson Impact Foundation,"Salt Lake City, UT",Foundation,1,03/30/2022,UC Inclusive Credit,27,1a4626c82a13dd227d32cb237b5d5372cd0bdbfcdd1ffb3bb8a5f7cd8e51a127,12/09/2024
89936-74,53148-97,Carnegie Corporation of New York,"New York, NY",Foundation,10,12/31/2021,Sequoia Capital China Seed Fund II,293,42442eaa9dfbe1c680dc1e07b76e3d9d87415aae6ac40aea9fbbbd3a3d27a8e2,12/09/2024
154351-72,110641-96,Senapathy Gopalakrishnan,"Bangalore, India",High-net-worth investor,1,11/07/2019,IAN Fund,3,da392912e5734c314fa464274cbbf357a1822302fa70ca696f79f8207323e2f6,12/09/2024
42202-18,53148-97,Carnegie Corporation of New York,"New York, NY",Foundation,4,12/31/2021,Sequoia Capital China Seed Fund II,293,c72cbdb96e67446364297b37080b51d921b020fd20229337590fef98c5b70a22,12/09/2024
10014-49,11575-63,IBM Personal Pension Plan,"Armonk, NY",Corporate Pension,18,02/12/2021,"Clayton, Dubilier & Rice Fund XI",666,067c50a4dcf432eda46b638d3bf58f8234cdcf08722262e96d23e1a271e53fd6,12/09/2024
11281-06,53148-97,Carnegie Corporation of New York,"New York, NY",Foundation,1,12/31/2021,Sequoia Capital China Seed Fund II,293,eeef1b47972eeb3f765e50366a24137b7d88a6be02469b69f88f1068817b1d16,12/09/2024
10015-12,11575-63,IBM Personal Pension Plan,"Armonk, NY",Corporate Pension,10,02/12/2021,"Clayton, Dubilier & Rice Fund XI",666,38e763a8880b3a80d34286375e65775935e4f2a12563e147a4074197a15a7cee,12/09/2024
11254-42,53148-97,Carnegie Corporation of New York,"New York, NY",Foundation,5,12/31/2021,Sequoia Capital China Seed Fund II,293,027f4487fca1073ffda56dd2e1b27d7e97fc5ca6d10793e0b23b88bb181a3528,12/09/2024
10046-80,11575-63,IBM Personal Pension Plan,"Armonk, NY",Corporate Pension,5,02/12/2021,"Clayton, Dubilier & Rice Fund XI",666,2a9872387177f2f896b47b669db97cca0f2767a4e97d63001f054f80f64d6bbe,12/09/2024
11237-50,53148-97,Carnegie Corporation of New York,"New York, NY",Foundation,1,12/31/2021,Sequoia Capital China Seed Fund II,293,78ac8ed149a873316915c641b7645ca4f6d57622ec3d68cefaf50e9297c8cb11,12/09/2024
10051-21,11575-63,IBM Personal Pension Plan,"Armonk, NY",Corporate Pension,1,02/12/2021,"Clayton, Dubilier & Rice Fund XI",666,3d9f159294a7e0d57391d3833d4043ae8671149dbd633b095610e292a6f0e9b3,12/09/2024
11215-54,53148-97,Carnegie Corporation of New York,"New York, NY",Foundation,3,12/31/2021,Sequoia Capital China Seed Fund II,293,20a269729cec9df5f899d892a02a4233d5bd1d8cb2861a784777459cc058e8b8,12/09/2024
10074-61,11575-63,IBM Personal Pension Plan,"Armonk, NY",Corporate Pension,11,02/12/2021,"Clayton, Dubilier & Rice Fund XI",666,7f8c20b6fbcd5ca6dc139b8e812721fac523b0f8c9b9f9ee32e3df45fc5538f1,12/09/2024
11211-40,53148-97,Carnegie Corporation of New York,"New York, NY",Foundation,2,12/31/2021,Sequoia Capital China Seed Fund II,293,d97d3157ad74c00325c3f8ad18209a094db37acb248701aa1147025c261d33d9,12/09/2024
10195-75,11575-63,IBM Personal Pension Plan,"Armonk, NY",Corporate Pension,3,02/12/2021,"Clayton, Dubilier & Rice Fund XI",666,9d6b1b7a364b14de6941c816907c6ea7180f1c229ca43d0632a058c40e236edd,12/09/2024
10150-21,53148-97,Carnegie Corporation of New York,"New York, NY",Foundation,4,12/31/2021,Sequoia Capital China Seed Fund II,293,3d1c1bedbbeba2da3dd06067c9cd69e8027eed6f4122827c36053933d02b85a9,12/09/2024
10771-03,11575-63,IBM Personal Pension Plan,"Armonk, NY",Corporate Pension,2,02/12/2021,"Clayton, Dubilier & Rice Fund XI",666,80494d717375ea7526ab4f8afbc8a973446be429f5cbb3f12b71834bc49cd400,12/09/2024
10139-41,53148-97,Carnegie Corporation of New York,"New York, NY",Foundation,13,12/31/2021,Sequoia Capital China Seed Fund II,293,03b1f1ff71d40dbb79366a4a2bb522bb48bec9d8c36a76814b6f68dc8feb67d0,12/09/2024
11135-71,11575-63,IBM Personal Pension Plan,"Armonk, NY",Corporate Pension,1,02/12/2021,"Clayton, Dubilier & Rice Fund XI",666,3dc9d6a73d7ad1491c95a9954f8c2b86d3e445a7f6ffb7866eb9cb2817dde1e9,12/09/2024
10133-20,53148-97,Carnegie Corporation of New York,"New York, NY",Foundation,5,12/31/2021,Sequoia Capital China Seed Fund II,293,2034e64c0ba2d07e327c798184f4f646d33131b2dd6aedeeb42b8911172a1804,12/09/2024
11162-08,11575-63,IBM Personal Pension Plan,"Armonk, NY",Corporate Pension,2,02/12/2021,"Clayton, Dubilier & Rice Fund XI",666,f40ee3f35ba9189fbebaa216d58b7153f556e414c1d0fa5b36ea21516d7cbcc3,12/09/2024
10123-03,53148-97,Carnegie Corporation of New York,"New York, NY",Foundation,2,12/31/2021,Sequoia Capital China Seed Fund II,293,21217a0af98b222de63704f8e01ade03bfef20aad0677ff2967bdb1845362158,12/09/2024
11165-50,11575-63,IBM Personal Pension Plan,"Armonk, NY",Corporate Pension,1,02/12/2021,"Clayton, Dubilier & Rice Fund XI",666,f9fe0198322a48ebe94ad1dba21e847502d57cf1586afc7f8384e2abc74b81ff,12/09/2024
226523-89,95354-29,State of Michigan,"Lansing, MI",Government Agency,1,12/02/2019,Harlem Capital Partners Venture Fund I,5,8896d7cfe4962a2377b0fcb21542db43cbd1f79d3e397c0f99141e726696ee24,12/09/2024
11318-77,11575-63,IBM Personal Pension Plan,"Armonk, NY",Corporate Pension,1,02/12/2021,"Clayton, Dubilier & Rice Fund XI",666,80a58e73594c5440fc66e3d18cd831bc645368ddbcd799f1d4391a4e5ea97bc2,12/09/2024
52695-82,53229-61,The Marion I. & Henry J. Knott Foundation,"Baltimore, MD",Foundation,1,12/31/2022,Accolade Partners VIII,26,620f2ba4eed3c14684677d0514158d2ddf71ddb1b565fef371ece429f235ef0f,12/09/2024
11320-66,11575-63,IBM Personal Pension Plan,"Armonk, NY",Corporate Pension,1,02/12/2021,"Clayton, Dubilier & Rice Fund XI",666,93784502854f2cf53a1c46e66ee16239a7a90645652361d10fbb745b069b5c06,12/09/2024
11270-53,53645-23,Oklahoma City Employee Retirement System,"Oklahoma City, OK",Public Pension Fund,5,11/04/2024,Saw Mill Capital Partners III,32,64584225d9737d6295d2246c506a1542fa7d638307b307ce39228507b55762b2,12/13/2024
52800-67,11575-63,IBM Personal Pension Plan,"Armonk, NY",Corporate Pension,3,02/12/2021,"Clayton, Dubilier & Rice Fund XI",666,930c98b9291ccab86d15e676765d9374569e9d7cea6a962238d43d48837b8499,12/09/2024
60239-80,168157-54,Ngāi Tahu Holdings,"Christchurch, New Zealand",Private Investment Fund,1,04/01/2021,Pioneer Capital Partners IV,2,0f9446f99b1ad172ece416429b59e6bcb8e1d1b95cae26367275545ec9ddfbf3,12/09/2024
10014-49,470668-87,The Barry Foundation,"Fargo, ND",Foundation,3,12/31/2022,RS Global Energy and Power Private Investors Offshore VI,15,a823ebe8b00b2eea611fe48ea025357202d9ed5c017266d46621d3d637adda4c,12/09/2024
52695-82,53153-38,Weingart Foundation,"Los Angeles, CA",Foundation,1,09/11/2024,Fika Ventures IV,10,7ebbff546cc67d9393ecb4fdae070f29d49b8a36f8ae4aec474359c3866be487,12/09/2024
10071-01,470668-87,The Barry Foundation,"Fargo, ND",Foundation,2,12/31/2022,RS Global Energy and Power Private Investors Offshore VI,15,156f0496b91bab4dad7982e7cb0b2d2c9c3881164b8ba3a7bd585ed3a718666b,12/09/2024
154240-03,158834-53,HP Tech Ventures,"Palo Alto, CA",Direct Investment,1,12/01/2019,SOSV IV,2,361fd380ae94b4395da34e89d50a4e43265a5d9548c3d4c5f6ecee1a93deae74,12/09/2024
10768-06,65540-62,BAA Pension Scheme,"Reading, United Kingdom",Corporate Pension,1,04/08/2021,BlackRock Global Renewable Power Fund III,2,859abf45363c6a9a1dbb99cd1c24859ce44e29ca6f61ddb6ae9504a6bcacafc1,12/09/2024
45723-34,180382-69,National Pensions Reserve Fund Commission,"Dublin, Ireland",Government Agency,1,12/31/2016,Rockspring Peripheral Europe,11,d15a0a4c79a1f5c63f6251277f4a477a3c2ef21e06f23f21dd6a9d168ca1d68c,12/14/2024
10014-49,11588-14,Michigan Department of Treasury,"Lansing, MI",Government Agency,32,10/01/2027,Carlyle Partners Growth Fund,911,db4e30f9d293f92901a9abeca95d2cb547c9114a5c335777d7d671acf8462a9d,12/09/2024
230952-52,231769-81,KSK Angel Fund,"San Diego, CA",Direct Investment,1,05/07/2019,Chiba Dojo Drone Fund II,1,17d1d805ec3e6bc0d022a197d7c652ec460885515d76a5d18d727c778399cc96,12/09/2024
10015-12,11588-14,Michigan Department of Treasury,"Lansing, MI",Government Agency,12,10/01/2027,Carlyle Partners Growth Fund,911,de41cb6d5936eea1a3980efb46cf1d40a01975d9ef6f5bfc01351f331df2dc98,12/09/2024
58068-64,234641-98,Kentucky Teachers' Life Insurance Plan,"Frankfort, KY",Public Pension Fund,1,05/08/2024,Silver Lake Partners VII,31,939b2ed044b980e74f6a534573c36293176dd541055229bb46ca78c8bbe8e341,12/09/2024
10018-18,11588-14,Michigan Department of Treasury,"Lansing, MI",Government Agency,2,10/01/2027,Carlyle Partners Growth Fund,911,7bf065d1606b30af5213c3c12291a4cf24c802ed2ca427a415aea016ed8ee24f,12/09/2024
10278-19,234641-98,Kentucky Teachers' Life Insurance Plan,"Frankfort, KY",Public Pension Fund,2,05/08/2024,Silver Lake Partners VII,31,cac53441573fe1ea57e439998d72aff55973c0fa5f166421092b3440eb9c4255,12/09/2024
10051-21,11588-14,Michigan Department of Treasury,"Lansing, MI",Government Agency,16,10/01/2027,Carlyle Partners Growth Fund,911,2fb1cadc8e94abeaf481d59f04fa8b5747413042da6c3791b65b86f59d9a3d3e,12/09/2024
52695-82,58815-19,Berkshire Taconic Community Foundation,"Sheffield, MA",Foundation,1,11/19/2024,Silver Point Specialty Credit Fund III,44,51b94fc6c427aef41a030828137e43bf9f4e7018a98794e0fe903e8dfb4900be,12/09/2024
10052-11,11588-14,Michigan Department of Treasury,"Lansing, MI",Government Agency,7,10/01/2027,Carlyle Partners Growth Fund,911,b3d90cd04ffd9a34ddf8e7c4a1a395d4c4fdd4097ee77d54fe94c19a712919ad,12/09/2024
342094-33,11561-86,Delaware Public Employees' Retirement System,"Dover, DE",Public Pension Fund,1,10/02/2024,Summit Partners Growth Equity Fund XII,43,e939fec86e688c97c18c1e0f600c84adee6c9eb4eac2a5caa097aed0a0ffacac,12/09/2024
10052-20,11588-14,Michigan Department of Treasury,"Lansing, MI",Government Agency,6,10/01/2027,Carlyle Partners Growth Fund,911,6ca8bd5a3e75f562c735a7940796c03eb89f048983e1f8e478799260de0214b6,12/09/2024
11240-47,11561-86,Delaware Public Employees' Retirement System,"Dover, DE",Public Pension Fund,4,10/02/2024,Summit Partners Growth Equity Fund XII,43,2bf99412f471981db3a472124fb0025cbf6273f34f4e57e6fe81766c22fee472,12/09/2024
10071-01,11588-14,Michigan Department of Treasury,"Lansing, MI",Government Agency,9,10/01/2027,Carlyle Partners Growth Fund,911,912a4a880acf4ae1d0aaf13539ea04d512acd3b18b39c6383cb719fc74a7b4e6,12/09/2024
11215-54,11561-86,Delaware Public Employees' Retirement System,"Dover, DE",Public Pension Fund,3,10/02/2024,Summit Partners Growth Equity Fund XII,43,5e36b61980b758015b6e3adaedd8cf9d7ad84eec410059bd6e7c76ca0215845a,12/09/2024
10074-61,11588-14,Michigan Department of Treasury,"Lansing, MI",Government Agency,15,10/01/2027,Carlyle Partners Growth Fund,911,23cec62965b3763297d82a87ccb0ed23c5425543097c023d6f3cf3702c791094,12/09/2024
10139-41,11561-86,Delaware Public Employees' Retirement System,"Dover, DE",Public Pension Fund,9,10/02/2024,Summit Partners Growth Equity Fund XII,43,a90d1be4ab9628539d934cdccd69e511be9217885d534f009a0be00f7bfc18f7,12/09/2024
10234-81,11588-14,Michigan Department of Treasury,"Lansing, MI",Government Agency,1,10/01/2027,Carlyle Partners Growth Fund,911,5ac00015c3eb1dea759a2f89052d46928b609242d54631623eb48821b2eead7e,12/09/2024
10121-86,11561-86,Delaware Public Employees' Retirement System,"Dover, DE",Public Pension Fund,2,10/02/2024,Summit Partners Growth Equity Fund XII,43,f34f979860b0a6ae073a9f2a328ff17c9fea829a0d7426c3b0bfc46313df361e,12/09/2024
10768-06,11588-14,Michigan Department of Treasury,"Lansing, MI",Government Agency,3,10/01/2027,Carlyle Partners Growth Fund,911,3dad080212ad21f5c995fe563a007134c301bb27fe2262f7c1fc41e588941ae1,12/09/2024
10301-14,53210-80,The John And Mary Corcoran Family Foundation,"Braintree, MA",Foundation,1,12/31/2020,Alcentra Global Credit Alternatives Fund,5,670af633d5a5a609532e26d46146bf799d607f099ae76e653053d3e36f5bd664,12/09/2024
11111-41,11588-14,Michigan Department of Treasury,"Lansing, MI",Government Agency,5,10/01/2027,Carlyle Partners Growth Fund,911,720fd043d195b9ec3b83157fb933f73139ddd9df4d78516a2c499216b7cf520c,12/09/2024
11581-75,53163-91,Boettcher Foundation,"Denver, CO",Foundation,2,04/10/2020,Arbour Lane Credit Opportunity Fund II,47,232ff3720cfa3ce945fabdf819faef6f08a421b485ad88bf6770861ac1496473,12/09/2024
11148-49,11588-14,Michigan Department of Treasury,"Lansing, MI",Government Agency,2,10/01/2027,Carlyle Partners Growth Fund,911,217ace92c9acdec9eb572ac34ab04d582137dbb4ef4102dabf0196b8a88ed810,12/09/2024
182675-98,53182-18,F. R. Bigelow Foundation,"Saint Paul, MN",Foundation,1,10/26/2021,Bread & Butter Ventures Fund III,14,577b0092be3dda93b630eb1e591bf2c238f5abe2464fe62f0c3a45e34ab56db5,12/09/2024
11333-26,11588-14,Michigan Department of Treasury,"Lansing, MI",Government Agency,11,10/01/2027,Carlyle Partners Growth Fund,911,4eb7a7c72f70145fba25dcf54bd2c10f98ebceb993f510895e90a034b86aee3c,12/09/2024
496397-62,51970-69,Alchemy Ventures,"New York, NY",Direct Investment,1,05/26/2023,Dispersion Capital Fund,1,1e25b2c4b5857f9658adead18d985e18fefdf73fb3a536efa8783e296c400d5f,12/14/2024
38425-06,11588-14,Michigan Department of Treasury,"Lansing, MI",Government Agency,1,10/01/2027,Carlyle Partners Growth Fund,911,0766aca2aef4ae79eebf8702cb4a2585acec4cc21858c1df119a9483f3ae6148,12/09/2024
89936-74,52040-44,Claremont McKenna College Endowment,"Claremont, CA",Endowment,2,12/14/2016,TDR Capital IV,9,c7f64d3afdbf663a5d8c3b4a40c08f1f8c078c076d449ad5ff285723ff902ab2,12/09/2024
53920-36,11588-14,Michigan Department of Treasury,"Lansing, MI",Government Agency,2,10/01/2027,Carlyle Partners Growth Fund,911,ede0ce053fd02ef9586739f7ec3b5d153de4aedbada31ee2bee10df489a61a12,12/09/2024
84034-54,63099-55,Stamford Health System Retirement Income Plan,"Stamford, CT",Corporate Pension,1,10/24/2017,Taconic European Credit Dislocation Master Fund II,22,7e142c0a6f05867230ea63ec9c62b9712e04ba16f2308e8132c1ce9381d2cb79,12/09/2024
57998-80,11588-14,Michigan Department of Treasury,"Lansing, MI",Government Agency,3,10/01/2027,Carlyle Partners Growth Fund,911,56234d42b176bbbdccd698e84c5d48f072ebf95a19ffa89bc6d2092f89770edb,12/09/2024
11204-11,63099-55,Stamford Health System Retirement Income Plan,"Stamford, CT",Corporate Pension,3,10/24/2017,Taconic European Credit Dislocation Master Fund II,22,8ef30121bf155cdc724fb542acc2e92c2224e2521710de148c4b4b050138b2fa,12/09/2024
169090-75,11588-14,Michigan Department of Treasury,"Lansing, MI",Government Agency,1,10/01/2027,Carlyle Partners Growth Fund,911,ed53d8e6f0b0c557bf65dc1e9f6392e89063da73e1cba9730c9e342c035fb7d5,12/09/2024
434086-66,160177-24,Warren Campbell,"Stockholm, Sweden",High-net-worth investor,1,06/01/2017,Propel Capital III,1,ebb984f311c8965ce386f813cdbb34b8fe65122b719d431e04dd5afce3b95bc0,12/09/2024
11298-79,11609-29,Swiss Investment Fund for Emerging Markets,"Geneva, Switzerland",Economic Development Agency,12,07/19/2024,Metier Capital Growth Fund III,137,fd0b8bcb13edbd4b075badf05d990a90e682c0f8ca26cc81f1d444b90280124e,12/13/2024
56745-10,232992-10,Rabo Frontier Ventures,"Utrecht, Netherlands",Fund of Funds,1,,,5,3410fbc6a051868286416d1fd8bc4445fdfc8242d48c0660b8f9814d5f0ce650,12/09/2024
11524-42,11609-29,Swiss Investment Fund for Emerging Markets,"Geneva, Switzerland",Economic Development Agency,3,07/19/2024,Metier Capital Growth Fund III,137,90b803f84d530bfbaaae9528f2dfe7fa454231ee38cd77dc495fc3b583015fa6,12/13/2024
51189-94,232992-10,Rabo Frontier Ventures,"Utrecht, Netherlands",Fund of Funds,1,,,5,e9af1a1ed961fe509fda3d6a2dbf7da330ee5d1315f14608c1061e15e43bdbe0,12/09/2024
