FundID,LimitedPartnerID,LimitedPartnerName,LimitedPartnerType,CommitmentStatus,Commitment,CommitmentDate,CommitmentType,Comments,RowID,LastUpdated
14210-29F,11602-18,Rockefeller Foundation,Foundation,Current,,12/31/2015,Original,,550ee34fe14722f9cfc932faa36f740a911aa14c15a93f8b4383f250d090603a,12/09/2024
14416-21F,11602-18,Rockefeller Foundation,Foundation,Current,,05/07/2014,Original,,537566760a6968e0b04d43612c98f15988dffc1a44fbfc3f8869e26c91a603f4,12/09/2024
14579-65F,11602-18,Rockefeller Foundation,Foundation,Current,,06/03/2014,Original,,4b598e4b676aa370f50e56b2868498b163b8c30f49edae10f2f3e74203b73516,12/09/2024
15243-40F,11602-18,Rockefeller Foundation,Foundation,Current,,02/01/2016,Original,,b6142c3291dc79007c074233b381a571621f911fa7466c74b201a13ad104a1d8,12/09/2024
15294-52F,11602-18,Rockefeller Foundation,Foundation,Current,,12/31/2011,Original,,aaa757e604284aafd2846e85bc477df9bdd631ff87ee1ab321330aa1efa224ab,12/09/2024
15294-52F,11602-18,Rockefeller Foundation,Foundation,Current,,12/31/2011,Secondary,,e76e22d51842c6f327681f3181b83e818fec663c2351b5740839e025a1f443ff,12/09/2024
15436-00F,11602-18,Rockefeller Foundation,Foundation,Current,,01/25/2016,Original,,4a9a4cbe70b7857341ff53712ce4f9d10edae7628ce28fee2b490b08ad3f70a6,12/09/2024
15459-85F,11602-18,Rockefeller Foundation,Foundation,Current,,04/12/2016,Original,,d302acf2a8c8418bc5aefe86df400a9f5618e1d87d880900b92ea1cb60884cf6,12/09/2024
16203-52F,11602-18,Rockefeller Foundation,Foundation,Current,,08/21/2018,Original,,bb3ed8b45eb66343fa14f6cc762401876a1e28463a546501c5cccb484b44daad,12/09/2024
16411-15F,11602-18,Rockefeller Foundation,Foundation,Current,,10/16/2018,Original,,a9f057a5bcc2c19741fd2336baa5190202f9a85eeb6001ac3ff155651c54fa3b,12/09/2024
16411-15F,11602-18,Rockefeller Foundation,Foundation,Current,,10/16/2018,Secondary,,ef3fa10bdf1b850b3a0134c1c842d35072404839c540b325967204757590f9ff,12/09/2024
16411-69F,11602-18,Rockefeller Foundation,Foundation,Current,,10/16/2018,Original,,f4b86be287434b4af10ae0b4fa0a1a41070640aed57d7d1d95fe8acfd43b26b7,12/09/2024
16575-67F,11602-18,Rockefeller Foundation,Foundation,Current,,03/14/2019,Original,,d57a98b007cc454b7f3bf1da512c589bc4d9ed391cf8dc057373530594c0ec54,12/09/2024
16606-63F,11602-18,Rockefeller Foundation,Foundation,Current,,07/17/2019,Original,,37435b5574cd4abf4ccbdf5cea1a41953f5cfa8c81c34f9f8007b3787ad4a836,12/09/2024
17436-34F,11602-18,Rockefeller Foundation,Foundation,Current,,01/27/2022,Original,,8f590a7ee60d0d959877835496a4de2455255de3a76498bf77bcdc2df9aaa102,12/09/2024
18008-02F,11602-18,Rockefeller Foundation,Foundation,Current,,03/21/2019,Original,,f7e609e40f68b31d4b8e2b4c562b03a2f5726deddf4c5d715f61cfe3fcf963ba,12/09/2024
18008-02F,11602-18,Rockefeller Foundation,Foundation,Current,,03/21/2019,Secondary,,d533d697b36ba33d2f08fe885c9dbc33a07726e8f753cc588432a52244dbc5f9,12/09/2024
21333-43F,11602-18,Rockefeller Foundation,Foundation,Current,,,Original,,bd48bc4c79b0fa22c7a1599f9ef8750e123ad43a0713a1f22fc4005737a0a020,12/09/2024
13002-40F,11603-08,Sacramento County Employees' Retirement System,Public Pension Fund,Former,16.35,01/05/2012,Original,,0d28d08f350ce0c6dcc2384db6bc2d54e86495ad31e0e9a380c442aafdbece52,12/09/2024
15327-19F,11603-08,Sacramento County Employees' Retirement System,Public Pension Fund,Current,30.00,11/05/2015,Original,,cfced7793149d23dfb7e57efabf660fa184a7ee391196ef1b3ec97b1445143d4,12/13/2024
17708-32F,11603-44,San Antonio Fire & Police Pension Fund,Public Pension Fund,Current,20.00,12/31/2021,Original,,c2de75c11239190331a8f1ad397fe178da9cb02662b617275450758f78a15c71,12/09/2024
18692-20F,11603-44,San Antonio Fire & Police Pension Fund,Public Pension Fund,Current,25.00,12/31/2021,Original,,4505f1bc1a3ba798f7383ca6759c552a1943531c3e8020e93a90255089444817,12/13/2024
15369-40F,11603-53,San Bernardino County Employees' Retirement Association,Public Pension Fund,Former,10.00,08/01/2016,Original,,bb4ff7f5109a5316e16ca2e51166c6ff30da7f7e150d436be493cc39f9e40f17,12/09/2024
15651-91F,11603-53,San Bernardino County Employees' Retirement Association,Public Pension Fund,Former,25.00,12/31/2016,Original,,2a6e4727ff8f430fb09193182a9717c7cd153b3f1273914712ec47962cd5404e,12/13/2024
16178-68F,11603-53,San Bernardino County Employees' Retirement Association,Public Pension Fund,Former,25.00,06/29/2018,Original,,3409563c163a473cbd81aaa04d3fb55934d57478044b2aff69b72f60ee6cb5dc,12/09/2024
11117-62F,11603-62,San Diego County Employees' Retirement Association,Public Pension Fund,Former,7.50,06/01/2000,Original,,58d2c8b05a66957dd442b1c89af74a9de20c3fc34e71269d619d2ff56c7d18db,12/09/2024
11032-30F,11603-71,San Francisco Employees' Retirement System,Public Pension Fund,Current,15.00,01/01/2005,Original,,d00922338b8076ff000b154df0988bc8c937bb60358dd32b46d5ff10a70bd8fe,12/09/2024
11190-16F,11603-71,San Francisco Employees' Retirement System,Public Pension Fund,Current,15.00,12/31/2001,Original,,929ec12fedabf2cece0d1822903d43a16053997b920c270a02cd342685fc6a93,12/09/2024
12427-39F,11603-71,San Francisco Employees' Retirement System,Public Pension Fund,Current,10.00,07/15/2010,Original,,2378165eaa0a003a32d7a4cafacb0343897f48bce544e14b217e263bbc678eed,12/09/2024
12701-08F,11603-71,San Francisco Employees' Retirement System,Public Pension Fund,Current,,07/06/2010,Original,,65a019d7dae4b7f0433c3947ef4131fb4426b0f83f02c3f4a90ef6db36c40d52,12/09/2024
13215-79F,11603-71,San Francisco Employees' Retirement System,Public Pension Fund,Current,10.05,03/01/2009,Original,,bd1844d46f41cdacd0de9843095275b472f2b4f93db50aec830d9d2a87cb360f,12/09/2024
13790-89F,11603-71,San Francisco Employees' Retirement System,Public Pension Fund,Current,20.00,09/13/2013,Original,,182cea5f8ae3dbf30a560e06b79fb56500b07a61d1593c1d5aa4666bb104e158,12/09/2024
14416-21F,11603-71,San Francisco Employees' Retirement System,Public Pension Fund,Current,25.00,03/20/2014,Original,,91d3fca1a60f6d6864084f93d57d0a4ed215577aac94ec35e6b0dd6341300cbb,12/09/2024
14919-85F,11603-71,San Francisco Employees' Retirement System,Public Pension Fund,Current,75.00,04/21/2015,Original,,417a9d6da20dc1ef7495c1c86accd388672e15195bc9b25996c834c349f824c3,12/09/2024
15327-19F,11603-71,San Francisco Employees' Retirement System,Public Pension Fund,Current,15.00,11/17/2015,Original,,8f5d71620f2af805ba30384adfacb81065bdaec5d918022de2c80722df545302,12/13/2024
15459-85F,11603-71,San Francisco Employees' Retirement System,Public Pension Fund,Current,20.00,04/12/2016,Original,,b25e17bd3bc5b176cd1736ab1e4ffaa1040a365f7f0f91ff44b0cd3d3a41636f,12/09/2024
15720-85F,11603-71,San Francisco Employees' Retirement System,Public Pension Fund,Current,50.00,03/08/2017,Original,,a2742913cfeb7c96dbf81a63a1fb327020332131951099d0694435eee9c2ff2e,12/09/2024
16033-87F,11603-71,San Francisco Employees' Retirement System,Public Pension Fund,Current,30.00,07/25/2017,Original,,813b5c9dc26ef22e62a3cdbeb5dbe36411bea4b27f694e6ecfb2c61f3275b811,12/16/2024
16059-79F,11603-71,San Francisco Employees' Retirement System,Public Pension Fund,Current,80.00,09/26/2017,Original,,bb741234d80f6d8524029f99897fe0ec502985336f4e79cb713d7435139427aa,12/09/2024
16326-19F,11603-71,San Francisco Employees' Retirement System,Public Pension Fund,Current,25.00,07/17/2019,Original,,c2a6924c2b67f0c8786ac03adec52e5325fcbbe0b876b0a67a6bea920f0037c8,12/09/2024
16342-03F,11603-71,San Francisco Employees' Retirement System,Public Pension Fund,Current,35.00,07/09/2020,Original,,38bebb3c6135095a05351e0331a683c14158bbf2f0f8144db33e570ab10dd048,12/10/2024
16411-15F,11603-71,San Francisco Employees' Retirement System,Public Pension Fund,Current,12.00,10/16/2018,Secondary,,2667475f2c99cb811a9eaf32a0c699db1550c3d53c02ac715953c21c878997c5,12/09/2024
16411-15F,11603-71,San Francisco Employees' Retirement System,Public Pension Fund,Current,48.00,10/16/2018,Original,,9a73edc61bf696af78161e9361bf07cd071b326ac33583827228151b39081f17,12/09/2024
16411-69F,11603-71,San Francisco Employees' Retirement System,Public Pension Fund,Current,20.00,10/16/2018,Original,,130af0a9d8634a69a878e3f006a9869552727835fb1767f136e35f88e9daf4fa,12/09/2024
16676-20F,11603-71,San Francisco Employees' Retirement System,Public Pension Fund,Current,30.00,07/03/2019,Original,,a578a9603ccd261024c102ba4b1b24d5da6b9e03be2551def25abbe9987fcfec,12/09/2024
18063-91F,11603-71,San Francisco Employees' Retirement System,Public Pension Fund,Current,48.00,01/28/2021,Original,,859a8ef1c3bbf077d331b058444c01569b36dff3dd248fa189515f678c120ac8,12/09/2024
18063-91F,11603-71,San Francisco Employees' Retirement System,Public Pension Fund,Current,,01/28/2021,Secondary,,e163b8a7cdd73bda7db25308bba926e549eae69730fde13754f79c4307783b3d,12/09/2024
18064-00F,11603-71,San Francisco Employees' Retirement System,Public Pension Fund,Current,20.00,01/28/2021,Original,,4ec790a423710a310fb964bb41f1634771218b4504cd0d2650912c60b7236b07,12/09/2024
20099-80F,11603-71,San Francisco Employees' Retirement System,Public Pension Fund,Current,25.00,11/17/2021,Original,,ef51a4d365ffc2df22a7ac4dd60f49bd0dc7437e86279eb9df61a51a16c14804,12/09/2024
20099-80F,11603-71,San Francisco Employees' Retirement System,Public Pension Fund,Current,,11/17/2021,Secondary,,3ef685694043fcbe2b3dacfb842d48a9ad3d6db890567b0afcd7605aee22eea6,12/09/2024
23866-03F,11603-71,San Francisco Employees' Retirement System,Public Pension Fund,Current,,,Original,,efd3673d3753d6b90e5e370400a687b24bffe56796963997032baea38d1f5c6d,12/09/2024
20993-14F,11603-80,San José Federated City Employees' Retirement System,Public Pension Fund,Current,5.00,12/07/2021,Original,,b70ff0152c1cf48d00d8834032eb0d2676baaba3ac154e8853ea9459388ef951,12/09/2024
13152-34F,11604-43,Seattle City Employees' Retirement System,Public Pension Fund,Former,15.00,12/31/2006,Original,,8cb4782614c7161fff61b2bc1e36781e184654f03dceb7d5223212c36e4f06fe,12/09/2024
11144-89F,11605-33,SilverHaze Partners,Family Office (Multi),Current,,01/01/2000,Original,,cad7a2c71e62af8705a2b81ac227a930aa8604895b9ba80839261a837818e2b8,12/09/2024
16178-68F,11606-86,South Carolina Retirement System Investment Commission,Public Pension Fund,Current,,06/29/2018,Original,,69bb79825c1170f3b7e1032961c016c3ab451643697af5198ee3b66e6a26a748,12/09/2024
16049-89F,11606-95,Spelman College Endowment,Endowment,Current,,08/23/2018,Original,,6cfb836f92afb3400f963ca842159dd0dbe10c7d68fd15b951d2ccfd09e473eb,12/09/2024
18469-36F,11607-22,Spur Capital Partners,Fund of Funds,Current,,12/31/2022,Original,,13bb55924bca973251d177ddc5d70d49640a14e8a1bf0f5585bbbefcef2eb91f,12/09/2024
11087-29F,11607-49,Stanford Management Company,Endowment,Current,,12/01/1999,Original,,66c50a9e597097a1b21619eed3c46d63300dee2d2262465b492a4c05c625ba70,12/09/2024
15122-35F,11607-49,Stanford Management Company,Endowment,Current,,10/16/2015,Original,,c8bc1074fd18a4c4d0abb13c22445fdba06435d8b2595988d6a47a444ce3b6d7,12/09/2024
13002-40F,11607-67,Employees' Retirement System of the State of Hawaii,Public Pension Fund,Current,3.20,01/05/2012,Original,,632d4b3d8fdbfe2f06364916f59390d17743323921a31cbe8bb3172c66196b0e,12/09/2024
13002-40F,11607-67,Employees' Retirement System of the State of Hawaii,Public Pension Fund,Former,3.20,01/05/2012,Secondary,,11cabbb3577bf351ee938ed32c59972419d315340c6986fa3d8d550f86b6a71e,12/09/2024
15720-85F,11607-67,Employees' Retirement System of the State of Hawaii,Public Pension Fund,Current,15.00,10/04/2017,Original,,fe2eeb620e3d7bbc785919e2efc907c020ece46a0d8153c4a9eeb537834219d0,12/09/2024
16239-97F,11607-67,Employees' Retirement System of the State of Hawaii,Public Pension Fund,Current,20.00,06/21/2019,Original,,98973b0a8be0a86775fced940a9481459f63e5e48bc75b7c2708735cd8abac2e,12/09/2024
16252-48F,11607-67,Employees' Retirement System of the State of Hawaii,Public Pension Fund,Current,35.00,04/05/2018,Original,,70672b016d96d47e6b28f871813f2331a97f7a465fa42c34668cda6bd320dab0,12/14/2024
16712-83F,11607-67,Employees' Retirement System of the State of Hawaii,Public Pension Fund,Current,25.00,08/01/2019,Original,,93196a76eb92f643408057975161f9a83e717b529538431394ef74cd427e9f02,12/09/2024
16895-62F,11607-67,Employees' Retirement System of the State of Hawaii,Public Pension Fund,Current,,02/09/2021,Original,,84f7456b60b443320dfd0c501dd315e0a34c82301d2db584be1a519ff61373c5,12/09/2024
16895-62F,11607-67,Employees' Retirement System of the State of Hawaii,Public Pension Fund,Current,,02/09/2021,Secondary,,c4fe08b28e7927837a40874dced0058edef9304403b16a535c41ffcb52fd4095,12/09/2024
16953-67F,11607-67,Employees' Retirement System of the State of Hawaii,Public Pension Fund,Current,,12/18/2019,Original,,b55fa394036d0f7cd8ce2a9af1ce4f311c846b0e816d532027e4be5a5f24cddc,12/09/2024
18276-76F,11607-67,Employees' Retirement System of the State of Hawaii,Public Pension Fund,Current,47.51,05/13/2021,Original,,9e8e29c9452966ca247ab9679b6c202279f150840c2847009f9b89ced732d920,12/09/2024
11190-16F,11608-12,The Storebrand Group,Money Management Firm,Current,,12/31/2001,Original,,b44d907cd020842e634f42d6279b8e02d9f74170d06f9ecb1a7aafb10e8ddcaf,12/09/2024
13189-51F,11609-29,Swiss Investment Fund for Emerging Markets,Economic Development Agency,Current,,12/31/2001,Original,,30bb96da829c16236a63724ad14bc4f184206c5c1e9bdb29b87ba683837cd42e,12/09/2024
14042-71F,11609-29,Swiss Investment Fund for Emerging Markets,Economic Development Agency,Current,,04/06/2017,Original,,9806d715de7cbbafe5b60e8289335574d16235b6eb78767e22c6be5ff78a3c38,12/09/2024
14392-99F,11609-29,Swiss Investment Fund for Emerging Markets,Economic Development Agency,Current,5.00,02/15/2007,Original,,7c042b76b9de61ab6a3fefa4f2531edc2edea7b638362119290b8f08a4d84397,12/09/2024
15228-37F,11610-01,Teacher Retirement System of Texas,Public Pension Fund,Current,125.00,01/01/2017,Original,,4f3df35ea9c4efd0cfc05f85bd0ac7cb3aa16383dccb0b1615a6e2fce74881df,12/09/2024
16239-97F,11610-01,Teacher Retirement System of Texas,Public Pension Fund,Current,100.00,06/21/2019,Original,,affe3efe4c52790233c4e356569b31f54b1869bf82a1fa4264f1bf5643d7ca5e,12/09/2024
12415-33F,11610-10,Teachers' Retirement System of Louisiana,Public Pension Fund,Current,400.00,01/01/1999,Original,,82c0fbd09215df72b4824b6051831c9a958be6c268c4f3ebac77082188818652,12/09/2024
15369-40F,11610-10,Teachers' Retirement System of Louisiana,Public Pension Fund,Current,50.00,12/07/2015,Original,Dana Brown,52ee1ec33adb8d19814cef49c39a1b4119348812e8428bac38fcf65ded386c4b,12/09/2024
16558-12F,11610-82,Texas Tech University System Endowment,Endowment,Current,5.43,01/01/2019,Original,,dca9923d0dcde4e341dfb961b38eac13400f8696a16624606638e2cb4b284cd1,12/09/2024
20099-80F,11610-82,Texas Tech University System Endowment,Endowment,Current,,11/17/2021,Original,,4f3ece0690dfe7b39457e84335e01936d468bb1d842613081f1da468ae4ac770,12/09/2024
14847-85F,11611-63,The Kresge Foundation,Foundation,Current,,08/24/2015,Original,,5e633f56a2a94fae4b39c95f4005de46220dc82ccf547e0a42a66736f955150a,12/09/2024
11010-43F,11612-71,Park Street Capital,Fund of Funds,Current,,12/31/2000,Original,,4a7ae71e3a8478e2ed2b20af504bb4a15ee1e70aecb97d2edaec6acb929cc0d0,12/09/2024
11190-16F,11612-71,Park Street Capital,Fund of Funds,Current,,12/31/2001,Original,,1f795228a469c5aedead9cce4cfc5c0e054e55f60060291813e2692c401d65ff,12/09/2024
13152-34F,11614-06,United Food & Commercial Workers Union Employer Pension Fund,Union Pension Fund,Current,5.00,12/31/2006,Original,,beb9ee5c0658fe923a4704ba88e6ad54b0ed72a7440be6e5e0477e02d9f31c72,12/09/2024
11190-16F,11614-24,University of Michigan Endowment,Endowment,Current,10.00,12/31/2001,Original,,de7b6a3bc9990b9ee85b6f603bef8e4362719c55755da7249f4590070518e91f,12/09/2024
11581-21F,11614-24,University of Michigan Endowment,Endowment,Current,,05/01/2008,Original,,3ac8ebc40639cebd5397baa951a90c92c4a38c2338f47377ab6b4f71666783fd,12/13/2024
11640-07F,11614-24,University of Michigan Endowment,Endowment,Current,8.00,12/31/2006,Original,,d52f31ed36404ab13a41e16f70997376e6add8b67bedca3e01954b17da881afc,12/09/2024
12732-31F,11614-24,University of Michigan Endowment,Endowment,Current,90.91,05/23/2010,Original,,76c19d9a54ebb3429fa086cbfaef2ee43a4b106c86725a920b06d87a91669cc7,12/09/2024
12975-85F,11614-24,University of Michigan Endowment,Endowment,Current,15.00,07/14/2010,Original,,b7305ae0d4fb78704137c88e2ae3eeacaabb24343db7c57982e438c26342bce4,12/09/2024
13012-30F,11614-24,University of Michigan Endowment,Endowment,Current,10.00,08/29/2011,Original,,bb359e370581ede01a2b77397b015c0df6a62dcca1bb19405019e7622ba5fc05,12/09/2024
13102-84F,11614-24,University of Michigan Endowment,Endowment,Current,6.00,06/15/2011,Original,,ce077814a751e5ee398e64642905b905d10ddbb615a5edd4bd70e8d96ceeac1c,12/09/2024
13103-92F,11614-24,University of Michigan Endowment,Endowment,Current,10.00,02/01/2012,Original,,75d9e80bcab2b0a6c32e0ee39aa632bca8fd41ef2a2261e00d0f228bf5e098d1,12/09/2024
13346-92F,11614-24,University of Michigan Endowment,Endowment,Current,12.00,08/28/2012,Original,,a2560d6d6b4cdc54ccc966446ffebe756edd3c7f5fa8d6ecb7877840cb198cb2,12/09/2024
13592-35F,11614-24,University of Michigan Endowment,Endowment,Current,4.00,08/15/2013,Original,,79c78fcf8667cb6a37832a0a5689110fbceabe401bea08767ff91945eb55f077,12/09/2024
13826-08F,11614-24,University of Michigan Endowment,Endowment,Current,,06/17/2016,Original,,ca5fe889d0bb71778f180d7d851a19599f9be6fd6f1316f9628022992c2e0215,12/09/2024
14203-00F,11614-24,University of Michigan Endowment,Endowment,Current,15.00,03/20/2014,Original,,04f8d08c5997c9c5695fffe685ab0fa207b983a603eaa46fe11daf3a6f06a9b0,12/14/2024
14210-29F,11614-24,University of Michigan Endowment,Endowment,Current,11.65,04/01/2014,Original,,e497e2dc66065484fc85878b88107524c760f8a1e3872f1875d9a6b80051e286,12/09/2024
14579-65F,11614-24,University of Michigan Endowment,Endowment,Current,10.00,10/20/2014,Original,,284feabd5ca22a990cfbc545ca8231c5e908a881c3779f7240f56a3f2ffc9cb7,12/09/2024
14735-98F,11614-24,University of Michigan Endowment,Endowment,Current,9.00,07/14/2014,Original,,7f1d656b6ca6ebdf36094c3f7551165fcd9ea44f151344d1b9fa0a5c8001d44b,12/09/2024
15228-37F,11614-24,University of Michigan Endowment,Endowment,Current,40.00,02/17/2016,Original,,f37964998665ae8b7daf7f4a63368bbdee0d5d162dd99d65f921509ee8b83ff7,12/09/2024
15228-37F,11614-24,University of Michigan Endowment,Endowment,Current,,02/17/2016,Secondary,,74ee4c646399dfaa8a852602443a35e766ecc06e597872aee10ef73927c7cf2f,12/09/2024
15243-40F,11614-24,University of Michigan Endowment,Endowment,Current,12.00,02/01/2016,Original,,9f3789402de63d6d2f5819cd5f2ac01f991c730ee9c5200bffbc7074f057e279,12/09/2024
15294-52F,11614-24,University of Michigan Endowment,Endowment,Current,,12/31/2011,Original,,bc4cd7bc2015f524f89b36fb6a58eac53e69d887bf4061705d0a797119611b61,12/09/2024
15369-40F,11614-24,University of Michigan Endowment,Endowment,Current,40.00,02/01/2016,Original,,ef5bfff0950362a1fce9b8664fa4817b2c7728e64dca1332ed9be8b8bc09e8ea,12/09/2024
15609-88F,11614-24,University of Michigan Endowment,Endowment,Current,180.00,03/29/2019,Original,,c3aeefebb906296155567248e3ab97079ca90aceb07f853ecf810e7634676142,12/09/2024
16155-19F,11614-24,University of Michigan Endowment,Endowment,Current,40.00,04/24/2018,Original,,d98433f4d00f4303ee22b9d1106454159c09ec6d921e5d41507e3611deceb1fd,12/09/2024
16203-52F,11614-24,University of Michigan Endowment,Endowment,Current,14.09,08/21/2018,Original,,70f1e741b4c0cae486d8de32ed541105a7e4aca56178c3ee9294a591648bebce,12/09/2024
16575-67F,11614-24,University of Michigan Endowment,Endowment,Current,9.00,03/14/2019,Original,,dd569e37274cd2f4ae4842258be96d24d1f4333199c708b7f3826ecddc91c9e2,12/09/2024
16604-56F,11614-24,University of Michigan Endowment,Endowment,Current,50.00,09/29/2020,Original,,34c8b7b8e50e8f18465247ac70272ca15f666866df0908e2ca3e4cad466d1655,12/09/2024
16606-63F,11614-24,University of Michigan Endowment,Endowment,Current,10.00,07/17/2019,Original,,3fcf81725d263583e2709b3417513534666bb4e6c60b73fab03d95e0e61b1645,12/09/2024
16752-61F,11614-24,University of Michigan Endowment,Endowment,Current,14.00,08/29/2019,Original,,702a49a78a0772d6be975b29443f33af7c96ed278d1652cf0fdfa185ca807efc,12/09/2024
16752-70F,11614-24,University of Michigan Endowment,Endowment,Current,3.00,08/29/2019,Original,,473c38fc77681e66536e80e915d38394700ef45f9fa9815d4a5b228f046bd65a,12/09/2024
16822-45F,11614-24,University of Michigan Endowment,Endowment,Current,,12/31/2019,Original,,6b7fc62c4232afa4e4d7decb7bb89fc1c1e18b6d3090284298f5d78e62560bfa,12/09/2024
18355-33F,11614-24,University of Michigan Endowment,Endowment,Current,3.77,03/25/2021,Original,,e32d3d4939da442cc05d5ef4be13b845662f5bc8f52b02f8ff77abb5dbd3fd57,12/09/2024
18727-66F,11614-24,University of Michigan Endowment,Endowment,Current,10.00,12/31/2021,Original,,8c54d99bb2d2232ee33afa409c6532279cf7d41245880aa57ef3b42948677809,12/09/2024
18823-51F,11614-24,University of Michigan Endowment,Endowment,Current,20.00,05/24/2021,Original,,9f6a4d73400d4e9b9f901826fc79e0b203bb1c927f582f1f9726e7a2b102c1f0,12/09/2024
18823-60F,11614-24,University of Michigan Endowment,Endowment,Current,15.00,05/24/2021,Original,,60697612b0e06b82b4a156cac9bb941c849759517b260a73abc7fc669615712f,12/09/2024
18972-73F,11614-24,University of Michigan Endowment,Endowment,Current,50.00,12/31/2021,Original,,41260611a2f4ba6a412c3d7785c9c7e7366760422862093ab35ea20f8c581220,12/09/2024
19172-35F,11614-24,University of Michigan Endowment,Endowment,Current,30.00,12/31/2022,Original,,63993784da0b259aafdb47659be132feffdce5f3e3c76c6f30a7801a5a998ec9,12/09/2024
20751-22F,11614-24,University of Michigan Endowment,Endowment,Current,,06/27/2022,Original,,441a597f62cd1dc34e1ff8b5781f28f2768f63719a8c1f5b82f6afe54cdffec6,12/09/2024
21763-81F,11614-24,University of Michigan Endowment,Endowment,Current,15.00,06/22/2022,Original,,5ab8c5d6c60ace4d782be58944d5b76e72f7c1548b2d8e09d77ed793170347e0,12/09/2024
23858-83F,11614-24,University of Michigan Endowment,Endowment,Current,,04/03/2023,Original,,875f613704a86b8868ba0b7c090ff66d655673a2aba908b11fa00a566738c735,12/09/2024
11628-64F,11614-42,University of Pittsburgh Endowment,Endowment,Current,10.00,04/10/2008,Original,,3223b4a6ffdfd2dc627ee9f38a82a9bc3c2e95b5a1d3aeb011574a7fcd33e125,12/09/2024
13407-04F,11614-42,University of Pittsburgh Endowment,Endowment,Current,10.00,05/14/2012,Original,,3a2daca6415c3deb58b2963a7f775de1085aea2734217fff12e70d03ebfd079d,12/13/2024
15231-16F,11614-42,University of Pittsburgh Endowment,Endowment,Current,20.00,09/03/2015,Original,,b188acecd2a6ee92830e99e73cb182ec9081390ece8d3441605d003b49f12079,12/09/2024
14416-21F,11614-69,University of Texas Investment Management Company,Endowment,Current,30.00,05/14/2014,Original,Lindel Eakman,b0c7e3d3acc34ede509cf23d2dc37639f82274dec88d65bd27f85eefa1519f05,12/09/2024
14735-98F,11614-69,University of Texas Investment Management Company,Endowment,Current,30.00,07/14/2014,Original,,190cd7f624c2c4f0b473c7776b02590f3fd0f06beb9200a4ca8ab025d8466899,12/09/2024
15407-38F,11614-69,University of Texas Investment Management Company,Endowment,Current,35.88,01/18/2016,Original,,419abe36e3b5fa52892592790a683898315c51c8590e047c6cda39705e0c14c8,12/09/2024
15455-08F,11614-69,University of Texas Investment Management Company,Endowment,Current,5.00,04/01/2016,Original,,16eee2a0e41e8b0d76cb9d3f48e7be7cc9fbf8c565b92fd19f62ad4e4c43b874,12/09/2024
15459-85F,11614-69,University of Texas Investment Management Company,Endowment,Current,10.00,04/12/2016,Original,,681fcb48e46b806b73cc8e29c6070c48c1f7d974c5ec2139cd8ecdfb04e28325,12/09/2024
16361-92F,11614-69,University of Texas Investment Management Company,Endowment,Current,30.00,10/30/2018,Original,,9c5e2dce25fc9b712c673bc8a25428d825b6d80cbb503ff1f641aea601878039,12/09/2024
16403-68F,11614-69,University of Texas Investment Management Company,Endowment,Current,50.00,03/26/2020,Original,,f7b61191720983d638ed0217582686149fe3787eaaa3f4e3e1a4a118adcd9944,12/09/2024
16411-15F,11614-69,University of Texas Investment Management Company,Endowment,Current,40.00,10/16/2018,Original,,c72748177b919a4e763968fb7d2346403ff3b7406b35b0b591c4c91b6dad1580,12/09/2024
16411-15F,11614-69,University of Texas Investment Management Company,Endowment,Current,,10/16/2018,Secondary,,47f0a8896e7b110a16eee3a724c650e70e6a10fb9b5f91fa0995f04888b56b49,12/09/2024
16411-69F,11614-69,University of Texas Investment Management Company,Endowment,Current,10.00,10/16/2018,Original,,faee4a6107c20f6ad4fc5f37eebfcb63fe11e791e4bfb06b90f56d32ca7ab0bd,12/09/2024
16522-48F,11614-69,University of Texas Investment Management Company,Endowment,Current,37.58,01/10/2019,Original,,895ec8b4483c34ff8be5f388a0385c724ba3ba61c3a1f5efb4ce1a9378d15b50,12/09/2024
17699-05F,11614-69,University of Texas Investment Management Company,Endowment,Current,30.00,10/15/2020,Original,,8e4b84121e306ee756dcdebd661a1b55cdb0db3c708b57c3418579d9296a051a,12/09/2024
17877-07F,11614-69,University of Texas Investment Management Company,Endowment,Current,50.00,07/07/2020,Original,,129d5f3357bb9214ac1f7e577c2539d3c1709566617ef1b65ab2b5dfbc0e9f5f,12/09/2024
18063-91F,11614-69,University of Texas Investment Management Company,Endowment,Current,60.00,01/28/2021,Original,,e73ae1d3bc5a22df2d4dbf1276b866234a828149adec900fbb641e28eda8fc26,12/09/2024
18063-91F,11614-69,University of Texas Investment Management Company,Endowment,Current,,01/28/2021,Secondary,,33cfc3427dab87a7451c0322e999af79f2e25e3067cc331732d639e4f6d7c476,12/09/2024
18064-00F,11614-69,University of Texas Investment Management Company,Endowment,Current,25.00,01/28/2021,Original,,2c5dd61cb301da15418a974915d902b8ab9bc39688383e58e0b182f5af1f4ed8,12/09/2024
18355-33F,11614-69,University of Texas Investment Management Company,Endowment,Current,3.00,03/25/2021,Original,,e22f97d17eed8fd997894c1129290827aa0be0b242a9382c0771a8a63cecc056,12/09/2024
19172-35F,11614-69,University of Texas Investment Management Company,Endowment,Current,30.00,12/31/2022,Original,,a8b990ea62d09c999181d142cc133b95eb58cf24b12f4ea17c4413679cd2f94e,12/09/2024
