FundID,InvestorID,InvestorName,InvestorWebsite,RowID,LastUpdated
16058-53F,185184-46,Amplo,amplovc.com,35e75f9b75f616006a9374dfdb13c608b42ba0f3f76e9e707e86b1186fd030e5,12/09/2024
16059-79F,11211-40,IVP,www.ivp.com,603c96d4d2053f48684be724a305e150a7cfab53a9b0794f9a679f1bfba0e286,12/09/2024
16093-63F,52589-44,Hummingbird Ventures,www.hummingbird.vc,b3e9642b21a97c19df20a6c187fb22c7a1ed9d3d84a71a550a229ff12b51a7b7,12/09/2024
16093-81F,52589-44,Hummingbird Ventures,www.hummingbird.vc,7ecbf45381304fa48903296ad0f613d411bba66e9152b6847e24620c26c5620c,12/09/2024
16096-06F,55346-14,Ribbit Capital,www.ribbitcap.com,37ccd705af7116239135e04f23be8312804ba1bee3a0fc2d4f207df11dfdad6b,12/09/2024
16125-40F,43058-08,Revolution (Washington DC),www.revolution.com,9577809d984ad1671f727127b48037b009c86ee1c69cbb005d3a95419e3b2e7f,12/09/2024
16134-31F,222123-25,1984 Ventures,www.1984.vc,5aa2eef495a4f30242d54ac42747d2f6c8284034dd46a7237b1f6450eca8d41b,12/09/2024
16143-04F,10759-78,International Finance Corporation,www.ifc.org,eee01238e3356d4c19bbec7476206d498c77d864fd98e35fb4ee05421d8b0ddb,12/09/2024
16143-04F,470588-50,HDFC Bank,www.hdfcbank.com,c4c3445e167873653d9218eb833fd0613c1d48dec01d94113c8397f1906ef18d,12/09/2024
16143-13F,186151-06,Off The Grid Ventures,www.otgventures.com,6d385f892379ca3195c9fca93e8e24b180136897fbd089f40daa400aad94ddfe,12/09/2024
16172-92F,11327-68,Hi Ventures,www.hi.vc,1a390050654fe6193639577b9911b047ec9c51c929397ecf88f3e0bf8f3501e7,12/09/2024
16187-95F,59079-61,Seaya Ventures,www.seaya.vc,74b6d691fcdea4e135a8a973e8093b70e0a51ca036fed2aec9182266eefafade,12/09/2024
16198-57F,56369-71,MissionOG,www.missionog.com,62df6e2f67a5efcb321b1370c8f990b455ae8e950763fd46ef9b0b83c4d894b9,12/09/2024
16203-52F,11295-73,Sequoia Capital,www.sequoiacap.com,833bb911af8c6fe429ea68c28ba1c4f7599982ca22640ab522b90b0439074dac,12/09/2024
16203-52F,167489-20,Peak XV Partners,www.peakxv.com,78572ff74c9d9fceb8fd9407aa8c344b095399ab83a15113e6f61c309003077b,12/09/2024
16219-81F,56078-47,Homebrew,www.homebrew.co,f6e3d221389f3271473c9df417c987d651951e4e8ef361144f5c951fc92fd72d,12/09/2024
16230-97F,56267-29,Quake Capital,www.quakecapital.com,e4f4fa51dc4ba4845103c1f588bc87923e039bf70a01931139bf353365281547,12/09/2024
16239-88F,11333-26,Lightspeed Venture Partners,www.lsvp.com,5e735c281f1b2bacf553dde7f75a68977674a203b66a0eb90a845a5889164f82,12/09/2024
16239-97F,11333-26,Lightspeed Venture Partners,www.lsvp.com,9dea06831e17749420512a3175d49cdf8299fdfa17d2b6596cdf3d8f377b0bf1,12/09/2024
16240-69F,56059-66,Dragoneer Investment Group,www.dragoneer.com,cf14a1d167164b1abf7d302b6f8ed0681cf75a076b81516ea51f48a3d202094c,12/09/2024
16258-24F,53307-28,PPB Capital Partners,www.ppbcapitalpartners.com,688eaae56172482fcd464ccd1463159f246433de0df2e6a3fb26cecdfc7a90fd,12/09/2024
16258-24F,59181-22,Peak Capital Partners,www.peakcapitalpartners.com,74e953acab2ac8ff771edc7aab6405096857a384f6492ae90fa9061baa414c05,12/09/2024
16261-93F,226643-50,Plexo Capital,www.plexocap.com,2381d60d7a3bbb839a697c425e8c90bbf66935165b4200ea44805f4786e0a7da,12/09/2024
16270-39F,58988-17,Cherubic Ventures,www.cherubic.com,5d5eaa64b97e3f297a05d8dc1bf74e7f8b3f8af5278b791d0c2e929052226c49,12/09/2024
16270-66F,166856-32,VentureFriends,www.venturefriends.vc,af642404f7e067eb2606102fbc8048dddd25b3ad06ccfdbaa0d5d5f239f61dd4,12/09/2024
16270-75F,42997-42,Victory Park Capital,www.victoryparkcapital.com,c1bd2f75a488972a7cd42c25f3c6a7d054f24891751557aa6541dd48a0d8caa9,12/09/2024
16270-75F,10759-78,International Finance Corporation,www.ifc.org,3906878aff1b92f817cda9377025ff9e203632cdaefa7f7ee9a9718342a5386c,12/09/2024
16271-38F,58877-38,MSA Capital,www.msacap.com,a0c5f6b50d99a486bbf71ba1d79a2bf465050d3ad00389dffa3dc0cbb69c64d7,12/09/2024
16296-04F,227419-12,Unusual Ventures,www.unusual.vc,795b48035921bc5dc5a1236b92f8d6a78d4ffe9b3872e3182a8910ae7fccc91e,12/09/2024
16296-40F,52162-93,Monashees,www.monashees.com,cfc518aa44199d3ca8f693ef91053f94b99480a4c2d711019bd0fafbf6909b4a,12/09/2024
16312-78F,51625-90,Thrive Capital,www.thrivecap.com,6dd27708b61e57110be510e83c86be9eacbbca16ebc08ca3d906a4e62b39404b,12/11/2024
16313-59F,50933-44,Techstars,www.techstars.com,c541ffd60c63f7cda89cca07c01551df55ab1cda325f9f5a88f7f0d566487d4d,12/09/2024
16315-57F,11272-42,Pinnacle Ventures,pinnacleventures.com,a2b3eac87c83ceac22e5eff4ab6a5d4f72070b70f7f4ab049fbc1a69be164495,12/09/2024
16315-66F,234859-06,500 Southeast Asia,sea.500.co,d8f09e4c368c54bdd0e899b27be9120b284f9339ba73ed36e4976242ca03b4f7,12/09/2024
16328-08F,11335-42,Western Technology Investment,www.westerntech.com,1f76af584bc1d42ddbfd03d55dfe6ada7b0333d0f49c48eb595c1e22be311c22,12/09/2024
16342-03F,11165-50,DCM Ventures,www.dcm.com,f2aa5887c396674ff94f7a9432059806f689c37f1701160409ec35cd99485d62,12/10/2024
16344-10F,56059-66,Dragoneer Investment Group,www.dragoneer.com,859b7f2e096134ac7b5b3489737f7dce32592433094f677c648b6faeeee6f078,12/09/2024
16352-47F,182193-58,Civilization Ventures,www.civilizationventures.com,81d84ba27bf6f2eddb79677557ae30b9b4c539853006c5c23b3e89f83eb8a1a9,12/09/2024
16352-56F,152559-64,Zeev Ventures,www.zeevventures.com,a0cbd77e9899adf7eea06e2158bf3b6e00b517a3d15bd7c77f6568770f0c9231,12/09/2024
16354-45F,55123-21,Mountain Partners,www.mountain.partners,113bd45769d2d20ae400685085b88da9789e33b7a62c90dc0b8f853c34a9cdb7,12/09/2024
16354-54F,55123-21,Mountain Partners,www.mountain.partners,85f5ead99a233304fc2d064aa5316b5848b06cd67629368299261d484e0fcf75,12/09/2024
16363-54F,52020-01,Turim,www.turimbr.com/en,ca4d26f8a0f885fe8354a78d832633522747e24d44b49bf0a1d77869cd86e4e1,12/09/2024
16371-28F,114057-19,Spectra Investments,spectrainvest.com,8103cb8cb88232b59b059293be9e5d3d72686048ad295480377939618374ac84,12/09/2024
16379-11F,266544-64,Alive Ventures,alive-ventures.com,cca2a5bf85ec44ae4515bebbb154d652a5e6004ac08eb5514834220db57a5868,12/09/2024
16380-10F,168899-86,Builders VC,www.builders.vc,1856fe86e6db4dd36a5c2964764578a08863de2056ca26fb388ad4b497bcb9b3,12/09/2024
16405-12F,186749-74,InnoCells,,e0c868aa84423674ef90e347b04b9e8bc8f28c057c3dd4d044b4b9a507e45812,12/09/2024
16405-66F,231607-72,Everywhere Ventures,everywhere.vc,858cdb76d9580a380eadd108293b6d3d5b061b19244f8ad9c20ddaf3b3610b17,12/09/2024
16408-72F,40773-97,DST Global,www.dst-global.com,e9fcb3b08e30e0f321ffce63dedb1659710f0959809ea14c17b2af79f6a7e7f3,12/09/2024
16418-80F,55261-00,Right Side Capital Management,www.rightsidecapital.com,079a7c8e4dca836468a249f0b0e47f99641d5517f34650838a5f6f5b3180bec1,12/09/2024
16420-42F,56299-96,Neo (Consulting Services (B2B)),www.neo.com,dd3137f41867938e911bd437e22f6f9532de6073fd2acf0970c421ccdc8931cd,12/09/2024
16420-51F,117460-00,Fundación Chile,www.fch.cl,b42586e112c2906ee9b2433392707f725ba906406c59c1ecc1c80f8e4bc06431,12/09/2024
16434-01F,56369-71,MissionOG,www.missionog.com,6b03f488b041796819e30ebef1f3ecbd26812c7aaf508c24daed45de95f87ac6,12/09/2024
16434-73F,101160-82,COSIMO Digital,www.cosimodigital.com,5f08e52ea0ce995c91cf5f2b559164e700162f87ad4e8e68e14aaaff137e9e75,12/12/2024
16435-90F,55261-00,Right Side Capital Management,www.rightsidecapital.com,d4ce13e1a181a1c61ea0bc0364eadae0ab5bc934b84914401494972dccb2165f,12/09/2024
16437-79F,173509-66,LC Ventures,www.lcventures.pt,d9ebe46bd23c911e8db831842fcbda66b7dcd8090c85b2fdd28ab793f41aa261,12/09/2024
16437-88F,163026-82,Alaya Capital,www.alaya-capital.com,3b744a0ca7a166e6f0929d4a6f8f9c7697c573628e5e164229ca23f2b7a6485a,12/09/2024
16438-33F,55346-14,Ribbit Capital,www.ribbitcap.com,bd9d78459cf235e9e1541d8bfbfe3235056b425130df8a20420e474bb34bd199,12/09/2024
16453-45F,124664-68,Oria Capital,www.oriacapital.com.br,5a72ecacd90dd9d31325b5be42f0e667f3d9d24cec7391c8ec875d1bca7e4fb4,12/09/2024
16460-92F,234830-98,Bling Capital,www.blingcap.com,c20b3b7a81a119d1225a965c048c8ac2f5b38309a092215c680b882d94422383,12/09/2024
16461-82F,55869-04,Haystack Management Company,haystack.vc,8587a6529a0bddbb1ed045c4bc58c30059eb31f4f1d17166ca7eb39f661f62d3,12/09/2024
16472-80F,233537-14,Indico Capital Partners,www.indicocapital.com,f8513003a383e64cb245a5075f420e4877fcc47d7adb4b4da8724010562789d3,12/09/2024
16480-45F,50943-70,QED Investors,www.qedinvestors.com,da5c629c42f17791c7c517e4779d863e6398ac0a1b67e50660b80673b61a9737,12/09/2024
16480-45F,12385-63,Scotiabank,www.scotiabank.com,d6ab7d29b44535b31310f2d44d080e18d0c95ebcf8a04bb2c0935c123ca4c71d,12/09/2024
16483-78F,55018-00,Brainstorm Ventures,www.brainstorm.vc,2730a2355b3b24ba1e149143c048b7dd02456e471f3baa261b01ae95ba1298be,12/09/2024
16484-05F,157761-46,Mundi Ventures,www.mundiventures.com,1a1319ed81166dd41de44a7fc876f7d54471ac7264e8b85152eb6b96ca335e07,12/09/2024
16504-48F,316357-66,Prosus Ventures,,6a9a8c2fed25948a490ef68bd928e86c1392de5dbec61116867a974e26971d1d,12/09/2024
16516-72F,235263-16,Zigg Capital,www.ziggcap.com,ecee748117587da26dc8d39488caf775a111c148fd255a76a6d3e9025ed86acb,12/09/2024
16519-87F,112426-48,Promotora Social México,www.psm.org.ph,ae6d9d111b3555b8d85f69c7076227c669b1617e54fe1ab754ef724284dbc761,12/09/2024
16537-69F,167430-79,Trammell Venture Partners,www.tvp.fund,8432b9e4aef5722594d843170b87908711cd9fa91a37bc4af1642d7577e4ebbd,12/09/2024
16558-12F,64215-37,Entrepreneur First,www.joinef.com,e49b00d6d72001922c9d179dd00600d5c2c2419b7b632fda7e0d9cbc05ab6492,12/09/2024
16562-80F,52239-34,Vast Ventures,www.vastvc.com,ca3d7b4b62fd7263bb245312e9a6213277276caa513c9c22816712e7157fb4ce,12/09/2024
16562-89F,164406-34,Afore Capital,www.afore.vc,87573e91a883ba428eec8411fd54ff338093fdaf22eb436f370141a013609578,12/09/2024
16566-04F,60139-90,Susa Ventures,www.susaventures.com,48a84e8782437d477917e4a2595a0293c612c77505cf5019ef9d89acd8af32c8,12/09/2024
16566-40F,107882-74,Salesforce Ventures,www.salesforceventures.com,0250be91ae9549a7760c02e140cd0e8eadf7d1d744d53b7adca1de7b20da8fcc,12/09/2024
16592-86F,124408-36,Kairos Ventures,www.kairosventures.com,b1ed30cc27bd03de166b6cad9472aa14767ee940c1d98ceff5d9f44d5c23bace,12/09/2024
16609-60F,232524-55,gumi Cryptos Capital,www.gumi-cryptos.com,fa0a95fb4007716b531d96bfc7f5e2b130ea476bdbcc12e5cd33cc31aa1aa510,12/09/2024
16612-03F,10923-58,Franklin Templeton,www.franklinresources.com,1db3329af7774e1b5323537a10e42b940b9c49c09bd6b6fee2fb7b02f8f21e1a,12/09/2024
16612-03F,465988-15,Franklin Venture Partners,www.alternativesbyft.com,babd263795098a8f532c0377d1222fd2f56b038479312d071f1c7af07018f8f6,12/09/2024
16632-46F,183210-58,XFactor Ventures,www.xfactor.ventures,121af1ea2d3e9ee9cc376233c153224115b646c640495b2aac80b82ddc618f57,12/09/2024
16633-45F,170483-77,Canary (Brazil),www.canary.com.br,714a2507533ffbf2aa7f2d6c4fad93eb705783b5563682a6e63258a83a9038a7,12/09/2024
14800-60F,51006-88,500 Global,500.co,297df35a45d3f0725fa4a5bf18bea92d8a7d87e113603e8434d1fdfd38a19e4b,12/09/2024
14847-85F,11111-41,Arboretum Ventures,www.arboretumvc.com,c7298dc5206b1c8bcbbeeef3f0b354cb3f2b8aa6140cf207fa5c05d6985ce8bc,12/09/2024
14873-23F,56307-97,Signia Venture Partners,www.signiaventurepartners.com,bbab82bb9ccc3b99bf96eb9f81ab2ce9f0a2be23ee0b5295770078a8a92c66ac,12/09/2024
14885-11F,101505-61,Endeavor Forward,endeavorforward.com,6d63f638555c89efb72b7ec2292ab069447986b2e9731ffc6147bf875f2b7d0a,12/09/2024
14916-43F,60663-61,DILA Capital,www.dilacapital.com,1cfed557c3b01f9ff04dcb2519c6f5a230426275f2521ec82b3e23b28fbd063a,12/09/2024
14916-79F,60663-61,DILA Capital,www.dilacapital.com,47c78d8cc900ed4a0eb29b1aac59772935ae10ff4200ce6f3ef94d8ca3ca1dbc,12/09/2024
14934-97F,52498-99,Aurus Capital,www.aurus.cl,a5ffb3033b72dae9afac9a0aff399e0ca446b94f2b4edf5a62a3997a904e0681,12/09/2024
14935-51F,53906-41,Social Capital,www.socialcapital.com,e91ebb967c93c83c0715db8c52cf543a372df2b69a789bf7000f228c61972049,12/09/2024
15027-13F,10560-70,AltaIR Capital,www.altair.vc,4e2bb3c745e4cfa7da74f5e3b65bfb4c26b8be8df02a6efda63f7192f4b8da52,12/09/2024
15029-29F,55346-14,Ribbit Capital,www.ribbitcap.com,1f05ca8e7e9327b38dcee321bda8f71794ec364588a7c294d6b97970705bbe30,12/09/2024
15056-92F,112719-70,Point Reyes Management,www.efund.com,8f8ea64fa45d506c47dab9b2b51cda36c6ccedc23e17f361190dfd8c3e60f255,12/09/2024
15084-46F,98022-70,Ideas & Capital,www.ideasycapital.com,b8f27ed8cae18b04207bdcc069e2d40af091c16d3887a38e2e1401676bd01a13,12/09/2024
15098-77F,92005-57,Ruta N Medellin,www.rutanmedellin.org,525ec8bfefa9bb5a162c8f271dbd0bf1453528abf30b4f4d2a69a69121540282,12/09/2024
15123-52F,11255-59,BlueRun Ventures,www.brv.com,aed542980bdaec4f984c7ec11bff7f0d92ba524f6b6c9ad920af9c87f6f44d55,12/09/2024
15160-15F,59003-38,Banco Do Nordeste,www.bnb.gov.br,b1717510f117e28590415e70c5ff5877adbfe951902a84f9ab8990d033559439,12/09/2024
15160-15F,57834-82,KPTL,www.kptl.com.br,bd9b60d84e7ccf0e4f490d6c79b2b71e3242d2f488f5b29c3f441bd75b4a7bd0,12/09/2024
15181-48F,56010-97,Draper Associates,www.draper.vc,718284d413c15b24be5f7c34358447ff735e213bc6cd73d1fb4ea0783c61de3c,12/09/2024
15189-58F,11327-68,Hi Ventures,www.hi.vc,9067e1b38b1f57cfcb76eac770ad13c7501e043e2076e0facb05196273228656,12/09/2024
15201-91F,63968-32,F50,www.f50.io,47433735484a9fb387816bfdf6a15e53dc6c0eb81a99e16a1b92b80ab9f3050d,12/09/2024
15201-91F,11196-28,Garage Technology Ventures,www.garagetechnologyventures.com,f4b0c2743991af4e275afbba3f784182663867b60eeb5ab29dae5d35b61cf7e8,12/09/2024
15207-22F,51006-88,500 Global,500.co,d905797e78cb02da321c6aabb1c93e7bf79f618edc636ab5e7b77f28faf3ec72,12/09/2024
15207-76F,113566-33,Finnovista,www.finnovista.com,f30838a3799754875176f4f862f892127cf76503548aa3fbd7dfe14fcf7c41ff,12/09/2024
15235-84F,51006-88,500 Global,500.co,7875f3b82574b6a545f18909bb9bb6127febdd34aec9fed7faeced02b28f3f4b,12/09/2024
15236-92F,54886-96,FundersClub,www.fundersclub.com,6da2489bf2e09e2cc6056453ecb50dcf4fd354e362c6f66567826ab80899f371,12/09/2024
15250-69F,51322-24,SOSV,www.sosv.com,c7859dbea98531e2814ff2e7b70537b52868d394690f8da966a91c889aadb14f,12/09/2024
15264-82F,124909-57,Avalancha Ventures,www.avalancha.ventures,53bb092c82514cc14709b8850988906ba81f5d6635331c269c831dd10a492623,12/09/2024
15301-36F,114369-76,Soldiers Field Angels,www.soldiersfieldangels.com,2d043200283cdd11cc8fdfbb746cf88c216c4cac7a8cd946c90afc53083a12d7,12/09/2024
15316-75F,55346-14,Ribbit Capital,www.ribbitcap.com,9ca8b1b8595ed3561e9897852ef18dd5f92cde2358e7143241be632cf2e1fd25,12/09/2024
15327-19F,11320-66,Trinity Ventures,www.trinityventures.com,d80b63eef02c7aef23932ed4c6a0519579068ce070b7be641422a0e0cdf8f99d,12/13/2024
15331-42F,55017-46,Startupbootcamp,www.startupbootcamp.org,4ebb5af98b042b497932b8946310b9b71e3d677e4c8b48743c685518a29658ca,12/09/2024
15368-05F,51006-88,500 Global,500.co,a92bbf82a8f84c5e45ed5bbf07e33a43b70a12f9dab8817f1bba37ed30766812,12/09/2024
15369-40F,10271-98,TCV,www.tcv.com,7935c349250d4c5da65f904fd67a79dcfd0f93164f4560d4bae17438836ba529,12/09/2024
15391-54F,150042-52,Colle Capital Partners,www.colle.vc,2c3e9cdd81a175bbf48f3ac943b9feef74e325db84a991af71045fb3ba6d7bc4,12/09/2024
15412-78F,56260-72,Tengelmann Ventures,tengelmann-ventures.com,1a4463280d44bb1a1d5b882c4ef3c1444dd0db7ab017e2bdfe57b86d493c5aba,12/09/2024
15436-00F,11133-01,Benchmark Capital Holdings,www.benchmark.com,7abcc517c36c8b5c45dbc603b27ef33b5274ddfa849d947f70d7fadbb158e410,12/09/2024
15459-85F,11203-21,Notable Capital,notablecap.com,17c90eefdbd8059533679414dc11ec8d97d37cf258ee953ea49940dad85e1b0f,12/09/2024
15463-99F,10139-41,Accel,www.accel.com,21734858ccbfb80c882332821a49085783479d35ed35352dd05d206f1c3dde14,12/09/2024
15474-07F,51006-88,500 Global,500.co,2258a5c15a02bc217f294c82151c457e9c40c6777346c924bb6a4794aa246d92,12/09/2024
15485-68F,154632-70,Unreasonable Capital,www.unreasonablecapital.com,4feb953ebed3897b4311433313a9ecbc273bcd0aba3372123527da8ea1b2466c,12/09/2024
15507-28F,11067-40,Engie,www.engie.com,0442da6c16479be3ab7416bb1c4a85a7f91843af3d58bd0d97e1946494d1d47a,12/09/2024
15507-55F,123826-78,Struck Capital,www.struckcapital.com,d140eef26bb940dea064abc134f00a3ccaaf4f7bac07ee9c46d9453de8dd574b,12/09/2024
15508-45F,58373-20,Pear (California),www.pear.vc,16d981eecb930d99f012bcc6759d009ca28aed889388a0f0ce70e5a50b1e2bf5,12/09/2024
15536-08F,58853-98,Brazilian Development Bank,www.bndes.gov.br,4ea21cf89fa19a5cc73d01813b17c3919cc5f16f928397731418ed92e61f545e,12/09/2024
15537-34F,126495-73,Dot Capital,www.dotcapital.com,c9cc58524f3aaa48222a08ef80eb978ff035bf5752b75247f4b75de4d9518e54,12/09/2024
15555-07F,86907-34,Nazca,www.nazca.vc,ff825530ba2b537a348880400a0798f2e423892d0da52552ac3010907babdf94,12/09/2024
15555-52F,11204-20,GSR Ventures,www.gsrventuresus.com,5f25de4e8091e848503cd129def493d04ef59a37a0c2f5b005f743fb6719a401,12/09/2024
15593-05F,52332-76,FIR Capital,www.fircapital.com,4777d444a11e0ef8dfd2248032a22d9addb775d42fb2636339a39c8b1152e417,12/09/2024
15593-05F,61123-24,Bzplan,www.bzplan.bz,362c0aa92aa70fd7f1d78d8e4f05ed28ddd507078a469bc1953aec9d1b2310bc,12/09/2024
15608-71F,12483-55,Crescera Capital,www.crescera.com,8ba56b9823ad4e84fd0054ffcf7c3299b98892810f7daa0b6caa790b758de717,12/09/2024
15609-79F,56059-66,Dragoneer Investment Group,www.dragoneer.com,b26c71fdb17d1828fef47de49ffc4ae5fef84fca7cd79f6980797da2a3e3b00d,12/09/2024
15609-88F,56059-66,Dragoneer Investment Group,www.dragoneer.com,adda745d2fac8e1727bd2b6b34c65cc9e2cc50a81cf9572a2114c1f872eea5d8,12/09/2024
15651-91F,11217-34,Industry Ventures,www.industryventures.com,005eddeb4fcfb6beb1b4846a53dbf053cb63d77be55287e41f385b4c870a8496,12/13/2024
15669-28F,100751-77,Agora Partnerships,agora2030.org,cff0010a0c0d411f10bd73fa3d7fe84d9971e0186f2614a63f3e486185e460a9,12/09/2024
15669-82F,51006-88,500 Global,500.co,95028a80ba0df1dc72480a36f757503507f50047fcba29c0395bc6dc295bebda,12/09/2024
15689-17F,60663-61,DILA Capital,www.dilacapital.com,1147f64f3ca9e77f28fb0dac1dcdb31c0797158cc96bd7fdae860cd8d910f373,12/09/2024
15720-85F,10051-21,TPG,www.tpg.com,3b46ac1d7b925ae0e2de8213a1a18c7315699f9ce6f0824bc62650bcfab8a32c,12/09/2024
15720-85F,169090-75,The Rise Fund,www.therisefund.com,72c024a72d01f168079828afa3351cef47408ddc2166d0080730388d19290ed5,12/09/2024
15747-13F,135871-75,Dalus Capital,www.daluscapital.com,a31a71c35d1ea948db554b4008217e05ed19999ca0a8f272433cef1b34045e16,12/09/2024
15756-13F,55003-87,Alchemist Accelerator,www.alchemistaccelerator.com,0946e1b7278ab30e616f5034e2d2f093f2bd477bbb9a64cddcef09e478e272f8,12/09/2024
15756-22F,55003-87,Alchemist Accelerator,www.alchemistaccelerator.com,937605a4dcba5414b693e1999a8f7e6a36f8a27e23521d60d000bdc985efa2cc,12/09/2024
15756-94F,40692-61,SoftBank Group,www.group.softbank,d23dde1aadf89f93c93786fa5701a90b016a7f319c8356008e7fd2aa2591425b,12/09/2024
15756-94F,182433-16,SoftBank Investment Advisers,visionfund.com,badef1c97fec61ed9f08b966c6675a88a7ea709617429bcbdf8616114a105c08,12/09/2024
15758-74F,57005-74,StartupLab,www.startuplab.no,f6c995fd2ac5bf17bafd31147ad95eea803e8feab7f0e346934b0ac372e2bab0,12/09/2024
15760-00F,153304-84,Sausalito Ventures,www.sausalitoventures.com,b98c62a217a7607287bb4b169a0f6a133f86169622a65d4c9855410861b9f7ff,12/09/2024
15760-00F,163026-82,Alaya Capital,www.alaya-capital.com,bef04a0fbecd8c99d5368a4c430bc74c9f4b6a65723797f8132b9b4111644858,12/09/2024
15800-05F,55803-52,GVA Capital,www.gva.capital,8f8ce50cd1f8d812004cf74bbd3b170721a250cc1ea64d1e76d1d3f3ab2c4e2d,12/09/2024
15800-68F,40829-14,Founder Collective,www.foundercollective.com,c78391a9d10df972ce2c059bbd14134e31e742662f2534e477eae535d74b027c,12/09/2024
15800-68F,85672-09,Koa Labs,www.koalabs.com,a294b29bda7c595dbd73954a2f2ba1cba194d85b3353f721212ebd02a2a32755,12/09/2024
15826-42F,61989-40,FinTech Collective,www.fintech.io,28716d73072359a0a56b5e87842ad1a7bc5e34fb75d6841200cc88b847170264,12/09/2024
15828-13F,57697-12,Streamlined Ventures,www.streamlined.vc,faed019545fea5d60dab77cde72e9a476a53c60c4e2cd1fb71f54fd5ea00d2d5,12/09/2024
15835-33F,12421-90,GIC Private,www.gic.com.sg,191d61613007316407b6665fed5b09f98e284b2e02867c0fbaa23cca6e588b1c,12/09/2024
15835-33F,51464-80,Orchard Street Investment Management,www.orchard-street.co.uk,7e536017ed4b54d215c70fae324c0d238da6d4faa3c93b135eb7c446ee51da0d,12/09/2024
15838-57F,60945-31,Pantera Capital,www.panteracapital.com,598fa381f6cd9ed82ed4a57253b833534ac52116acef1f2423b328d2b0ee901f,12/09/2024
15838-66F,10759-78,International Finance Corporation,www.ifc.org,af4853e823907fd6626b0d50d94bf750ecdc12a66183259cd4678cc48445e120,12/09/2024
15868-63F,54855-64,Valor Capital Group,www.valorcapitalgroup.com,b359eff9cea05142ae463c409c153e1ee8a3ca3f987cabd6547b5de1bf34e68c,12/09/2024
15869-44F,122866-57,Palm Drive Capital,www.palmdrive.vc,1c037506a8178123ac0db7f11250edfb51d2e1682cb46ed90295ba294a191428,12/09/2024
15869-62F,170483-77,Canary (Brazil),www.canary.com.br,fcdf66ceb54b1ef9653019a806e78cd101e11c7b888a2824a53e4d5662bbfa25,12/09/2024
15903-82F,12483-55,Crescera Capital,www.crescera.com,b4eaab6dce7b939bc97d7f0fd4c976006187b719ca7cff05e7327bb85746c798,12/09/2024
15920-02F,57309-22,Base Ventures,www.base.ventures,d814a2d2ce54f6abcb1c6be1ac34340fb6d79ce8c004f2c9269eb9cf3f27b407,12/09/2024
15935-68F,54172-81,Plug and Play Tech Center,www.plugandplaytechcenter.com,fb06635d72becbfcaee7b3778a863359242c44a00086b6b2291ca69ec6497c1f,12/09/2024
15936-04F,57834-82,KPTL,www.kptl.com.br,32161c016d021e50e4d9226db8067c67b59949e3eaa0e3a06f587d7ef72ca5bd,12/09/2024
15983-56F,59366-98,Samsung Electronics,www.samsung.com,8e1dddda1925dda007e0cc705d7cbf53bad56ffd936b86acc3470d09dd03f87a,12/09/2024
15985-90F,52902-10,Kaszek,www.kaszek.com,16de1b7e71b41730adbf0b7759de177bf01fd98950cb7fe47b7168b667a797b4,12/09/2024
15997-87F,115611-49,MetaProp NYC,www.metaprop.com,660c99eb24e12b4bfb8fa3ed13ef82d5228b8fb8773a2c843b8b3f8cbde67883,12/09/2024
16000-84F,56351-53,Aspect Ventures,www.aspectventures.com,ab3f5ec82ccf5277e1e0f6f33a3582bc635029b351fc2eb8ba8f3144132e6096,12/09/2024
16024-87F,183210-58,XFactor Ventures,www.xfactor.ventures,0852706b8532981911a58fc9e22ba2a35d3a8e6534909b03bca2e2307c0f37a8,12/09/2024
16025-05F,182465-02,BABEL Ventures,www.babel.ventures,f697ec0cbfed7d17c7f6bf87a7c114d118f1e83026b2058c61a25aa57949a8b5,12/09/2024
16054-84F,184803-49,LEAP Global Partners,www.leapglobalpartners.com,6240ff3fa7dca5993486e3b9ea028f6b748d1923c13cba18f8c7986af4fb758b,12/09/2024
16055-29F,54305-83,Mucker Capital,www.mucker.com,4073df4fffcc1bfb74f158b270f3042b5e63f2a10842bae2f3c0bea15229f556,12/09/2024
16069-87F,167562-37,Base10 Partners,www.base10.vc,62bdad4a3280517044e36dc36e01a6561d835aaa52a57e28c22bfb125f41d305,12/09/2024
16070-77F,149516-20,Vertex Ventures Southeast Asia & India,www.vertexventures.sg,41b0fb898983441214aa57a40a7978e424bd97c36cebf5e3e418994ccca94c2f,12/09/2024
16072-75F,168750-91,Blackhorn Ventures,www.blackhornvc.com,58270470b59ccd257c4b42cb3b644007aff990bfe0d5a91faed4be78f7b2fccf,12/09/2024
16100-47F,11281-06,Redpoint Ventures,www.redpoint.com,1e1a6fbcc2555f105d1dba54816468d22dde5da0255823062c64893401691d33,12/13/2024
16100-56F,57379-15,Caffeinated Capital,www.caffeinatedcapital.com,fc4f1cb0a24889dc36f2f4460ac7f6f102a6f0d0e797797896c16653e64c84a4,12/09/2024
16101-19F,187442-38,Village Global,www.villageglobal.vc,c1eb5ef52a8357633d67cb546717ffb247754c6f8b22b51d49f44adc229334ca,12/09/2024
16102-09F,187469-20,Hustle Fund,www.hustlefund.vc,e9fba6ec67405f3dc5d7484f07e510306656c35448bcafa2c9d43596d68fccf7,12/09/2024
16125-85F,54331-57,StartUp Health,www.startuphealth.com,ad92939ebb0d3dba2f77562d5144307f6541a79d80e55ccfb7f5abddd26be8f7,12/09/2024
